TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,MECHANICS,HEALTH,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
"<b>Grido di Battaglia:</b> ottiene +1 Salute per ogni carta che hai in mano.","Classic","Minion","EX1_043","Draco del Crepuscolo","Neutral","Rare",4,Battlecry,1,,4,,,True,"Jaemin Kim","I Drachi del Crepuscolo si nutrono di energia mistica... e mozzarella.",,"Dragon",,
,"Classic","Minion","DREAM_03","Draco di Smeraldo",,,4,,6,,7,"Dream",,,,,,"Dragon",,
"<b>+1 Danni Magici</b>. <b>Grido di Battaglia:</b> pesca una carta.","Classic","Minion","EX1_284","Draco di Zaffiro","Neutral","Rare",5,Battlecry|Spellpower,4,,4,,,True,"Ben Zhang","Inizialmente dovevano essere Drachi di Berillo o di Cobalto ma questi nomi erano troppo pretenziosi.",,"Dragon",,
,"Classic","Minion","EX1_116t","Draghetto",,,1,,1,,1,,,,,,,"Dragon",,
,"Classic","Minion","ds1_whelptoken","Draghetto","Neutral",,1,,1,,1,,,,,,,"Dragon",,
"Non può essere il bersaglio di Magie o Poteri Eroe.","Classic","Minion","NEW1_023","Drago Fatato",,"Common",2,,2,,3,,,True,"Samwise","Adorabile. Immune alla magia. Non fa i bisogni sul tappeto. Il perfetto animale domestico.",,"Dragon",,
"<b>Furia del Vento</b>","Classic","Minion","CS2_169","Dragofalco Giovane","Horde","Common",1,Windfury,1,,1,,,True,"Greg Hildebrandt","Non è drago non è falco... sa soltanto quello che non è!",,"Beast",,
"Ottiene +1 Attacco quando lanci una Magia.","Classic","Minion","NEW1_012","Dragone di Mana",,"Common",1,,3,"",1,"Mage",,True,"Blizzard Cinematics","Questi draghi si cibano di energie arcane e benché spesso vengano considerati una scocciatura più che un vero pericolo non dovresti lasciarli soli con del Mana.",,,,
"<b>Scegli:</b> ottiene <b>Carica</b> <b>o</b> +2 Salute e <b>Provocazione</b>.","Classic","Minion","EX1_165","Druido dell'Unghia","Neutral","Common",5,,4,,4,"Druid",,True,"Luca Zontini","Forma Felina o Forma d'Orso? Difficile scegliere!",,,,
"<b>Provocazione</b>","Classic","Minion","EX1_165t2","Druido dell'Unghia",,"Common",5,Taunt,6,,4,"Druid",,,,,,"Beast",,
"<b>Carica</b>","Classic","Minion","EX1_165t1","Druido dell'Unghia",,"Common",5,Charge,4,,4,"Druid",,,,,,"Beast",,
"<b>Combo:</b> ottiene +2/+2 per ogni carta giocata precedentemente in questo turno.","Classic","Minion","EX1_613","Edwin VanCleef","Neutral","Legendary",3,Combo,2,,2,"Rogue",,True,"Efrem Palacios","Ha guidato i tagliapietre nella ricostruzione di Roccavento e quando i nobili si sono rifiutati di pagare ha fondato la Fratellanza dei Defias per... be'... <i>decostruire</i> la capitale.",True,,,
"Salute pari a 1.","Classic","Enchantment","EX1_619e","Eguaglianza",,,,,,,,"Paladin",,,,,,,,
"La Salute di TUTTI i servitori diventa pari a 1.","Classic","Spell","EX1_619","Eguaglianza","Neutral","Rare",2,,,,,"Paladin",,True,"Michal Ivan","Siamo tutti fiocchi di neve unici e speciali... con 1 punto Salute.",,,,
"<b>Grido di Battaglia:</b> <b>Congela</b> un altro personaggio.","Classic","Minion","EX1_283","Elementale del Gelo","Neutral","Common",6,Battlecry|Freeze,5,,5,,,True,"Dan Scott","Quando un Elementale del Ghiaccio e un Elementale dell'Acqua si amano...",,,,
"<b>Provocazione</b>. <b>Sovraccarico:</b> (3)","Classic","Minion","EX1_250","Elementale della Terra","Neutral","Epic",5,Taunt,8,,7,"Shaman",,True,"Dan Scott","Nulla batte il sasso.",,,,
"Ottiene +1/+1 quando giochi una carta con <b>Sovraccarico</b>.","Classic","Minion","EX1_258","Elementale Indomito","Neutral","Common",3,,4,,2,"Shaman",,True,"Matt Gaser","Diversamente da quelli vincolati gli Elementali Indomiti non si fanno mettere in castigo da nessuno.",,,,
"<b>Segreto:</b> quando l'avversario gioca un servitore ne evoca una copia sotto il tuo controllo.","Classic","Spell","EX1_294","Entità Speculare","Neutral","Common",3,Secret,,,,"Mage",,True,"Raven Mimura",""Vai avanti tu." - Krush'gor il Possente al suo famiglio cinghiale",,,,
"Attacco aumentato.","Classic","Enchantment","NEW1_037e","Equipaggiato",,,,,,,,,,False,,,,,,
"Attacco e Salute scambiati dall'Alchimista Folle.","Classic","Enchantment","EX1_059e","Esperimenti!",,,,,,,,,,,,,,,,
"<b>Grido di Battaglia:</b> distrugge un servitore con Attacco pari a 7 o superiore.","Classic","Minion","EX1_005","Esperto di Caccia",,"Epic",3,Battlecry,2,,4,,,True,"Chris Seaman","Semplici gigantosauri non sono più stimolanti. Prova a cacciare Onyxia armato solo di un coltellino senza filo.",,,,
"Attacco aumentato.","Classic","Enchantment","EX1_055o","Euforica",,,,OneTurnEffect,,,,,,,,,,,,
"Il primo servitore che giochi ogni turno costa (1) Mana in meno.","Classic","Minion","EX1_076","Evocatrice Minuta","Alliance","Rare",2,Aura,2,"",2,,,True,"Ron Spears","È abbastanza gelosa dell'Evocatrice Mastodontica.",,,,
"Evoca una Pantera 3/2.","Classic","Spell","EX1_160a","Evocazione: Pantera","Neutral",,,,,,,"Druid",,,,,,,,
"<b>Rabbia:</b> la tua arma ha +2 Attacco.","Classic","Minion","CS2_221","Fabbro Astioso","Horde","Common",5,Enrage,6,"",4,,,True,"Justin Sweet","Ti forgerà una spada ma ti serviranno 5 Lingotti d'Acciaio 3 Granuli di Terra e lo scalpo del suo ultimo cliente.",,,,
"<b>Grido di Battaglia:</b> equipaggia un'arma 2/2.","Classic","Minion","EX1_398","Fabbro d'Arathi","Neutral","Common",4,Battlecry,3,,3,"Warrior",,True,"Samwise","Sconto del 50% sui Tirapugni solo per un periodo limitato!",,,,
"Fornisce 1 Armatura quando un tuo servitore subisce danni.","Classic","Minion","EX1_402","Fabbro d'Armature","Neutral","Rare",2,,4,"",1,"Warrior",,True,"Greg Hildebrandt","Accetta i fondi della gilda per le riparazioni.",,,,
"Alla fine del tuo turno +1 Attacco a un altro tuo servitore casuale.","Classic","Minion","NEW1_037","Fabbro di Spade",,"Rare",2,,3,"",1,,,True,"E.M. Gist","Sta cercando di forgiare un "asciafrusto" ma tutti gli altri fabbri dicono che sia impossibile.",,,,
"+2/+2 a tutti gli altri tuoi servitori.","Classic","Spell","EX1_573a","Favore del Semidio","Neutral",,,,,,,"Druid",,,,,,,,
"+2/+2.","Classic","Enchantment","EX1_573ae","Favore del Semidio","Neutral",,,,,,,"Druid",,,,,,,,
"Pesca delle carte finché non ne hai lo stesso numero dell'avversario.","Classic","Spell","EX1_349","Favore Divino","Neutral","Rare",3,,,,,"Paladin",,True,"Lucas Graciano","Questo non è solo un favore è un favore divino come aiutare qualcuno a traslocare di domenica.",,,,
"Infligge danni pari all'Attacco del tuo eroe a un servitore.","Classic","Spell","EX1_578","Ferocia","Neutral","Rare",1,AffectedBySpellPower,,,,"Druid",,True,"Dave Rapoza","È vero che alcuni Druidi sono selvaggi ma altri adorano godersi un po' di pace e sorseggiare un buon tè.",,,,
,"Classic","Minion","EX1_614t","Fiamma di Azzinoth",,,1,,1,,2,,,,,,,,,
,"Classic","Minion","EX1_finkle","Finkle Cascorotto","Neutral","Legendary",2,,3,,3,,,,,,True,,,
,"Classic","Minion","tt_010a","Flettimagie",,"Epic",0,,3,,1,"Mage",,,,,,,,
"<b>Segreto:</b> quando un nemico lancia una Magia su un servitore evoca un Difensore 1/3 come bersaglio.","Classic","Spell","tt_010","Flettimagie","Neutral","Epic",3,Secret,,,,"Mage",,True,"Gonzalo Ordonez","Benché sia divertente bloccare Palle di Fuoco o Dardi Fulminanti i Flettimagie preferiscono intercettare una Benedizione dei Re o un Marchio Selvaggio. È decisamente più alla moda.",,,,
"<b>Silenzia</b> un servitore e gli infligge $1 |4(dannodanni).","Classic","Spell","EX1_245","Folgore della Terra","Neutral","Common",1,Silence,,,,"Shaman",,True,"Kevin Chin","Folgore della Terra? Non dovrebbe essere "Folgore di Azeroth"?",,,,
"Prendi il controllo di un servitore nemico con Attacco pari a 3 o inferiore fino alla fine del turno.","Classic","Spell","EX1_334","Follia d'Ombra","Neutral","Rare",4,,,,,"Priest",,True,"Mark Gibbons","Puoi giustificarti quanto vuoi ma è davvero una cosa brutta da fare.",,,,
"Il tuo Potere Eroe diventa "Infligge 2 danni". Se già in Forma d'Ombra diventa "Infligge 3 danni".","Classic","Spell","EX1_625","Forma d'Ombra",,"Epic",3,,,,,"Priest",,True,"Alex Horley Orlandelli","Ma i Sacerdoti in Forma d'Ombra se illuminati proiettano... luce?",,,,
"+2 Salute e <b>Provocazione</b>.","Classic","Spell","EX1_165b","Forma d'Orso","Neutral","Common",,,,,,"Druid",,,,,,,,
"<b>Carica</b>","Classic","Spell","EX1_165a","Forma Felina","Neutral","Common",,,,,,"Druid",,,,,,,,
"+1 Attacco dal Metalupo Alfa.","Classic","Enchantment","EX1_162o","Forza del Branco",,,,,,,,,,,,,,,,
"Evoca tre Treant 2/2 con <b>Carica</b> che muoiono alla fine del tuo turno.","Classic","Spell","EX1_571","Forza della Natura","Neutral","Epic",6,,,,,"Druid",,True,"Trevor Jacobs",""Penso che farò un sonnellino all'ombra di questi alberi. Un momento... AAAAAHHH!" - Blinkfizz lo Gnomo Sfortunato",,,,
"+2 Attacco.","Classic","Enchantment","CS2_181e","Forza Massima",,,,,,,,,,,,,,,,
"<b>Potere Eroe</b>
Infligge 3 danni.","Classic","Hero Power","EX1_625t2","Frantumazione Mentale",,,2,,,,,"Priest",,,,,,,,
"Infligge $2 danni a due servitori nemici casuali. <b>Sovraccarico:</b> (2)","Classic","Spell","EX1_251","Fulmine Biforcuto","Neutral","Common",1,,,,,"Shaman",,True,"Ralph Horsley","Se lo combini con il Fulmine Cucchiaiato e il Fulmine Accoltellato avrai un servizio di posate completo.",,,,
"Infligge $2 danni a un servitore. Se il bersaglio è un tuo Demone gli fornisce +2/+2.","Classic","Spell","EX1_596","Fuoco Demoniaco","Neutral","Common",2,,,,,"Warlock",,True,"Ben Wootten","Il Fuoco Demoniaco è come quello normale tranne che NON SMETTE PIÙ DI BRUCIAREEEEEE!",,,,
"+2/+2.","Classic","Enchantment","EX1_596e","Fuoco Demoniaco","Neutral","Common",0,,,,,"Warlock",,,,,,,,
"Salute pari a 15.","Classic","Enchantment","EX1_561e","Fuoco di Alexstrasza",,,,,,,,,,,,,,,,
,"Classic","Minion","CS2_231","Fuoco Fatuo","Neutral","Common",0,,1,,1,,,True,"Malcolm Davis","Se colpisci un Signore Eredar con il giusto numero di Fuochi Fatui esploderà. Ma perché?",,,,
"L'Attacco di un servitore diventa pari alla sua Salute.","Classic","Spell","CS1_129","Fuoco Interiore","Neutral","Common",1,,,,,"Priest",,True,"Steve Prescott","Idea intelligente: potenziare i propri servitori. Idea pessima: cominciare una conversazione nelle Savane.",,,,
"Attacco pari alla sua Salute.","Classic","Enchantment","CS1_129e","Fuoco Interiore",,,,,,,,"Priest",,,,,,,,
"Infligge 2 danni.","Classic","Spell","EX1_166a","Fuoco Lunare","Neutral",,,,,,,"Druid",,,,,,,,
"Infligge $5 danni. Rigenera #5 Salute al tuo eroe.","Classic","Spell","EX1_624","Fuoco Sacro",,"Rare",6,,,,,"Priest",,True,"Miguel Coimbra","Spesso seguito dal Fumo Sacro!",,,,
"+3/+3 a un servitore danneggiato.","Classic","Spell","CS2_104","Furia","Neutral","Common",2,,,,,"Warrior",,True,"Jonboy Meyers","Servitore è ARRABBIATO. Ora servitore SPACCA!",,,,
"+3/+3.","Classic","Enchantment","CS2_104e","Furia",,,,,,,,"Warrior",,,,,,,,
"Pesca una carta per ogni tuo personaggio danneggiato.","Classic","Spell","EX1_392","Furia Battagliera","Neutral","Common",2,,,,,"Warrior",,True,"Alex Horley Orlandelli",""Non sono simpatico quando mi arrabbio."",,,,
"Nessuna perdita di Integrità.","Classic","Enchantment","EX1_411e","Furia del Sangue",,,,,,,,"Warrior",,,,,,,,
,"Classic","Weapon","EX1_323w","Furia Sanguinaria",,,3,,,,3,"Warlock",8,,,,,,,
"Copia 2 carte del mazzo dell'avversario e le mette nella tua mano.","Classic","Spell","EX1_339","Furto del Pensiero","Neutral","Common",3,,,,,"Priest",,True,"Alex Garner",""Cosa succede quando lanci Furto del Pensiero su un Orco? Niente!" - Barzelletta dei Tauren",,,,
"<b>Rabbia:</b> +5 Attacco.","Classic","Minion","EX1_009","Gallina Arrabbiata",,"Rare",1,Enrage,1,,1,,,True,"Mike Sass","Non c'è bestia più spaventosa (o ridicola) di una gallina sull'orlo di una crisi di nervi.",,"Beast",,
"Infligge $5 danni. <b>Sovraccarico:</b> (2)","Classic","Spell","EX1_241","Getto di Lava","Neutral","Rare",3,,,,,"Shaman",,True,"Dan Scott","È come avere un oceano di magma liquido in bocca!",,,,
"Ottiene +1 Attacco quando un servitore muore.","Classic","Minion","tt_004","Ghoul Mangiacarne","Neutral","Common",3,,3,"",2,,,True,"Alex Horley Orlandelli","Mangiacarne è un nomignolo ingiusto. Non è colpa sua se non c'era molto altro che potesse mangiare.",,,,
"Costa (1) Mana in meno per ogni danno subito dal tuo eroe.","Classic","Minion","EX1_620","Gigante di Magma",,"Epic",20,,8,,8,,,True,"Glenn Rane","Soffre di un terribile bruciore di stomaco. FORSE PERCHÉ È PIENO DI LAVA.",,,,
"Costa (1) Mana in meno per ogni servitore sul campo di battaglia.","Classic","Minion","EX1_586","Gigante di Mare","Neutral","Epic",10,,8,,8,,,True,"Svetlin Velinov","Verrà combattuto da robot giganti.",,,,
"Costa (1) Mana in meno per ogni altra carta che hai in mano.","Classic","Minion","EX1_105","Gigante di Montagna","Neutral","Epic",12,,8,,8,,,True,"Samwise","Sua madre dice che ha solo le ossa grosse.",,,,
,"Classic","Minion","EX1_tk29","Gigantosauro","Neutral","Common",5,,5,,5,,,,,,,"Beast",,
"Mette sul campo di battaglia una copia di un servitore casuale dal mazzo dell'avversario.","Classic","Spell","EX1_345","Giochi Mentali","Neutral","Epic",4,,,,,"Priest",,True,"Zoltan & Gabor","Ogni tanto sembra sia tutto solo un gioco.",,,,
"<b>Grido di Battaglia:</b> fa tornare un altro tuo servitore nella tua mano.","Classic","Minion","EX1_049","Giovane Birraio","Alliance","Common",2,Battlecry,2,,3,,,True,"Wei Wang","Anche se è un giovane dal grande entusiasmo ha ancora molto da imparare. Non bevete la sua Birra alla Mogu.",,,,
"Alla fine del tuo turno +1 Salute a un altro tuo servitore casuale.","Classic","Minion","EX1_004","Giovane Vestale",,"Rare",1,,1,,2,,,True,"Vance Kovacs","Non vede l'ora di imparare Parola del Potere: Fermezza di Grado 2.",,,,
"+1/+1.","Classic","Enchantment","EX1_366e","Giustizia è Fatta",,,,,,,,"Paladin",,,,,,,,
"<b>Provocazione</b>","Classic","Minion","NEW1_040t","Gnoll",,,2,Taunt,2,,2,,,,,,,,,
"<b>Rantolo di Morte:</b> infligge 2 danni all'eroe nemico.","Classic","Minion","EX1_029","Gnomo Contaminato","Neutral","Common",1,Deathrattle,1,,2,,,True,"Glenn Rane","Ti ha chiesto molte volte di diventare suo amico... ma i costanti rifiuti non stanno giovando alla sua salute mentale.",,,,
"<b>Carica</b>. <b>Grido di Battaglia:</b> fornisce 1 Cristallo di Mana all'avversario.","Classic","Minion","EX1_089","Golem Arcano","Neutral","Rare",3,Battlecry|Charge,2,,4,,,True,"Sedhayu Ardian","Avere dei Golem Arcani in casa aumenta il valore dell'immobile. Inoltre sono anche un ottimo argomento di conversazione.",,,,
,"Classic","Minion","skele21","Golem Danneggiato","Neutral","Common",1,,1,,2,,,,,,,"Mech",,
"<b>Rantolo di Morte:</b> evoca un Golem Danneggiato 2/1.","Classic","Minion","EX1_556","Golem Mietitore","Neutral","Common",3,Deathrattle,3,,2,,,True,"Brian Despain",""Soglia di surriscaldamento superata. Errore di sistema. Grano ostruisce porta due. Spegnimento in corso."",,"Mech",,
"<b>Grido di Battaglia:</b> distrugge un Murloc e ottiene +2/+2.","Classic","Minion","NEW1_017","Granchio Affamato",,"Epic",1,Battlecry,2,,1,,,True,"Jaemin Kim","Murloc. Il piatto del giorno.",,"Beast",,
"Salute aumentata.","Classic","Enchantment","EX1_004e","Grazia di Elune",,,,,,,,,,,,,,,,
"<b>Carica</b>. <b>Rabbia:</b> +6 Attacco.","Classic","Minion","EX1_414","Grommash Malogrido","Neutral","Legendary",8,Charge|Enrage,9,,4,"Warrior",,True,"Glenn Rane","Grommash bevve il sangue infetto di Mannoroth condannando gli Orchi alla pelle verde e agli occhi rossi! Forse non è stata la sua decisione migliore.",True,,,
"Ottiene +1/+1 alla fine di ogni turno.","Classic","Minion","NEW1_038","Gruul",,"Legendary",8,,7,"",7,,,True,"Kev Walker","È noto come Gruul "l'Ammazzadraghi". In realtà voleva solo coccolarli... è stato un terribile incidente...",True,,,
"<b>Scudo Divino</b>","Classic","Minion","EX1_023","Guardia di Lunargenta","Horde","Common",4,Divine Shield,3,,3,,,True,"Phroilan Gardner","La prima volta che hanno provato a difendere Lunargenta dal Flagello non è finita tanto bene...",,,,
"<b>Grido di Battaglia:</b> fornisce <b>Provocazione</b> ai servitori adiacenti.","Classic","Minion","EX1_058","Guardia Furia del Sole","Alliance","Rare",2,Battlecry,3,,2,,,True,"James Ryman","Porta uno scudo con sé ma solo per darlo a qualcuno che la protegga.",,,,
"<b>Scudo Divino</b>","Classic","Minion","EX1_008","Guardiana d'Argento","Alliance","Common",1,Divine Shield,1,,1,,,True,"Zoltan & Gabor",""Giuro solennemente di sostenere la Luce epurare l'oscurità e mangiare solo pizza." - Giuramento degli Alba d'Argento",,,,
"Non può attaccare.","Classic","Minion","EX1_045","Guardiano Antico","Alliance","Rare",2,,5,,4,,,True,"Richard Wright","Perché sembra sempre che i suoi occhi ti seguano quando gli cammini vicino?",,,,
"<b>Provocazione</b>. <b>Rabbia:</b> +3 Attacco.","Classic","Minion","EX1_390","Guerriero Tauren","Neutral","Common",3,Enrage|Taunt,3,,2,,,True,"Paul Warzecha","Guerriero Tauren: Campione di Mulgore Sterminatore di Verrospino Cavalcascensori di Picco del Tuono.",,,,
"<b>Grido di Battaglia:</b> <b>Silenzia</b> un altro servitore.","Classic","Minion","CS2_203","Gufo Beccoforte","Horde","Common",2,Battlecry,1,,2,,,True,"Trevor Jacobs","Le sue ali possono essere silenziose ma il suo grido è... qualunque cosa sia l'opposto di silenzioso.",,"Beast",,
"<b>Grido di Battaglia:</b> distrugge l'arma dell'avversario e pesca un numero di carte pari alla sua Integrità.","Classic","Minion","EX1_558","Harrison Jones","Neutral","Legendary",5,Battlecry,4,,5,,,True,"Matt Dixon","“Deve stare in un museo!”",True,,,
,"Classic","Minion","EX1_534t","Iena",,"Rare",2,,2,,2,"Hunter",,,"Andrew Robinson",,,"Beast",,
"Ottiene +2/+1 quando muore una tua Bestia.","Classic","Minion","EX1_531","Iena Rovistatrice",,"Common",2,,2,"",2,"Hunter",,True,"Jim Nelson","Le iene preferiscono le ossa dei kodo o dei serpenti volanti ma sono pronte a mangiare qualsiasi cosa. Anche i broccoli.",,"Beast",,
"Evoca una Fiamma di Azzinoth 2/1 quando giochi una carta.","Classic","Minion","EX1_614","Illidan Grantempesta","Neutral","Legendary",6,,5,,7,,,True,"Alex Horley Orlandelli","Il fratello di Illidan Malfurion lo ha imprigionato sotto il Monte Hyjal per 10.000 anni. I Grantempesta non sono inclini a perdonare.",True,"Demon",,
"Attacco aumentato.","Classic","Enchantment","EX1_001e","Illuminata",,,,,,,,,,,,,,,,
"+5 Salute e <b>Provocazione</b>.","Classic","Spell","EX1_178a","Immobilizzato","Neutral",,,,,,,"Druid",,,,,,,,
"+5 Salute e <b>Provocazione</b>.","Classic","Enchantment","EX1_178ae","Immobilizzato",,,,,,,,"Druid",,,,,,,,
,"Classic","Minion","EX1_598","Imp","Neutral","Rare",1,,1,,1,,,,,,,"Demon",,
"<b>Furtività</b>. Alla fine del tuo turno +1 Salute a un altro tuo servitore casuale.","Classic","Minion","CS2_059","Imp del Sangue","Neutral","Common",1,Stealth,1,"",0,"Warlock",,True,"Bernie Kang","Può sembrare strano ma gli piace la carne ben cotta.",,"Demon",,
"<b>Grido di Battaglia:</b> infligge 3 danni al tuo eroe.","Classic","Minion","EX1_319","Imp delle Fiamme","Neutral","Common",1,Battlecry,2,,3,"Warlock",,True,"Alex Horley Orlandelli","Sono tutto un fuoco.",,"Demon",,
"<i>Hai finito i Demoni! Per fortuna ci sono sempre gli Imp...</i>","Classic","Minion","EX1_317t","Imp Miserabile",,"Common",1,,1,,1,"Warlock",,,,,,"Demon",,
"Furtivo fino al tuo turno successivo.","Classic","Enchantment","EX1_128e","In Copertura",,,,,,,,"Rogue",,,,,,,,
"+5/+5 però verrà presto distrutto.","Classic","Enchantment","DREAM_05e","Incubo",,,,,,,,,,,,,,,,
"+5/+5 a un servitore: all'inizio del tuo turno viene distrutto.","Classic","Spell","DREAM_05","Incubo",,,0,,,,,"Dream",,,,,,,,
"<b>Grido di Battaglia:</b> ottiene un incremento all'Attacco pari all'Attacco della tua arma.","Classic","Minion","NEW1_018","Incursore Velerosse",,"Common",2,Battlecry,3,,2,,,True,"Jim Nelson",""Saccheggio solo nei giorni che finiscono per -dì -abato e -enica."",,"Pirate",,
,"Classic","Minion","EX1_tk34","Infernale","Neutral","Common",6,,6,,6,"Warlock",,,,,,"Demon",,
