SET,NAME,FACTION,TEXT,RARITY,COST,TYPE,ID,MECHANICS,HEALTH,INPLAYTEXT,DURABILITY,ATTACK,PLAYERCLASS,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
Classic,Kabalistka cieni,Neutral,<b>Okrzyk bojowy:</b> Przejmij kontrolę nad wrogim stronnikiem z atakiem 2 lub mniejszym.,Epic,6,Minion,EX1_091,Battlecry,5,,,4,Priest,True,Chippy,Nigdy nie wiesz kto może dla niej pracować...,,,,
Classic,Kairn Krwawe Kopyto,Alliance,<b>Agonia:</b> Przyzwij Baina Krwawe Kopyto 4/5.,Legendary,6,Minion,EX1_110,Deathrattle,5,,,4,,True,Wayne Reynolds,Kairn został zabity przez Garosza więc... lepiej nie wkładaj go do talii wojownika. Świadczyłoby to o braku wrażliwości.,True,,,
Classic,Kanibalizm,,Zwiększony atak.,,,Enchantment,tt_004o,,,,,,,,,,,,,
Classic,Kapitan Południowych Mórz,,Twoi pozostali Piraci otrzymują +1/+1.,Epic,3,Minion,NEW1_027,Aura,3,,,3,,True,Ken Steacy,Kiedy zbierze dość łupów zamówi sobie olbrzymi kapitański kapelusz. Ma kompleks kapelusznika.,,Pirate,,
Classic,Kapitan Zielonoskóry,,<b>Okrzyk bojowy:</b> Daj twojej broni +1/+1.,Legendary,5,Minion,NEW1_024,Battlecry,4,,,5,,True,Dan Scott,Przykład wspaniałego awansu społecznego wśród goblinów.,True,Pirate,,
Classic,Kapłanka Auchenaiów,Neutral,Twoje karty i moce zamiast przywracać zdrowie zadają teraz obrażenia.,Rare,4,Minion,EX1_591,Aura,5,,,3,Priest,True,Doug Alexander,Auchenaiowie wiedzą że nadchodzi koniec. Nie są tylko pewni kiedy to nastąpi.,,,,
Classic,Kapłanka Eluny,Neutral,<b>Okrzyk bojowy:</b> Przywróć 4 pkt. zdrowia twojemu bohaterowi.,Common,6,Minion,EX1_583,Battlecry,4,,,5,,True,Dan Scott,Jako kapłanka Eluny ma specjalizację w lunatykowaniu.,,,,
Classic,Klątwa zagłady,Neutral,Zadaj $2 pkt. obrażeń dowolnej postaci. Jeśli ją tym zabijesz przyzwij losowego Demona.,Epic,5,Spell,EX1_320,,,,,,Warlock,True,Raymond Swanland,Jeśli to możliwe radzę unikać zagłady.,,,,
Classic,Konsumpcja,,Zwiększone statystyki.,,,Enchantment,EX1_304e,,,,,,Warlock,,,,,,,
Classic,Kontr-zaklęcie,Neutral,<b>Sekret:</b> Gdy przeciwnik rzuci zaklęcie <b>Kontrujesz</b> je.,Rare,3,Spell,EX1_287,Secret,,,,,Mage,True,Jason Chan,Jaka jest różnica pomiędzy magiem stosującym kontr-zaklęcie a takim który tego nie robi? Ten drugi obrywa pirowybuchem po gębie.,,,,
Classic,Kontrolowanie umysłu,Neutral,,Common,,Enchantment,EX1_tk31,Summoned,,,,,Priest,,,,,,,
Classic,Korsarz Krwawych Żagli,,<b>Okrzyk bojowy:</b> Zmniejsz wytrzymałość broni przeciwnika o 1.,Rare,1,Minion,NEW1_025,Battlecry,2,,,1,,True,Randy Gallegos,Każdy pirat słyszał o skarbie zwącym się „Wielki Łup” który podobno otwiera drzwi do innego świata.,,Pirate,,
Classic,Koszmar,,Daj stronnikowi +5/+5. Zniszcz go na początku twojej następnej tury.,,0,Spell,DREAM_05,,,,,,Dream,,,,,,,
Classic,Koszmar,,Ten stronnik ma +5/+5 ale wkrótce zostanie zniszczony.,,,Enchantment,DREAM_05e,,,,,,,,,,,,,
Classic,Kradzież myśli,Neutral,Skopiuj dwie karty z talii przeciwnika i umieść je w twojej ręce.,Common,3,Spell,EX1_339,,,,,,Priest,True,Alex Garner,„Co dostaniesz jak rzucisz kradzież myśli na orka? Nic!” - taureński dowcip,,,,
Classic,Krąg uzdrawiania,,Przywróć #4 pkt. zdrowia WSZYSTKIM stronnikom.,Common,0,Spell,EX1_621,,,,,,Priest,True,Daarken,Po Katakliźmie to zaklęcie trafiło na listę uzdrowień nierefundowanych.,,,,
Classic,Krasnolud z Czarnorytnych,Alliance,<b>Okrzyk bojowy:</b> Daj stronnikowi +2 do ataku w tej turze.,Common,4,Minion,EX1_046,Battlecry,4,,,4,,True,Scott Hampton,Strażnicy rudy czarnorytu. Ruda ta jak wskazuje nazwa jest czarna a nie ruda.,,,,
Classic,Krok w cień,Neutral,Cofnij przyjaznego stronnika na twoją rękę i zmniejsz jego koszt o (2).,Common,0,Spell,EX1_144,,,,,,Rogue,True,Graven Tung,Grupy taneczne łotrów czasami robią krok w cień na końcu występu. Publiczność to uwielbia.,,,,
Classic,Król Kruszor,Neutral,<b>Szarża</b>,Legendary,9,Minion,EX1_543,Charge,8,,,8,Hunter,True,Alex Horley Orlandelli,Najlepsza obrona przed Królem Kruszorem to podsunięcie mu kogoś kogo nie lubisz.,True,Beast,,
Classic,Król Mukla,,<b>Okrzyk bojowy:</b> Daj przeciwnikowi 2 banany.,Legendary,3,Minion,EX1_014,Battlecry,5,,,5,,True,Sunny Gho,Ulubiona potrawa Króla Mukli to oczywiście banany. I bułka!,True,Beast,,
Classic,Krwawa furia,,,,3,Weapon,EX1_323w,,,,8,3,Warlock,,,,,,,
Classic,Krwawy rycerz,Neutral,<b>Okrzyk bojowy:</b> Wszyscy stronnicy tracą <b>Boską tarczę</b>. Otrzymuje +3/+3 za każdą straconą tarczę.,Epic,3,Minion,EX1_590,Battlecry,3,,,3,,True,Trent Kaniuga,Krwawi rycerze otrzymują swoje święte moce ze Słonecznej Studni. Kąpiel w niej jest surowo wzbroniona!,,,,
Classic,Krwawy szał,,Nie traci wytrzymałości.,,,Enchantment,EX1_411e,,,,,,Warrior,,,,,,,
Classic,Księżycowy ogień,Neutral,Zadaj 2 pkt. obrażeń.,,,Spell,EX1_166a,,,,,,Druid,,,,,,,
Classic,Łamacz zaklęć,Horde,<b>Okrzyk bojowy:</b> <b>Wycisz</b> stronnika.,Common,4,Minion,EX1_048,Battlecry,3,,,4,,True,Matt Cavotta,„Abrakadabra cieciu!”,,,,
Classic,Łaska Eluny,,Zwiększone zdrowie.,,,Enchantment,EX1_004e,,,,,,,,,,,,,
Classic,Łaska półboga,Neutral,+2/+2.,,,Enchantment,EX1_573ae,,,,,,Druid,,,,,,,
Classic,Łaska półboga,Neutral,Twoi pozostali stronnicy otrzymują +2/+2.,,,Spell,EX1_573a,,,,,,Druid,,,,,,,
Classic,Lazurowy smokowiec,Neutral,<b>Obrażenia zaklęć +1</b>. <b>Okrzyk bojowy:</b> Dobierz kartę.,Rare,5,Minion,EX1_284,Battlecry|Spellpower,4,,,4,,True,Ben Zhang,W przyszłości ma plany osiąść na jakimś wybrzeżu. Też najlepiej lazurowym.,,Dragon,,
Classic,Leeroy Jenkins,Alliance,<b>Szarża</b>. <b>Okrzyk bojowy:</b> Przyzwij dwa Pisklęta 1/1 twojemu przeciwnikowi.,Legendary,5,Minion,EX1_116,Battlecry|Charge,2,,,6,,True,Gabe from Penny Arcade,Przynajmniej został mu wściekły kurczak.,True,,,
Classic,Lekcja Szan&sbquo;do,Neutral,Przyzwij dwa Drzewce 2/2 z <b>Prowokacją</b>.,,,Spell,EX1_573b,,,,,,Druid,,,,,,,
Classic,Lew bujnogrzywy,,<b>Agonia:</b> Przyzwij dwie Hieny 2/2.,Rare,6,Minion,EX1_534,Deathrattle,5,,,6,Hunter,True,Milivoj Ceran,Na ciebie czekam lwie. Czekam aż hiena zeżre cię!,,Beast,,
Classic,Licytator z Gadżetonu,Neutral,Dobierz kartę za każdym razem gdy rzucisz zaklęcie.,Rare,6,Minion,EX1_095,,4,,,4,,True,Matt Dixon,Kiedyś prowadził czarnorynkowy dom aukcyjny ale zrezygnował z powodu nadmiaru przemocy.,,,,
Classic,Lodowa bariera,Neutral,<b>Sekret:</b> Gdy twój bohater zostanie zaatakowany otrzymujesz 8 pkt. pancerza.,Common,3,Spell,EX1_289,Secret,,,,,Mage,True,Alex Garner,To zaklęcie poziomu 1. Na poziomie 2 jest „Ściana z batonu”.,,,,
Classic,Lodowa lanca,Neutral,<b>Zamroź</b> postać. Jeśli jest już <b>Zamrożona</b> zadaj zamiast tego $4 pkt. obrażeń.,Common,1,Spell,CS2_031,Freeze,,,,,Mage,True,Alex Horley Orlandelli,Chodzi przede wszystkim o to żeby nie rozszczepić lancy. Inaczej otrzymasz „Lodową francę” która jest znacznie mniej skuteczna.,,,,
Classic,Lodowy blok,,Twój bohater ma w tej turze <b>Niewrażliwość</b>.,,,Enchantment,EX1_295o,OneTurnEffect,,,,,Mage,,,,,,,
Classic,Lodowy blok,Neutral,<b>Sekret:</b> Gdy twój bohater otrzyma zabójcze obrażenia zapobiegasz im oraz zyskujesz w tej turze <b>Niewrażliwość</b>.,Epic,3,Spell,EX1_295,Secret,,,,,Mage,True,Carl Frank,Lód jest cud bo zawsze go w bród!,,,,
Classic,Łomot,Neutral,Zadaj $2 pkt. obrażeń stronnikowi. Jeśli przeżyje dobierz kartę.,Common,2,Spell,EX1_391,,,,,,Warrior,True,E.M. Gist,„Dun da dun dun da dun”. - jeśli kiedykolwiek usłyszysz nucącego tak ogra to znaczy że dostaniesz łomot.,,,,
Classic,Lord Jaraxxus,Neutral,,Legendary,0,Hero,EX1_323h,,15,,,0,Warlock,,,,,Demon,,
Classic,Lord Jaraxxus,,<b>Okrzyk bojowy:</b> Zniszcz twojego bohatera i zastąp go Lordem Jaraxxusem.,Legendary,9,Minion,EX1_323,Battlecry,15,,,3,Warlock,True,Alex Horley Orlandelli,„ŻAŁOSNY GNOMIE! TWOJA AROGANCJA DOPROWADZI CIĘ DO ZGUBY!!!!”,True,Demon,,
Classic,Lord otchłani,Neutral,<b>Okrzyk bojowy:</b> Zadaj 5 pkt. obrażeń twojemu bohaterowi.,Epic,4,Minion,EX1_313,Battlecry,6,,,5,Warlock,True,Glenn Rane,Mannoroth Magtheridon oraz Brutallus już nie żyją ale jak się okazało lordów otchłani jest CAŁA MASA.,,Demon,,
Classic,Łowca grubego zwierza,,<b>Okrzyk bojowy:</b> Zniszcz stronnika z atakiem 7 lub większym.,Epic,3,Minion,EX1_005,Battlecry,2,,,4,,True,Chris Seaman,Zwykłe diabłozaury przestały mu wystarczać. Wkrótce zapoluje na Onyksję korzystając jedynie ze snopowiązałki.,,,,
Classic,Lustrzany byt,Neutral,<b>Sekret:</b> Gdy twój przeciwnik zagra stronnika przyzwij jego kopię.,Common,3,Spell,EX1_294,Secret,,,,,Mage,True,Raven Mimura,Byt albo nie byt? Oto jest pytanie!,,,,
Classic,Mag krwi Thalnos,Neutral,<b>Obrażenia zaklęć +1</b>. <b>Agonia:</b> Dobierz kartę.,Legendary,2,Minion,EX1_012,Deathrattle|Spellpower,1,,,1,,True,Alex Horley Orlandelli,Kieruje coroczną zbiórką krwi w Szkarłatnym Klasztorze.,True,,,
Classic,Magini Kirin Toru,Neutral,<b>Okrzyk bojowy:</b> Następny <b>Sekret</b> który zagrasz w tej turze kosztuje (0).,Rare,3,Minion,EX1_612,Battlecry,3,,,4,Mage,True,Popo Wei,Kirin Tor ma siedzibę w latającym mieście Dalaran. Jak Dalaran utrzymuje się w powietrzu? Dwie gałki lodów a na to jedna gałka Dalaranu.,,,,
Classic,Majtek z Południowych Mórz,Alliance,Posiada <b>Szarżę</b> gdy masz broń na wyposażeniu.,Common,1,Minion,CS2_146,,1,,,2,,True,Dan Brereton,Tak naprawdę nie nosi majtek. Tylko portki.,,Pirate,,
Classic,Malygos,Neutral,<b>Obrażenia zaklęć +5</b>,Legendary,9,Minion,EX1_563,Spellpower,12,,,4,,True,Michael Komarck,Malygos nie znosi kiedy ludzie używają magii. Normalnie szaleje z wściekłości!,True,Dragon,,
Classic,Manoholiczka,Alliance,Otrzymuje +2 do ataku w tej turze za każdym razem gdy rzucisz zaklęcie.,Rare,2,Minion,EX1_055,,3,,,1,,True,Hideaki Takamura,Stara się zerwać z nałogiem ale wciąż szprycuje się maną gdy ma stresujący dzień.,,,,
Classic,Masowe rozproszenie,,<b>Wycisz</b> wszystkich wrogich stronników. Dobierz kartę.,Rare,4,Spell,EX1_626,Silence,,,,,Priest,True,Sean O&sbquo;Daniels,Rozprasza wzmocnienia nadzieje i złudzenia.,,,,
Classic,Mełko Gromiłło,,<b>Okrzyk bojowy:</b> W następnej turze zaklęcia przeciwnika kosztują (0).,Legendary,2,Minion,NEW1_029,Battlecry,4,,,4,,True,Jim Nelson,Ulubiony żart magów: jaka jest największa odległość na całym Azeroth? Między wzrostem Mełka a rozmiarem jego ego!,True,,,
Classic,Miecz Sprawiedliwości,Neutral,Gdy przyzywasz stronnika otrzymuje on +1/+1 zaś miecz traci 1 pkt. wytrzymałości.,Epic,3,Weapon,EX1_366,,,,5,1,Paladin,True,Efrem Palacios,Niechaj Miecz Sprawiedliwości w trzewiach wroga dziś zagości!,,,,
Classic,Mistrz miecznictwa,,Na koniec twojej tury daj innemu losowemu przyjaznemu stronnikowi +1 do ataku.,Rare,2,Minion,NEW1_037,,3,,,1,,True,E.M. Gist,W chwilach wolnych zajmuje się hodowlą ryb. Jego największym sukcesem jest miecznik.,,,,
Classic,Mistrzyni kamuflażu,,<b>Okrzyk bojowy:</b> Daj przyjaznemu stronnikowi <b>Ukrycie</b>.,Rare,4,Minion,NEW1_014,Battlecry,4,,,4,Rogue,True,Ron Spencer,Tak naprawdę jest mężczyzną. I taurenem. W końcu na tytuł „mistrzyni kamuflażu” trzeba jakoś zasłużyć.,,,,
Classic,Moc dziczy,Neutral,<b>Wybierz jedno:</b> Daj swoim stronnikom +1/+1; lub przyzwij Panterę 3/2.,Common,2,Spell,EX1_160,,,,,,Druid,True,Steve Tappin,„A tera zje cię pantera!”,,,,
Classic,Moc Kirin Toru,,Twój następny Sekret kosztuje (0).,,,Enchantment,EX1_612o,OneTurnEffect,,,,,Mage,,,,,,,
Classic,Moc sprawiedliwości,,Ma +1/+1.,,,Enchantment,EX1_366e,,,,,,Paladin,,,,,,,
Classic,Morski olbrzym,Neutral,Kosztuje (1) mniej za każdego innego stronnika na polu bitwy.,Epic,10,Minion,EX1_586,,8,,,8,,True,Svetlin Velinov,A może ten olbrzym od morza woli góry?,,,,
Classic,Mrgglaargl!,,Dowódca murloków daje +2/+1.,,,Enchantment,EX1_507e,,,,,,,,,,,,,
Classic,Mrghlglhal,,+2 do zdrowia.,,,Enchantment,EX1_103e,,,,,,,,,,,,,
Classic,Mściwy kowal,Horde,<b>Szał:</b> Twoja broń ma +2 do ataku.,Common,5,Minion,CS2_221,Enrage,6,,,4,,True,Justin Sweet,Wykuje dla ciebie miecz ale musisz przynieść 5 sztabek stali 3 grudki ziemi oraz skalp poprzedniego klienta.,,,,
Classic,Nadiskrownik Opiłek,Alliance,<b>Okrzyk bojowy:</b> Przemień innego losowego stronnika w diabłozaura 5/5 lub wiewiórkę 1/1.,Legendary,3,Minion,EX1_083,Battlecry,3,,,3,,True,Tom Baxa,Nadiskrownik Opiłek niemal stracił swoją licencję iskrownika po Wielkiej Inwazji Wiewiórek na Żelazną Kuźnię w roku 9.,True,,,
Classic,Nadmiar mocy,Neutral,Daj przyjaznemu stronnikowi +4/+4 do końca tury. Następnie stronnik umrze. W męczarniach.,Common,1,Spell,EX1_316,,,,,,Warlock,True,Tom Baxa,Nie jesteśmy w stanie opisać jak ogromne są to męczarnie. Są PRZERAŻAJĄCE! Albo jeszcze gorzej. Po prostu tego nie rób.,,,,
Classic,Nadmiar mocy,Neutral,Ten stronnik ma +4/+4 ale na koniec tury umrze w męczarniach.,,,Enchantment,EX1_316e,,,,,,Warlock,,,,,,,
Classic,Naginaczka zaklęć,,,Epic,0,Minion,tt_010a,,3,,,1,Mage,,,,,,,
Classic,Naginaczka zaklęć,Neutral,<b>Sekret:</b> Gdy wróg rzuci zaklęcie na stronnika przyzwij stronnika 1/3 jako nowy cel.,Epic,3,Spell,tt_010,Secret,,,,,Mage,True,Gonzalo Ordonez,Choć przechwytywanie wrogich błyskawic to świetna zabawa naginaczka zaklęć zdecydowanie woli przejmować takie czary jak znak ostępów. To zdecydowanie wredniejsze podejście. A krwawe elfy... no cóż po prostu wredne są.,,,,
Classic,Najedzenie,,Zwiększony atak i zdrowie.,,,Enchantment,EX1_531e,,,,,,Hunter,,,,,,,
Classic,Nakładanie rąk,Neutral,Przywróć #8 pkt. zdrowia. Dobierz 3 karty.,Epic,8,Spell,EX1_354,,,,,,Paladin,True,Raymond Swanland,Ręce które leczą.,,,,
Classic,Nasycenie,Neutral,Otrzymujesz 2 kryształy many.,,,Spell,EX1_164a,,,,,,Druid,,,,,,,
Classic,Nasycenie,Neutral,Dobierz 3 karty.,,,Spell,EX1_164b,,,,,,Druid,,,,,,,
Classic,Nasycenie,Neutral,<b>Wybierz jedno:</b> Otrzymujesz 2 kryształy many; lub dobierz 3 karty.,Rare,5,Spell,EX1_164,,,,,,Druid,True,Terese Nielsen,Druidów syci wiele rzeczy: potęga natury śpiew ptaków tort czekoladowy.,,,,
Classic,Nat Pagle,Neutral,Na początku twojej tury masz 50% szans na dobranie dodatkowej karty.,Legendary,2,Minion,EX1_557,,4,,,0,,True,Steve Prescott,Nat Pagle najlepszy wędkarz w Azeroth! Wynalazł Wędko-Łapa 3000 Żyłko-Ciąga 3000 oraz Nęci-Haka 2099 (wciąż testowany).,True,,,
Classic,Naturalizacja,Neutral,Zniszcz stronnika. Przeciwnik dobiera 2 karty.,Common,1,Spell,EX1_161,,,,,,Druid,True,Leo Che,I kolejny do piachu.,,,,
Classic,Nauczycielka Purpurowych,,Za każdym razem gdy rzucisz zaklęcie przyzwij Czeladnika Purpurowych 1/1.,Rare,4,Minion,NEW1_026,,5,,,3,,True,James Ryman,Jeśli nie będziesz uważać zamieni cię w prosiaka.,,,,
Classic,Nauki Kirin Toru,,<b>Obrażenia zaklęć +1</b>,,,Enchantment,EX1_584e,,,,,,,,,,,,,
Classic,Nawałnica ostrzy,Neutral,Zniszcz twoją broń i zadaj obrażenia od niej wszystkim wrogom.,Rare,2,Spell,CS2_233,AffectedBySpellPower,,,,,Rogue,True,Hideaki Takamura,„Słuchaj tu nie chodzi tylko o to żeby szybko machać sztyletami. To znacznie bardziej skomplikowane”. - Szan trener łotrów.,,,,
Classic,Nowicjuszka,,Na koniec twojej tury daj innemu losowemu przyjaznemu stronnikowi +1 do zdrowia.,Rare,1,Minion,EX1_004,,1,,,2,,True,Vance Kovacs,Ma nadzieję że kiedyś skończy praktyki w szpitalu na peryferiach.,,,,
Classic,Nozdormu,Neutral,Gracze mają tylko 15 sekund na wykonanie swojej tury.,Legendary,9,Minion,EX1_560,,8,,,8,,True,James Ryman,15 sekund to za mało żeby napisać coś zabawnego!,True,Dragon,,
Classic,Nożownik,,Za każdym razem gdy przyzywasz stronnika zadaj 1 pkt. obrażeń losowemu wrogowi.,Rare,2,Minion,NEW1_019,,2,,,3,,True,Matt Cavotta,Wołają na niego „Ed Nożoręki”.,,,,
Classic,Obrońca,Neutral,,Common,1,Minion,EX1_130a,,1,,,2,Paladin,,,,,,,
Classic,Obrońca Argusa,Alliance,<b>Okrzyk bojowy:</b> Daj sąsiednim stronnikom +1/+1 oraz <b>Prowokację</b>.,Rare,4,Minion,EX1_093,Battlecry,3,,,2,,True,Alex Horley Orlandelli,Wydawałoby się że Argus nie potrzebuje zbytnio obrony. A jednak.,,,,
Classic,Odkupienie,Neutral,<b>Sekret:</b> Gdy jeden z twoich stronników zginie przywróć go do życia z 1 pkt. zdrowia.,Common,1,Spell,EX1_136,Secret,,,,,Paladin,True,Ittoku,Powrócić żywym po śmierci - to dopiero przeżycie!,,,,
Classic,Ogar,,<b>Szarża</b>,,1,Minion,EX1_538t,Charge,1,,,1,Hunter,,,,,Beast,,
Classic,Ogień Alexstrazy,,Zdrowie ustawione na 15.,,,Enchantment,EX1_561e,,,,,,,,,,,,,
Classic,Ognik,Neutral,,Common,0,Minion,CS2_231,,1,,,1,,True,Malcolm Davis,Gdzie ogników kupa tam i eredar du... znaczy się łatwo nie ma.,,,,
Classic,Ognisty olbrzym,,Kosztuje (1) mniej za każdy punkt obrażeń otrzymany przez twojego bohatera.,Epic,20,Minion,EX1_620,,8,,,8,,True,Glenn Rane,Nieustanna gorączka zapalenie płuc paląca zgaga... i nikt nie chce być jego lekarzem.,,,,
Classic,Oko za oko,Neutral,<b>Sekret:</b> Gdy twój bohater otrzyma obrażenia zadaj tyle samo obrażeń wrogiemu bohaterowi.,Common,1,Spell,EX1_132,Secret,,,,,Paladin,True,James Ryman,Sprawiedliwość czasami przyjmuje postać pięści walącej w zęby.,,,,
Classic,Okrutny nadzorca,Neutral,<b>Okrzyk bojowy:</b> Zadaj 1 pkt. obrażeń stronnikowi i daj mu +2 do ataku.,Common,2,Minion,EX1_603,Battlecry,2,,,2,Warrior,True,Phroilan Gardner,„Masz być w robocie w niedzielę!”,,,,
Classic,Onyxia,Neutral,<b>Okrzyk bojowy:</b> Przyzwij Pisklęta 1/1 aż zapełnią twoje pole bitwy.,Legendary,9,Minion,EX1_562,Battlecry,8,,,8,,True,Dany Orizio,Onyxia przez długi czas przebywała na Dworze Wichrogrodu pod przebraniem Lady Katrany Prestor. A wydawałoby się że zdradzą ją wielkie skrzydła i łuski.,True,Dragon,,
Classic,Opiekun Gaju,Neutral,<b>Wybierz jedno:</b> Zadaj 2 pkt. obrażeń; lub <b>Wycisz</b> stronnika.,Rare,4,Minion,EX1_166,,4,,,2,Druid,True,Gabor Szikszai,„Wielokrotnie obserwowałem te szlachetne istoty na skraju lasu. Niestety zawsze płoszyły się gdy tylko pan Sułek zakradał się do pobliskiego paśnika na wieczorną wyżerkę”. - z dziennika Gajowego Maruchy,,,,
Classic,Orli Róg,,Za każdym razem gdy ujawniony zostaje przyjazny <b>Sekret</b> zyskuje 1 pkt. wytrzymałości.,Rare,3,Weapon,EX1_536,,,,2,3,Hunter,True,Cyril Van Der Haegen,Pierwsza lekcja: Ostrym końcem w stronę przeciwnika.,,,,
Classic,Ostre!,,+2 do ataku od mściwego kowala.,,,Enchantment,CS2_221e,,,,,,,,,,,,,
Classic,Ostrze Zatracenia,Neutral,<b>Okrzyk bojowy:</b> Zadaj 1 pkt. obrażeń. <b>Kombinacja:</b> Zamiast tego zadaj 2 pkt. obrażeń.,Rare,3,Weapon,EX1_133,Battlecry|Combo,,,2,2,Rogue,True,Daren Bader,Ostrze Zatracenia ma w sobie moc Ragnarosa - Pana Ognia najpotężniejszego spośród płonących żywiołaków.,,,,
Classic,Padlinożerna hiena,,Otrzymuje +2/+1 za każdym razem gdy zginie przyjazna Bestia.,Common,2,Minion,EX1_531,,2,,,2,Hunter,True,Jim Nelson,Hieny wolą ogryzać kości kodo lub latających węży ale zeżrą właściwie wszystko. Nawet rozgotowane brukselki.,,Beast,,
Classic,Pakt krwi,,Zwiększone zdrowie.,,,Enchantment,CS2_059o,,,,,,Warlock,,,,,,,
Classic,Pantera,,,Common,2,Minion,EX1_160t,,2,,,3,Druid,,,,,Beast,,
Classic,Pędzący kodo,,<b>Okrzyk bojowy:</b> Zniszcz losowego wrogiego stronnika z atakiem 2 lub mniejszym.,Rare,5,Minion,NEW1_041,Battlecry,5,,,3,,True,Daren Bader,Ten kodo jest tak cwany że nawet potrafi kodować!,,Beast,,
Classic,Pełna siła,,Ten stronnik ma +2 do ataku.,,,Enchantment,CS2_181e,,,,,,,,,,,,,
Classic,Pełnia many,,Zwiększony atak.,,,Enchantment,NEW1_012o,,,,,,Mage,,,,,,,
Classic,Pełny brzuch,,+2/+2. Zeżarł Murloka.,,,Enchantment,NEW1_017e,,,,,,,,,,,,,
Classic,Pirowybuch,Neutral,Zadaj $10 pkt. obrażeń.,Epic,10,Spell,EX1_279,,,,,,Mage,True,Luca Zontini,Pamiętaj by po dobraniu tej karty zaśmiać się diabolicznie.,,,,
Classic,Pisklę,,,,1,Minion,EX1_116t,,1,,,1,,,,,,Dragon,,
Classic,Pisklę,Neutral,,,1,Minion,ds1_whelptoken,,1,,,1,,,,,,Dragon,,
Classic,Płatnerz,Neutral,Otrzymujesz 1 pkt. pancerza za każdym razem gdy przyjazny stronnik zostanie zraniony.,Rare,2,Minion,EX1_402,,4,,,1,Warrior,True,Greg Hildebrandt,Nie nie przyjmuje wynagrodzenia w naturze.,,,,
Classic,Płomień Azzinotha,,,,1,Minion,EX1_614t,,1,,,2,,,,,,,,
Classic,Płomienny chochlik,Neutral,<b>Okrzyk bojowy:</b> Zadaj 3 pkt. obrażeń twojemu bohaterowi.,Common,1,Minion,EX1_319,Battlecry,2,,,3,Warlock,True,Alex Horley Orlandelli,Chochliki lubią prażyć się w ogniu. Taka sytuacja.,,Demon,,
Classic,Plugastwo,Neutral,<b>Prowokacja</b>. <b>Agonia:</b> Zadaj $2 pkt. obrażeń WSZYSTKIM postaciom.,Rare,5,Minion,EX1_097,Deathrattle|Taunt,4,,,4,,True,Alex Horley Orlandelli,Plugastwa uwielbiają świeże mięso i długie spacery po plaży.,,,,
Classic,Pod strażą,,Zwiększony atak.,,,Enchantment,EX1_001e,,,,,,,,,,,,,
Classic,Portal przywołania,Neutral,Twoi stronnicy kosztują (2) mniej ale nie mniej niż (1).,Common,4,Minion,EX1_315,Aura,4,,,0,Warlock,True,Tyler Walpole,Nie mniej niż jeden. Nie mniej niż zerooo… O! O! O! O!,,,,
Classic,Porywacz,,<b>Kombinacja:</b> Cofnij stronnika na rękę właściciela.,Epic,6,Minion,NEW1_005,Combo,3,,,5,Rogue,True,Dave Allsop,Chciał zostać podrywaczem. Ale mu nie wyszło.,,,,
Classic,Poskramiacz fal,Neutral,Otrzymuje +1 do ataku za każdym razem gdy zostaje przyzwany Murlok.,Rare,1,Minion,EX1_509,,2,,,1,,True,Jaemin Kim,Na zlotach rodzinnych robi się z niego prawdziwy siłacz.,,Murloc,,
Classic,Postać cienia,,Twoja moc specjalna zmienia się w „Zadaj 2 pkt. obrażeń”. Jeśli posiadasz już postać cienia: 3 pkt. obrażeń.,Epic,3,Spell,EX1_625,,,,,,Priest,True,Alex Horley Orlandelli,Czy oświetlony kapłan pod postacią cienia rzuca cień?,,,,
Classic,Postać kota,Neutral,<b>Szarża</b>,Common,,Spell,EX1_165a,,,,,,Druid,,,,,,,
Classic,Postać niedźwiedzia,Neutral,+2 do zdrowia oraz <b>Prowokacja</b>.,Common,,Spell,EX1_165b,,,,,,Druid,,,,,,,
Classic,Postrach Pustki,,<b>Okrzyk bojowy:</b> Zniszcz sąsiadujących z nim stronników a zyska ich atak oraz zdrowie.,Rare,3,Minion,EX1_304,Battlecry,3,,,3,Warlock,True,Alexander Alexandrov,Jeśli włożysz tę kartę do talii stracisz zaufanie WSZYSTKICH swoich stronników.,,Demon,,
Classic,Poszukiwacz przygód,Alliance,Otrzymuje +1/+1 za każdym razem gdy zagrasz kartę.,Rare,3,Minion,EX1_044,,2,,,2,,True,Attila Adorjany,„Czy ktoś ma jakieś zbędne skóry dzika?”,,,,
Classic,Powierniczka tajemnic,Alliance,Otrzymuje +1/+1 za każdym razem gdy zagrany zostaje <b>Sekret</b>.,Rare,1,Minion,EX1_080,,2,,,1,,True,Gonzalo Ordonez,Obiecuje że nikomu nie powie co zrobiliście zeszłego lata.,,,,
Classic,Pradawne nauki,,Dobierz 2 karty.,,,Spell,NEW1_008a,,,,,,Druid,,,,,,,
