TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,MECHANICS,HEALTH,INPLAYTEXT,ATTACK,DURABILITY,PLAYERCLASS,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
This minion has increased Attack.,Basic,Enchantment,EX1_399e,Berserking,,,,,,,,,,,,,,,,
Give a minion +4/+4. <i>(+4 Attack/+4 Health)</i>,Basic,Spell,CS2_092,Blessing of Kings,Neutral,Common,4,,,,,,Paladin,True,Lucas Graciano,Given the number of kings who have been assassinated are you sure you want their blessing?,,,Unlocked at Level 10.,Unlocked at Level 49.
+4/+4.,Basic,Enchantment,CS2_092e,Blessing of Kings,,,,,,,,,Paladin,,,,,,,
Give a minion +3 Attack.,Basic,Spell,CS2_087,Blessing of Might,Neutral,Free,1,,,,,,Paladin,True,Zoltan Boros,"As in you MIGHT want to get out of my way." - Toad Mackle recently buffed.,,,Unlocked at Level 1.,Unlocked at Level 45.
+3 Attack.,Basic,Enchantment,CS2_087e,Blessing of Might,Neutral,,,,,,,,Paladin,,,,,,,
,Basic,Minion,CS2_172,Bloodfen Raptor,Horde,Free,2,,2,,3,,,True,Dan Brereton,"Kill 30 raptors." - Hemet Nesingwary,,Beast,,Unlocked at Hunter Level 57.
+3 Attack this turn.,Basic,Enchantment,CS2_046e,Bloodlust,,,,OneTurnEffect,,,,,Shaman,,,,,,,
Give your minions +3 Attack this turn.,Basic,Spell,CS2_046,Bloodlust,Neutral,Common,5,,,,,,Shaman,True,Luca Zontini,blaarghghLLGHRHARAAHAHHH!!,,,Unlocked at Level 2.,Unlocked at Level 40.
<b>Charge</b>,Basic,Minion,CS2_173,Bluegill Warrior,Neutral,Common,2,Charge,1,,2,,,True,Jakub Kasper,He just wants a hug.   A sloppy... slimy... hug.,,Murloc,,Unlocked at Paladin Level 53.
,Basic,Minion,CS2_boar,Boar,Neutral,Common,1,,1,,1,,,,,,,Beast,,
<b>Taunt</b>,Basic,Minion,CS2_187,Booty Bay Bodyguard,Horde,Common,5,Taunt,4,,5,,,True,Matt Cavotta,You can hire him... until someone offers him enough gold to turn on you.,,,,Unlocked at Shaman Level 55.
,Basic,Minion,CS2_200,Boulderfist Ogre,,Free,6,,7,,6,,,True,Brian Despain,"ME HAVE GOOD STATS FOR THE COST",,,,Unlocked at Warlock Level 51.
Give a friendly minion +2 Attack and <b>Charge</b>.,Basic,Spell,CS2_103,Charge,Neutral,Free,3,,,,,,Warrior,True,Alex Horley Orlandelli,"Guys! Guys! Slow down!" - some kind of non-warrior minion,,,Unlocked at Level 1.,Unlocked at Level 23.
This minion has <b>Charge</b>.,Basic,Enchantment,EX1_084e,Charge,,,,,,,,,Warrior,,,,,,,
Tundra Rhino grants <b>Charge</b>.,Basic,Enchantment,DS1_178e,Charge,,,,,,,,,Hunter,,,,,,,
+2 Attack and <b>Charge</b>.,Basic,Enchantment,CS2_103e2,Charge,,,,,,,,,Warrior,,,,,,,
,Basic,Minion,CS2_182,Chillwind Yeti,Neutral,Common,4,,5,,4,,,True,Mauro Cascioli,He always dreamed of coming down from the mountains and opening a noodle shop but he never got the nerve.,,,,Unlocked at Warrior Level 55.
+2 Attack this turn.,Basic,Enchantment,CS2_005o,Claw,,,,OneTurnEffect,,,,,Druid,,,,,,,
Give your hero +2 Attack this turn and 2 Armor.,Basic,Spell,CS2_005,Claw,Neutral,Free,1,,,,,,Druid,True,Dany Orizio,The claw decides who will stay and who will go.,,,Unlocked at Level 1.,Unlocked at Level 32.
Your hero has +1 Attack this turn.,Basic,Enchantment,CS2_017o,Claws,,,,OneTurnEffect,,,,,Druid,,,,,,,
Deal $2 damage to two random enemy minions.,Basic,Spell,CS2_114,Cleave,Neutral,Common,2,,,,,,Warrior,True,Phroilan Gardner,Hey you two…could you stand next to each other for a second…,,,Unlocked at Level 2.,Unlocked at Level 40.
+1/+1.,Basic,Enchantment,EX1_019e,Cleric's Blessing,,,,,,,,,Priest,,,,,,,
Going second makes your first minion stronger.,Basic,Enchantment,GAME_003,Coin's Vengeance,,,,,,,,,,,,,,,,
Going second makes your first minion stronger.,Basic,Enchantment,GAME_003e,Coin's Vengence,,,,,,,,,,,,,,,,
Deal $2 damage to all enemies.,Basic,Spell,CS2_093,Consecration,Neutral,Common,4,,,,,,Paladin,True,Vance Kovacs,Consecrated ground glows with Holy energy.  But it smells a little too.,,,Unlocked at Level 4.,Unlocked at Level 43.
,Basic,Minion,CS2_201,Core Hound,,Common,7,,5,,9,,,True,E.M. Gist,You don’t tame a Core Hound. You just train it to eat someone else before it eats you.,,Beast,,Unlocked at Hunter Level 51.
Choose an enemy minion. At the start of your turn destroy it.,Basic,Spell,CS2_063,Corruption,Neutral,Common,1,,,,,,Warlock,True,Wayne Reynolds,It starts with stealing a pen from work and before you know it BOOM!  Corrupted!,,,Unlocked at Level 2.,Unlocked at Level 32.
At the start of the corrupting player's turn destroy this minion.,Basic,Enchantment,CS2_063e,Corruption,,,,,,,,,Warlock,,,,,,,
<b>Hero Power</b>
Equip a 1/2 Dagger.,Basic,Hero Power,CS2_083b,Dagger Mastery,Neutral,Free,2,,,,,,Rogue,,,,,,,
<b>Spell Damage +1</b>,Basic,Minion,EX1_582,Dalaran Mage,Neutral,Common,3,Spellpower,4,,1,,,True,Jim Nelson,You don't see a lot of Dalaran warriors.,,,,Unlocked at Mage Level 59.
<b>Battlecry:</b> Restore 2 Health to all friendly characters.,Basic,Minion,DS1_055,Darkscale Healer,Neutral,Common,5,Battlecry,5,,4,,,True,Jesper Ejsing,Healing is just something she does in her free time.  It's more of a hobby really.,,,,Unlocked at Priest Level 55.
+2 Attack.,Basic,Enchantment,CS2_074e,Deadly Poison,,,,,,,,,,,,,,,,
Give your weapon +2 Attack.,Basic,Spell,CS2_074,Deadly Poison,Neutral,Free,1,,,,,,Rogue,True,Trevor Jacobs,Rogues guard the secrets to poison-making carefully lest magi start incorporating poison into their spells.  Poisonbolt? Rain of Poison?  Poison Elemental?  Nobody wants that.,,,Unlocked at Level 1.,Unlocked at Level 43.
This minion has double Health.,Basic,Enchantment,CS2_236e,Divine Spirit,,,,,,,,,Priest,,,,,,,
Double a minion's Health.,Basic,Spell,CS2_236,Divine Spirit,,Common,2,,,,,,Priest,True,Jim Pavelec,Double the trouble. Double the fun!,,,Unlocked at Level 2.,Unlocked at Level 28.
<b>Battlecry:</b> Summon a 2/1 Mechanical Dragonling.,Basic,Minion,EX1_025,Dragonling Mechanic,Alliance,Common,4,Battlecry,4,,2,,,True,Warren Mahy,She is still working on installing the rocket launcher add-on for Mr. Bitey.,,,,Unlocked at Mage Level 53.
Deal $2 damage. Restore #2 Health to your hero.,Basic,Spell,CS2_061,Drain Life,Neutral,Free,3,,,,,,Warlock,True,Alex Horley Orlandelli,"I've just sucked one year of your life away.",,,Unlocked at Level 1.,Unlocked at Level 45.
<b>Battlecry:</b> Deal 1 damage to ALL other characters.,Basic,Minion,CS2_064,Dread Infernal,Neutral,Common,6,Battlecry,6,,6,,Warlock,True,Zoltan & Gabor,"INFERNOOOOOOOOOO!" - Jaraxxus Eredar Lord of the Burning Legion,,Demon,Unlocked at Level 10.,Unlocked at Level 23.
<b>Battlecry:</b> Deal 1 damage.,Basic,Minion,CS2_189,Elven Archer,Horde,Common,1,Battlecry,1,,1,,,True,Steve Prescott,Don't bother asking her out on a date.  She'll shoot you down.,,,,Unlocked at Druid Level 57.
Raid Leader is granting this minion +1 Attack.,Basic,Enchantment,CS2_122e,Enhanced,,,,,,,,,,,,,,,,
Draw a card. <i>(You can only have 10 Mana in your tray.)</i>,Basic,Spell,CS2_013t,Excess Mana,,,0,,,,,,Druid,,,,,,,
Destroy a damaged enemy minion.,Basic,Spell,CS2_108,Execute,Neutral,Free,1,,,,,,Warrior,True,Dany Orizio,It's okay he deserved it.,,,Unlocked at Level 1.,Unlocked at Level 47.
Leokk is granting this minion +1 Attack.,Basic,Enchantment,NEW1_033o,Eye In The Sky,,,,,,,,,Hunter,,,,,,,
Deal $1 damage to all enemy minions. Draw a card.,Basic,Spell,EX1_129,Fan of Knives,Neutral,Common,3,,,,,,Rogue,True,Andrew Robinson,I wouldn't say I LOVE knives but I'm definitely a fan.,,,Unlocked at Level 4.,Unlocked at Level 29.
,Basic,Weapon,CS2_106,Fiery War Axe,Neutral,Free,2,,,,3,2,Warrior,True,Lucas Graciano,During times of tranquility and harmony this weapon was called by its less popular name Chilly Peace Axe.,,,Unlocked at Level 1.,Unlocked at Level 49.
<b>Battlecry:</b> Deal 3 damage.,Basic,Minion,CS2_042,Fire Elemental,Neutral,Common,6,Battlecry,5,,6,,Shaman,True,Ralph Horsley,He can never take a bath. Ewww.,,,Unlocked at Level 10.,Unlocked at Level 49.
Deal $6 damage.,Basic,Spell,CS2_029,Fireball,Neutral,Free,4,,,,,,Mage,True,Ralph Horsley,This spell is useful for burning things.  If you're looking for spells that toast things or just warm them a little you're in the wrong place.,,,Unlocked at Level 1.,Unlocked at Level 44.
<b>Hero Power</b>
Deal 1 damage.,Basic,Hero Power,CS2_034,Fireblast,Neutral,Free,2,,,,,,Mage,,,,,,,
Deal $4 damage to all enemy minions.,Basic,Spell,CS2_032,Flamestrike,Neutral,Common,7,,,,,,Mage,True,Romain De Santi,When the ground is on fire you should <i>not</i> stop drop and roll.,,,Unlocked at Level 10.,Unlocked at Level 51.
+2 Attack from Flametongue Totem.,Basic,Enchantment,EX1_565o,Flametongue,,,,,,,,,Shaman,,,,,,,
Adjacent minions have +2 Attack.,Basic,Minion,EX1_565,Flametongue Totem,Neutral,Common,2,AdjacentBuff|Aura,3,Flametongue,0,,Shaman,True,Jonathan Ryder,Totemsmiths like to use the rarest woods for their totems.  There are even rumors of totems made of Ironbark Protectors.,,Totem,Unlocked at Level 4.,Unlocked at Level 43.
<b>Taunt</b>,Basic,Minion,hexfrog,Frog,Neutral,Common,0,Taunt,1,,0,,,,,,,Beast,,
<b>Freeze</b> all enemy minions.,Basic,Spell,CS2_026,Frost Nova,Neutral,Common,3,Freeze,,,,,Mage,True,Josh Tallman,Hey man that's cold.  Literally and metaphorically.,,,Unlocked at Level 6.,Unlocked at Level 23.
Deal $1 damage to an enemy character and <b>Freeze</b> it.,Basic,Spell,CS2_037,Frost Shock,Neutral,Free,1,Freeze,,,,,Shaman,True,Alex Horley Orlandelli,FROST SHOCK!,,,Unlocked at Level 1.,Unlocked at Level 32.
Deal $3 damage to a character and <b>Freeze</b> it.,Basic,Spell,CS2_024,Frostbolt,Neutral,Common,2,Freeze,,,,,Mage,True,Steve Ellis,It is customary to yell "Chill out!" or "Freeze!" or "Ice ice baby!" when you play this card.,,,Unlocked at Level 2.,Unlocked at Level 40.
Increased stats.,Basic,Enchantment,CS2_226e,Frostwolf Banner,,,,,,,,,,,,,,,,
<b>Taunt</b>,Basic,Minion,CS2_121,Frostwolf Grunt,Neutral,Common,2,Taunt,2,,2,,,True,Richie Marella,Grunting is what his father did and his father before that.   It's more than just a job.,,,,Unlocked at Shaman Level 57.
<b>Battlecry:</b> Gain +1/+1 for each other friendly minion on the battlefield.,Basic,Minion,CS2_226,Frostwolf Warlord,Horde,Common,5,Battlecry,4,Warlord,4,,,True,James Ryman,The Frostwolves are locked in combat with the Stormpike Expedition over control of Alterac Valley.  Every attempt at peace-talks has ended with Captain Galvangar killing the mediator.,,,,Unlocked at Shaman Level 53.
This Beast has +1 Attack from Timber Wolf.,Basic,Enchantment,DS1_175o,Furious Howl,,,,,,,,,Hunter,,,,,,,
,Basic,Hero,HERO_01,Garrosh Hellscream,Neutral,Free,,,30,,,,Warrior,True,,,,,,
<b>Battlecry:</b> Draw a card.,Basic,Minion,CS2_147,Gnomish Inventor,Alliance,Common,4,Battlecry,4,,2,,,True,Court Jones,She's never quite sure what she's making she just knows it's AWESOME!,,,,Unlocked at Priest Level 57.
<b>Taunt</b>,Basic,Minion,CS1_042,Goldshire Footman,Alliance,Common,1,Taunt,2,,1,,,True,Donato Giancola,If 1/2 minions are all that is defending Goldshire you would think it would have been overrun years ago.,,,,Unlocked at Paladin Level 57.
ALL other Murlocs have +1 Attack.,Basic,Minion,EX1_508,Grimscale Oracle,Neutral,Common,1,Aura,1,Argalagblbl,1,,,True,Phil Saunders,These are the brainy murlocs.  It turns out that doesn’t mean much.,,Murloc,,Unlocked at Warlock Level 53.
<b>Battlecry:</b> Restore 6 Health to your hero.,Basic,Minion,CS2_088,Guardian of Kings,Neutral,Common,7,Battlecry,6,,5,,Paladin,True,E.M. Gist,Holy beings from the beyond are so cliché!,,,Unlocked at Level 8.,Unlocked at Level 47.
,Basic,Hero,HERO_07,Gul'dan,Neutral,Free,,,30,,,,Warlock,True,,,,,,
Whenever this minion takes damage gain +3 Attack.,Basic,Minion,EX1_399,Gurubashi Berserker,Neutral,Common,5,,7,,2,,,True,Alex Horley Orlandelli,No Pain No Gain.,,,,Unlocked at Warlock Level 57.
Deal $3 damage.
Draw a card.,Basic,Spell,CS2_094,Hammer of Wrath,Neutral,Free,4,,,,,,Paladin,True,Efrem Palacios,A good paladin has many tools.  Hammer of Wrath Pliers of Vengeance Hacksaw of Justice etc.,,,Unlocked at Level 1.,Unlocked at Level 32.
Give a minion <b>Divine Shield</b>.,Basic,Spell,EX1_371,Hand of Protection,Neutral,Free,1,,,,,,Paladin,True,Clint Langley,This spell has been renamed so many times even paladins don’t know what it should be called anymore.,,,Unlocked at Level 1.,Unlocked at Level 23.
At the end of your turn restore 1 Health to all friendly minions.,Basic,Minion,NEW1_009,Healing Totem,,Free,1,,2,,0,,Shaman,,,,,Totem,,
Restore #8 Health.,Basic,Spell,CS2_007,Healing Touch,Neutral,Free,3,,,,,,Druid,True,Cyril Van Der Haegen,8 Health no waiting.,,,Unlocked at Level 1.,Unlocked at Level 15.
Deal $3 damage to ALL characters.,Basic,Spell,CS2_062,Hellfire,Neutral,Free,4,,,,,,Warlock,True,Chippy,It's spells like these that make it hard for Warlocks to get decent help.,,,Unlocked at Level 1.,Unlocked at Level 49.
+4 Attack this turn.,Basic,Enchantment,CS2_105e,Heroic Strike,,,,OneTurnEffect,,,,,Warrior,,,,,,,
Give your hero +4 Attack this turn.,Basic,Spell,CS2_105,Heroic Strike,Neutral,Free,2,,,,,,Warrior,True,Jonboy Meyers,Really if you're a hero this is <i>every</i> strike.,,,Unlocked at Level 1.,Unlocked at Level 15.
Transform a minion into a 0/1 Frog with <b>Taunt</b>.,Basic,Spell,EX1_246,Hex,Neutral,Free,3,,,,,,Shaman,True,Steve Hui,If you Hex a Murloc... it really isn't much of a change is it?,,,Unlocked at Level 1.,Unlocked at Level 47.
This minion has been transformed!,Basic,Enchantment,EX1_246e,Hexxed,,,,Morph,,,,,Shaman,,,,,,,
Restore #6 Health.,Basic,Spell,CS2_089,Holy Light,Neutral,Free,2,,,,,,Paladin,True,Zoltan & Gabor,If you are often bathed in Holy Light you should consider wearing sunscreen.,,,Unlocked at Level 1.,Unlocked at Level 15.
Deal $2 damage to all enemies. Restore #2 Health to all friendly characters.,Basic,Spell,CS1_112,Holy Nova,Neutral,Common,5,,,,,,Priest,True,Luca Zontini,If the Holy Light forsakes you good luck casting this spell.  Also you're probably a jerk.,,,Unlocked at Level 6.,Unlocked at Level 45.
Deal $2 damage.,Basic,Spell,CS1_130,Holy Smite,Neutral,Free,1,,,,,,Priest,True,Steve Ellis,It doesn't matter how pious you are.  Everyone needs a good smiting now and again.,,,Unlocked at Level 1.,Unlocked at Level 23.
<b>Battlecry:</b> Give a friendly Beast +2/+2 and <b>Taunt</b>.,Basic,Minion,DS1_070,Houndmaster,Neutral,Free,4,Battlecry,3,Beastmaster,4,,Hunter,True,Dan Brereton,"Who let the dogs out?" he asks.  It's rhetorical.,,,Unlocked at Level 1.,Unlocked at Level 28.
<b>Charge</b>,Basic,Minion,NEW1_034,Huffer,,Common,3,Charge,2,,4,,Hunter,,,,,Beast,,
Attack has been changed to 1.,Basic,Enchantment,EX1_360e,Humility,Neutral,,,,,,,,Paladin,,,,,,,
Change a minion's Attack to 1.,Basic,Spell,EX1_360,Humility,Neutral,Common,1,,,,,,Paladin,True,Daren Bader,This card makes something really damp.  Oh wait.  That's "Humidity.",,,Unlocked at Level 6.,Unlocked at Level 28.
This minion has 1 Health.,Basic,Enchantment,CS2_084e,Hunter's Mark,,,,,,,,,Hunter,,,,,,,
Change a minion's Health to 1.,Basic,Spell,CS2_084,Hunter's Mark,Neutral,Common,0,,,,,,Hunter,True,Jimmy Lo,Never play 'Hide and Go Seek' with a Hunter.,,,Unlocked at Level 6.,Unlocked at Level 40.
Gain 2 Mana Crystals this turn only.,Basic,Spell,EX1_169,Innervate,Neutral,Free,0,,,,,,Druid,True,Doug Alexander,Some druids still have flashbacks from strangers yelling "Innervate me!!" at them.,,,Unlocked at Level 1.,Unlocked at Level 36.
<b>Taunt</b>,Basic,Minion,CS2_232,Ironbark Protector,Neutral,Common,8,Taunt,8,,8,,Druid,True,Dave Allsop,I <i>dare</i> you to attack Darnassus.,,,Unlocked at Level 10.,Unlocked at Level 49.
<b>Battlecry:</b> Deal 1 damage.,Basic,Minion,CS2_141,Ironforge Rifleman,Alliance,Common,3,Battlecry,2,,2,,,True,Tooth,"Ready! Aim! Drink!",,,,Unlocked at Mage Level 55.
<b>Taunt</b>,Basic,Minion,CS2_125,Ironfur Grizzly,Neutral,Common,3,Taunt,3,,3,,,True,Lars Grant-West,"Bear Carcass 1/10",,Beast,,Unlocked at Hunter Level 59.
,Basic,Hero,HERO_08,Jaina Proudmoore,Neutral,Free,,,30,,,,Mage,True,,,,,,
Deal $3 damage. If you have a Beast deal $5 damage instead.,Basic,Spell,EX1_539,Kill Command,Neutral,Common,3,,,,,,Hunter,True,Gabe from Penny Arcade,"Kill!" he commanded.,,,Unlocked at Level 10.,Unlocked at Level 49.
<b>Spell Damage +1</b>,Basic,Minion,CS2_142,Kobold Geomancer,Horde,Common,2,Spellpower,2,,2,,,True,Gabor Szikszai,In the old days Kobolds were the finest candle merchants in the land. Then they got pushed too far...,,,,Unlocked at Warlock Level 59.
<b>Charge</b>,Basic,Minion,NEW1_011,Kor'kron Elite,,Common,4,Charge,3,,4,,Warrior,True,Alex Horley Orlandelli,The Kor'kron are the elite forces of Garrosh Hellscream. Let's just say you don't want to run into these guys while wearing a blue tabard.,,,Unlocked at Level 4.,Unlocked at Level 44.
Other friendly minions have +1 Attack.,Basic,Minion,NEW1_033,Leokk,,Common,3,,4,,2,,Hunter,,,,,Beast,,
<b>Hero Power</b>
Restore 2 Health.,Basic,Hero Power,CS1h_001,Lesser Heal,Neutral,Free,2,,,,,,Priest,,,,,,,
<b>Hero Power</b>
Draw a card and take 2 damage.,Basic,Hero Power,CS2_056,Life Tap,Neutral,Free,2,,,,,,Warlock,,,,,,,
,Basic,Weapon,CS2_091,Light's Justice,Neutral,Free,1,,,,1,4,Paladin,True,Glenn Rane,Prince Malchezaar was a collector of rare weapons. He'd animate them and have them dance for him.,,,Unlocked at Level 1.,Unlocked at Level 36.
<b>Taunt</b>,Basic,Minion,CS2_162,Lord of the Arena,Alliance,Common,6,Taunt,5,,6,,,True,E.M. Gist,He used to be a 2100+ rated arena player but that was years ago and nobody can get him to shut up about it.,,,,Unlocked at Priest Level 59.
Going second grants you increased Health.,Basic,Enchantment,GAME_001,Luck of the Coin,,,,,,,,,,,,,,,,
,Basic,Minion,CS2_118,Magma Rager,,Free,3,,1,,5,,,True,Matt Gaser,He likes to think he is powerful but pretty much anyone can solo Molten Core now.,,,,Unlocked at Shaman Level 51.
,Basic,Hero,HERO_06,Malfurion Stormrage,Neutral,Free,,,30,,,,Druid,True,,,,,,
Give a minion <b>Taunt</b> and +2/+2.<i> (+2 Attack/+2 Health)</i>,Basic,Spell,CS2_009,Mark of the Wild,Neutral,Free,2,,,,,,Druid,True,Brad Vancata,Not to be confused with Jim of the Wild.,,,Unlocked at Level 1.,Unlocked at Level 28.
This minion has +2/+2 and <b>Taunt</b>.,Basic,Enchantment,CS2_009e,Mark of the Wild,,,,,,,,,Druid,,,,,,,
+2/+2 and <b>Taunt</b>.,Basic,Enchantment,DS1_070o,Master's Presence,,,,,,,,,Hunter,,,,,,,
,Basic,Minion,EX1_025t,Mechanical Dragonling,Neutral,Common,1,,1,,2,,,,,,,Mech,,
Has +1/+1.,Basic,Enchantment,CS2_222o,Might of Stormwind,,,,,,,,,,,,,,,,
Deal $5 damage to the enemy hero.,Basic,Spell,DS1_233,Mind Blast,Neutral,Free,2,,,,,,Priest,True,Dave Allsop,This spell blasts you directly in the MIND.,,,Unlocked at Level 1.,Unlocked at Level 15.
Take control of an enemy minion.,Basic,Spell,CS1_113,Mind Control,Neutral,Common,10,,,,,,Priest,True,Sean O’Daniels,Nominated as "Spell Most Likely to Make Your Opponent Punch the Wall.",,,Unlocked at Level 10.,Unlocked at Level 49.
This minion has switched controllers.,Basic,Enchantment,CS1_113e,Mind Control,Neutral,Common,,,,,,,Priest,,,,,,,
Put a copy of a random card in your opponent's hand into your hand.,Basic,Spell,CS2_003,Mind Vision,Neutral,Common,1,,,,,,Priest,True,Michael Komarck,I see what you did there.,,,Unlocked at Level 4.,Unlocked at Level 32.
<b>Taunt</b>,Basic,Minion,CS2_mirror,Mirror Image,Neutral,Common,0,Taunt,2,,0,,Mage,,,,,,,
Summon two 0/2 minions with <b>Taunt</b>.,Basic,Spell,CS2_027,Mirror Image,Neutral,Common,1,,,,,,Mage,True,Jim Nelson,Oh hey it's Mirror Image! !egamI rorriM s'ti yeh hO,,,Unlocked at Level 4.,Unlocked at Level 36.
<b>Taunt</b>,Basic,Minion,NEW1_032,Misha,,Common,3,Taunt,4,,4,,Hunter,,,,,Beast,,
This Murloc has +1 Attack.,Basic,Enchantment,EX1_508o,Mlarggragllabl!,,,,,,,,,,,,,,,,
Deal $1 damage.,Basic,Spell,CS2_008,Moonfire,Neutral,Common,0,,,,,,Druid,True,Richard Wright,"Cast Moonfire and never stop." - How to Be a Druid Chapter 5 Section 3,,,Unlocked at Level 6.,Unlocked at Level 40.
Deal $1 damage to a minion. If that kills it draw a card.,Basic,Spell,EX1_302,Mortal Coil,Neutral,Common,1,,,,,,Warlock,True,Matt Gaser,If your spells look like horrifying skulls let's be honest you should get to draw some cards.,,,Unlocked at Level 4.,Unlocked at Level 43.
Deal $3 damage to two random enemy minions.,Basic,Spell,DS1_183,Multi-Shot,Neutral,Free,4,,,,,,Hunter,True,Benjamin Zhang,You see it's all about <i>throughput</i>.,,,Unlocked at Level 1.,Unlocked at Level 36.
,Basic,Minion,CS2_168,Murloc Raider,Alliance,Free,1,,1,,2,,,True,Dan Scott,Mrrraggglhlhghghlgh mrgaaag blarrghlgaahahl mrgggg glhalhah a bghhll graggmgmg Garrosh mglhlhlh mrghlhlhl!!,,Murloc,,Unlocked at Priest Level 51.
,Basic,Minion,EX1_506a,Murloc Scout,Neutral,Common,0,,1,,1,,,,,,,Murloc,,
<b>Battlecry:</b> Summon a 1/1 Murloc Scout.,Basic,Minion,EX1_506,Murloc Tidehunter,Neutral,Common,2,Battlecry,1,,2,,,True,Dan Scott,"Death will rise from the tides!",,Murloc,,Unlocked at Rogue Level 53.
<b>Battlecry: </b>Deal 3 damage to the enemy hero.,Basic,Minion,EX1_593,Nightblade,Neutral,Free,5,Battlecry,4,,4,,,True,Raymond Swanland,Your face is the place you'd probably least like a dagger and where rogues are most likely to deliver them.,,,,Unlocked at Druid Level 53.
Somehow the card you USED to have has been deleted.  Here have this one instead!,Basic,Spell,GAME_006,NOOOOOOOOOOOO,,,2,,,,,,,,,Even your flavor text has been deleted. Dang.,,,,
Whenever a minion is healed draw a card.,Basic,Minion,CS2_235,Northshire Cleric,,Free,1,HealTarget,3,,1,,Priest,True,Terese Nielsen,They help the downtrodden and distressed.  Also they sell cookies.,,,Unlocked at Level 1.,Unlocked at Level 40.
<b>Battlecry:</b> Draw a card.,Basic,Minion,EX1_015,Novice Engineer,Alliance,Free,2,Battlecry,1,,1,,,True,Karl Richardson,"Half of this class will not graduate… since they'll have been turned to chickens." - Tinkmaster Overspark teaching Gizmos 101.,,,,Unlocked at Druid Level 59.
,Basic,Minion,CS2_119,Oasis Snapjaw,,Free,4,,7,,2,,,True,Ittoku,His dreams of flying and breathing fire like his idol will never be realized.,,Beast,,Unlocked at Druid Level 51.
<b>Spell Damage +1</b>,Basic,Minion,CS2_197,Ogre Magi,Neutral,Common,4,Spellpower,4,,4,,,True,James Ryman,Training Ogres in the art of spellcasting is a questionable decision.,,,,Unlocked at Warlock Level 55.
This minion has been transformed into a 1/1 Sheep.,Basic,Enchantment,CS2_022e,Polymorph,Neutral,Common,,Morph,,,,,Mage,,,,,,,
Transform a minion into a 1/1 Sheep.,Basic,Spell,CS2_022,Polymorph,Neutral,Free,4,,,,,,Mage,True,Vance Kovacs,There was going to be a pun in this flavor text but it just came out baa-d.,,,Unlocked at Level 1.,Unlocked at Level 47.
Give a minion +2 Health.
Draw a card.,Basic,Spell,CS2_004,Power Word: Shield,Neutral,Free,1,,,,,,Priest,True,Jessica Jung,Sure the extra protection is nice but the shield really reduces visibility.,,,Unlocked at Level 1.,Unlocked at Level 47.
+2 Health.,Basic,Enchantment,CS2_004e,Power Word: Shield,,,,,,,,,Priest,,,,,,,
Your other minions have +1 Attack.,Basic,Minion,CS2_122,Raid Leader,,Free,3,Aura,2,Lead,2,,,True,Phill Gonzales,"That's a 50 DKP minus!",,,,Unlocked at Warrior Level 57.
<b>Battlecry:</b> Summon a 1/1 Boar.,Basic,Minion,CS2_196,Razorfen Hunter,Horde,Common,3,Battlecry,3,,2,,,True,Clint Langley,Someone did mess with Tuskerr once.  ONCE.,,,,Unlocked at Hunter Level 55.
<b>Charge</b>,Basic,Minion,CS2_213,Reckless Rocketeer,Horde,Free,6,Charge,2,,5,,,True,John Polidora,One Insane Rocketeer.   One Rocket full of Explosives.   Infinite Fun.,,,,Unlocked at Shaman Level 59.
<b>Hero Power</b>
Summon a 1/1 Silver Hand Recruit.,Basic,Hero Power,CS2_101,Reinforce,Neutral,Free,2,,,,,,Paladin,,,,,,,
,Basic,Hero,HERO_05,Rexxar,Neutral,Free,,,30,,,,Hunter,True,,,,,,
,Basic,Minion,CS2_120,River Crocolisk,,Free,2,,3,,2,,,True,Daren Bader,Edward "Lefty" Smith tried to make luggage out of a river crocolisk once.,,Beast,,Unlocked at Druid Level 55.
This character has +3 Attack this turn.,Basic,Enchantment,CS2_045e,Rockbiter Weapon,,,,OneTurnEffect,,,,,Shaman,,,,,,,
Give a friendly character +3 Attack this turn.,Basic,Spell,CS2_045,Rockbiter Weapon,Neutral,Free,1,,,,,,Shaman,True,Alex Horley Orlandelli,This would be real handy if your enemy is made of rock.,,,Unlocked at Level 1.,Unlocked at Level 36.
Destroy a Demon. Restore #5 Health to your hero.,Basic,Spell,NEW1_003,Sacrificial Pact,,Common,0,,,,,,Warlock,True,Jim Nelson,This is the reason that Demons never really become friends with Warlocks.,,,Unlocked at Level 8.,Unlocked at Level 15.
Return an enemy minion to your opponent's hand.,Basic,Spell,EX1_581,Sap,Neutral,Free,2,,,,,,Rogue,True,Scott Altmann,Rogues love sappy movies.,,,Unlocked at Level 1.,Unlocked at Level 40.
Give your characters +2 Attack this turn.,Basic,Spell,CS2_011,Savage Roar,Neutral,Common,3,,,,,,Druid,True,Grace Liu,What do they roar? Nobody can quite tell but it sounds like "Elephant Macho Breeze".  It's probably not that though.,,,Unlocked at Level 4.,Unlocked at Level 43.
+2 Attack this turn.,Basic,Enchantment,CS2_011o,Savage Roar,,,,OneTurnEffect,,,,,Druid,,,,,,,
,Basic,Minion,CS2_050,Searing Totem,Neutral,Free,1,,1,,1,,Shaman,,,,,Totem,,
