TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,ATTACK,HEALTH,MECHANICS,DURABILITY,INPLAYTEXT,PLAYERCLASS,COLLECTIBLE,ARTIST,RACE,FLAVOR,ELITE,HOWTOGET,HOWTOGETGOLD
<b>Kampfschrei:</b> Setzt den Angriff eines feindlichen Dieners auf 1.,Classic,Minion,EX1_382,Friedensbewahrer,Neutral,Rare,3,3,3,Battlecry,,,Paladin,True,Dany Orizio,,Die Aldor hassen zwei Dinge: die Seher und Entspannungsmusik.,,,
<b>Kampfschrei:</b> <b>Friert</b> einen Charakter ein.,Classic,Minion,EX1_283,Frostelementar,Neutral,Common,6,5,5,Battlecry|Freeze,,,,True,Dan Scott,,So was kommt dabei raus wenn ein Wasserelementar und ein Eiselementar sich SEHR lieb haben ...,,,
Fügt zwei zufälligen feindlichen Dienern $2 Schaden zu. <b>Überladung:</b> (2),Classic,Spell,EX1_251,Gabelblitzschlag,Neutral,Common,1,,,,,,Shaman,True,Ralph Horsley,,Wenn man ihn mit Löffelblitzschlag und Messerblitzschlag kombiniert steht dem gesitteten Dinner nichts mehr im Wege.,,,
<b>Kampfschrei:</b> Falls Euer Gegner mind. 4 Diener hat übernehmt zufällig die Kontrolle über einen davon.,Classic,Minion,EX1_085,Gedankenkontrolleur,Alliance,Rare,3,3,3,Battlecry,,,,True,Leo Che,,Gedankenkontrolltechnologie wird immer ausgereifter was aber nicht viel bedeuten muss.,,,
Kopiert 2 Karten aus dem Deck Eures Gegners und fügt sie Eurer Hand hinzu.,Classic,Spell,EX1_339,Gedankenraub,Neutral,Common,3,,,,,,Priest,True,Alex Garner,,„Was erhält man wenn man Gedankenraub auf einen Orc wirkt? Nichts!“ – Alter Taurenwitz,,,
Legt eine Kopie eines zufälligen Dieners aus dem Deck Eures Gegners auf das Schlachtfeld.,Classic,Spell,EX1_345,Gedankenspiele,Neutral,Epic,4,,,,,,Priest,True,Zoltan & Gabor,,Manchmal scheint dies alles nur ein Spiel zu sein.,,,
<b>Heldenfähigkeit</b>
Verursacht 2 Schaden.,Classic,Hero Power,EX1_625t,Gedankenstachel,,,2,,,,,,Priest,,,,,,,
<b>Heldenfähigkeit</b>
Verursacht 3 Schaden.,Classic,Hero Power,EX1_625t2,Gedankenzersplitterung,,,2,,,,,,Priest,,,,,,,
<b>Verstohlenheit</b>. Vernichtet jeden Diener der von diesem Diener verletzt wurde.,Classic,Minion,EX1_522,Geduldiger Attentäter,Neutral,Epic,2,1,1,Poisonous|Stealth,,,Rogue,True,Ben Olson,,Er ist eigentlich nicht wirklich geduldig. Es braucht halt eine Weile bis jemand vorbeikommt den er auch erreichen kann.,,,
Wird zu Beginn des nächsten Zuges wieder <b>eingefroren</b>.,Classic,Enchantment,EX1_611e,Gefangen,,,,,,,,,Hunter,,,,,,,
+2/+2. Randvoll mit Murloc.,Classic,Enchantment,NEW1_017e,Gefüllter Bauch,,,,,,,,,,,,,,,,
<b>Geheimnis:</b> Wenn Euer Gegner einen Zauber wirkt <b>kontert</b> Ihr ihn.,Classic,Spell,EX1_287,Gegenzauber,Neutral,Rare,3,,,Secret,,,Mage,True,Jason Chan,,Was ist der Unterschied zwischen einem Magier der Gegenzauber verwendet und einem der dies nicht tut? Letzterer bekommt öfter Pyroschläge ins Gesicht.,,,
+2 Angriff in diesem Zug.,Classic,Enchantment,EX1_046e,Gehärtet,,,,,,OneTurnEffect,,,,,,,,,,
Erhält jedes Mal +1/+1 wenn ein <b>Geheimnis</b> ausgespielt wird.,Classic,Minion,EX1_080,Geheimnisbewahrerin,Alliance,Rare,1,1,2,,,,,True,Gonzalo Ordonez,,Sie schwört niemandem von dieser Sache zu berichten die Ihr in der einen Nacht mit dieser einen Person getan habt.,,,
Erhöhte Werte.,Classic,Enchantment,EX1_080o,Geheimnisse bewahren,,,,,,,,,,,,,,,,
<b>Todesröcheln:</b> Ruft diesen Diener erneut herbei.,Classic,Enchantment,CS2_038e,Geist der Ahnen,,,,,,,,,Shaman,,,,,,,
Verleiht einem Diener „<b>Todesröcheln:</b> Ruft diesen Diener erneut herbei.“,Classic,Spell,CS2_038,Geist der Ahnen,Neutral,Rare,2,,,,,,Shaman,True,Zoltan & Gabor,,Der Tod war lediglich ein Rückschlag!,,,
<b>Spott</b>,Classic,Minion,EX1_tk11,Geisterwolf,Neutral,Rare,2,2,3,Taunt,,,Shaman,,,,,,,
+1 Haltbarkeit.,Classic,Enchantment,CS2_146o,Geschärft,,,,,,,,,,,,,,,,
Kostet (1) weniger für jeden Schadenspunkt den Euer Held erlitten hat.,Classic,Minion,EX1_620,Geschmolzener Riese,,Epic,20,8,8,,,,,True,Glenn Rane,,Er bekommt immer furchtbares Sodbrennen WEIL ER VOLLER LAVA IST.,,,
Verdoppelt den Angriff eines Dieners.,Classic,Spell,EX1_355,Gesegneter Champion,,Rare,5,,,,,,Paladin,True,Tyler Walpole,,Diese Karte verursacht den doppelten Ärger UND den doppelten Spaß.,,,
Der Angriff dieses Dieners wurde verdoppelt.,Classic,Enchantment,EX1_355e,Gesegneter Champion,,,,,,,,,Paladin,,,,,,,
<b>Kampfschrei:</b> Wählt einen Diener aus um Gesichtsloser Manipulator in eine Kopie desselben zu verwandeln.,Classic,Minion,EX1_564,Gesichtsloser Manipulator,Neutral,Epic,5,3,3,Battlecry,,,,True,Raymond Swanland,,Die Gesichtslosen sind die Diener Yogg-Sarons und ernähren sich von Angst. Im Augenblick laben sie sich an Eurer Angst davor aus Versehen all Eure guten Karten zu entzaubern.,,,
Die Manasüchtige hat erhöhten Angriff.,Classic,Enchantment,EX1_055o,Gestärkt,,,,,,OneTurnEffect,,,,,,,,,,
Fügt allen feindlichen Dienern $2–$3 Schaden zu. <b>Überladung:</b> (2),Classic,Spell,EX1_259,Gewittersturm,Neutral,Rare,3,,,,,,Shaman,True,Christopher Moeller,,Dagegen hilft auch kein Regenschirm.,,,
Setzt das Leben ALLER Diener auf 1.,Classic,Spell,EX1_619,Gleichheit,Neutral,Rare,2,,,,,,Paladin,True,Michal Ivan,,Paladine waren schon immer ein Musterbeispiel von Fairness.,,,
Leben auf 1 gesetzt.,Classic,Enchantment,EX1_619e,Gleichheit,,,,,,,,,Paladin,,,,,,,
<b>Spott</b>,Classic,Minion,NEW1_040t,Gnoll,,,2,2,2,Taunt,,,,,,,,,,
Zieht jedes Mal eine Karte wenn Ihr einen Zauber wirkt.,Classic,Minion,EX1_095,Goblinauktionator,Neutral,Rare,6,4,4,,,,,True,Matt Dixon,,Früher leitete er das Schwarzmarktauktionshaus aber leider endete es nur in Gewalt und er musste sich ein neues Auskommen sichern.,,,
Erhöhter Angriff.,Classic,Enchantment,NEW1_018e,Goldrausch,,,,,,,,,,,,,,,,
Zieht so viele Karten bis Ihr genauso viele Karten auf Eurer Hand habt wie Euer Gegner.,Classic,Spell,EX1_349,Göttliche Gunst,Neutral,Rare,3,,,,,,Paladin,True,Lucas Graciano,,Wer hätte gedacht dass die Götter sich für die Kartenspiele der Sterblichen interessieren.,,,
<b>Ansturm</b> <b>Wutanfall:</b> +6 Angriff,Classic,Minion,EX1_414,Grommash Höllschrei,Neutral,Legendary,8,4,9,Charge|Enrage,,,Warrior,True,Glenn Rane,,Grommash trank einst das verderbte Blut Mannoroths und verdammte so sein Volk zu grüner Haut und roten Augen. Er soll schon bessere Entscheidungen getroffen haben.,True,,
<b>Kampfschrei:</b> Vernichtet einen Diener mit mind. 7 Angriff.,Classic,Minion,EX1_005,Großwildjäger,,Epic,3,4,2,Battlecry,,,,True,Chris Seaman,,Das Jagen ordinärer Teufelssaurier reizt ihn nicht mehr so wie früher. Nicht mehr lange und er wird versuchen Onyxia mit einer einfachen Krolklinge zur Strecke zu bringen.,,,
<b>Kampfschrei:</b> Fügt Eurem Helden 5 Schaden zu.,Classic,Minion,EX1_313,Grubenlord,Neutral,Epic,4,5,6,Battlecry,,,Warlock,True,Glenn Rane,Demon,Mannoroth Magtheridon und Brutallus mögen vielleicht Geschichte sein aber anscheinend haben auch andere Mütter schöne Söhne.,,,
+1/+1.,Classic,Enchantment,NEW1_024o,Grünhauts Befehl,,,,,,,,,,,,,,,,
Erhält am Ende jedes Zuges +1/+1.,Classic,Minion,NEW1_038,Gruul,,Legendary,8,7,7,,,,,True,Kev Walker,,Gruul der Drachentöter hat seinen Namen verdient und das obwohl er eigentlich nur kuscheln wollte.,True,,
+2/+2.,Classic,Enchantment,EX1_573ae,Gunst des Halbgotts,Neutral,,,,,,,,Druid,,,,,,,
Verleiht Euren anderen Dienern +2/+2.,Classic,Spell,EX1_573a,Gunst des Halbgotts,Neutral,,,,,,,,Druid,,,,,,,
+1/+1 und <b>Spott</b>.,Classic,Enchantment,EX1_093e,Hand von Argus,,,,,,,,,,,,,,,,
Stellt #8 Leben wieder her. Zieht 3 Karten.,Classic,Spell,EX1_354,Handauflegung,Neutral,Epic,8,,,,,,Paladin,True,Raymond Swanland,,Unangenehm bei Schweißhänden aber dennoch hilfreich.,,,
<b>Kampfschrei:</b> Zerstört die Waffe Eures Gegners. Zieht ihrer Haltbarkeit entsprechend Karten.,Classic,Minion,EX1_558,Harrison Jones,Neutral,Legendary,5,5,4,Battlecry,,,,True,Matt Dixon,,„Das gehört in die Halle der Forscher!“,True,,
<b>Wutanfall:</b> Eure Waffe hat +2 Angriff.,Classic,Minion,CS2_221,Hasserfüllte Schmiedin,Horde,Common,5,4,6,Enrage,,,,True,Justin Sweet,,Klar sie kann Euch eine Waffe schmieden aber sie verlangt dafür 5 Stahlbarren 3 Erdpartikel und den Skalp ihres letzten Kunden.,,,
Zieht eine Karte und verursacht Schaden der ihren Kosten entspricht.,Classic,Spell,EX1_365,Heiliger Zorn,Neutral,Rare,5,,,,,,Paladin,True,Justin Sweet,,Los los los ... einen Geschmolzenen Riesen bitte!,,,
Verursacht $5 Schaden. Stellt bei Eurem Helden #5 Leben wieder her.,Classic,Spell,EX1_624,Heiliges Feuer,,Rare,6,,,,,,Priest,True,Miguel Coimbra,,Wird oft von Heiligem Rauch gefolgt.,,,
<b>Geheimnis:</b> Wenn ein Feind angreift ruft Ihr einen Verteidiger (2/1) als neues Ziel herbei.,Classic,Spell,EX1_130,Heldenopfer,Neutral,Common,1,,,Secret,,,Paladin,True,Zoltan & Gabor,,Es muss ja nicht immer der eigene Kopf sein den man hinhält.
– Sebastian R.,,,
Ruft am Ende Eures Zuges einen Gnoll (2/2) mit <b>Spott</b> herbei.,Classic,Minion,NEW1_040,Hogger,,Legendary,6,4,4,,,,,True,Laurel D. Austin,,Hogger ist so mächtig dass Ihr ihn nur töten könnt wenn er Euch <i>lässt</i>.,True,,
,Classic,Minion,EX1_tk34,Höllenbestie,Neutral,Common,6,6,6,,,,Warlock,,,Demon,,,,
<b>Kampfschrei:</b> Vernichtet einen Murloc und erhält +2/+2.,Classic,Minion,NEW1_017,Hungrige Krabbe,,Epic,1,1,2,Battlecry,,,,True,Jaemin Kim,Beast,Krabben würden Murlocs kaufen.,,,
<b>Wählt aus:</b> Verursacht 2 Schaden; oder bringt einen Diener zum <b>Schweigen</b>.,Classic,Minion,EX1_166,Hüter des Hains,Neutral,Rare,4,2,4,,,,Druid,True,Gabor Szikszai,,Die Jungs tauchen einfach auf und fangen gleich an Euren Hain zu behüten ohne zu fragen.,,,
,Classic,Minion,EX1_534t,Hyäne,,Rare,2,2,2,,,,Hunter,,Andrew Robinson,Beast,,,,
Beschwört jedes Mal eine Flamme von Azzinoth (2/1) wenn Ihr eine Karte ausspielt.,Classic,Minion,EX1_614,Illidan Sturmgrimm,Neutral,Legendary,6,7,5,,,,,True,Alex Horley Orlandelli,Demon,Illidans Bruder Malfurion sperrte ihn 10.000 Jahre lang unter dem Hyjal ein. Die Sturmgrimms hegen ihren Grimm.,True,,
<b>Heldenfähigkeit</b>
Beschwört eine Höllenbestie (6/6).,Classic,Hero Power,EX1_tk33,INFERNO!,Neutral,,2,,,,,,Warlock,,,,,,,
+3 Leben.,Classic,Enchantment,EX1_623e,Infusion,,,,,,,,,Priest,,,,,,,
+2 Angriff.,Classic,Enchantment,EX1_607e,Innere Wut,,,,,,,,,Warrior,,,,,,,
Fügt einem Diener $1 Schaden zu. Der Diener erhält +2 Angriff.,Classic,Spell,EX1_607,Innere Wut,Neutral,Common,0,,,,,,Warrior,True,Slawomir Maniak,,Sie lächeln nur äußerlich.,,,
Setzt den Angriff eines Dieners auf einen Wert der seinem Leben entspricht.,Classic,Spell,CS1_129,Inneres Feuer,Neutral,Common,1,,,,,,Priest,True,Steve Prescott,,Gute Idee: Diener verstärken. Schlechte Idee: Eine Unterhaltung im Brachland anfangen.,,,
Der Angriffswert wurde dem Lebenswert angeglichen.,Classic,Enchantment,CS1_129e,Inneres Feuer,,,,,,,,,Priest,,,,,,,
<b>Geheimnis:</b> Wenn ein Charakter Euren Helden angreift greift er stattdessen einen zufälligen anderen Charakter an.,Classic,Spell,EX1_533,Irreführung,Neutral,Rare,2,,,Secret,,,Hunter,True,Daren Bader,,Manchmal reicht schon ein falscher Schnurrbart.,,,
,Classic,Minion,CS2_231,Irrwisch,Neutral,Common,0,1,1,,,,,True,Malcolm Davis,,Sie sehen vielleicht harmlos aus aber mit genug davon bringt man sogar einen riesigen Eredarlord zum Platzen!,,,
<b>Ansturm</b>,Classic,Minion,EX1_538t,Jagdhund,,,1,1,1,Charge,,,Hunter,,,Beast,,,,
Verleiht am Ende Eures Zuges einem anderen zufälligen befreundeten Diener +1 Leben.,Classic,Minion,EX1_004,Junge Priesterin,,Rare,1,2,1,,,,,True,Vance Kovacs,,Sie kann es kaum erwarten Rang 2 von Machtwort: Seelenstärke zu erlernen.,,,
<b>Kampfschrei:</b> Lasst einen befreundeten Diener vom Schlachtfeld auf Eure Hand zurückkehren.,Classic,Minion,EX1_049,Junger Braumeister,Alliance,Common,2,3,2,Battlecry,,,,True,Wei Wang,,Sein jugendlicher Enthusiasmus lässt nicht zwingend auf die Qualität seines Gebräus schließen – Finger weg vom Mogu-Alt!,,,
<b>Windzorn</b>,Classic,Minion,CS2_169,Junger Drachenfalke,Horde,Common,1,1,1,Windfury,,,,True,Greg Hildebrandt,Beast,So zäh und stark wie ein Falke und so leicht und agil wie ein Drache ...,,,
<b>Kampfschrei:</b> Übernehmt die Kontrolle über einen feindlichen Diener mit max. 2 Angriff.,Classic,Minion,EX1_091,Kabaleschattenpriesterin,Neutral,Epic,6,4,5,Battlecry,,,Priest,True,Chippy,,Man kann sich nie ganz sicher sein wessen Gedanken diese fragwürdige Dame gerade kontrol...,,,
Vernichtet jeden Diener der von diesem Diener verletzt wurde.,Classic,Minion,EX1_170,Kaiserkobra,Neutral,Rare,3,2,3,Poisonous,,,,True,Lars Grant-West,Beast,Das Sholazarbecken ist Heimat vieler wirklich fürchterlicher Dinge. Falls Ihr dort Urlaub machen wollt dann bringt Insektenspray mit. Und eine Plattenrüstung.,,,
+2 Angriff.,Classic,Enchantment,CS2_073e,Kaltblütigkeit,,,,,,,,,Rogue,,,,,,,
Verleiht einem Diener +2 Angriff. <b>Combo:</b> Stattdessen +4 Angriff.,Classic,Spell,CS2_073,Kaltblütigkeit,Neutral,Common,1,,,Combo,,,Rogue,True,Alex Horley Orlandelli,,„Ich bin kaltblütig. Hier fühlt selbst!“,,,
+4 Angriff.,Classic,Enchantment,CS2_073e2,Kaltblütigkeit,,,,,,,,,Rogue,,,,,,,
<b>Friert</b> einen Diener sowie seine benachbarten Diener ein und fügt ihnen $1 Schaden zu.,Classic,Spell,EX1_275,Kältekegel,Neutral,Common,4,,,Freeze,,,Mage,True,Leo Che,,Die Magier der Kirin Tor wirkten lange Jahre den „Kältekubus“ bevor der Kegel vor etwa 90 Jahren in Mode kam.,,,
Zieht eine Karte für jeden verletzten befreundeten Charakter.,Classic,Spell,EX1_392,Kampfeswut,Neutral,Common,2,,,,,,Warrior,True,Alex Horley Orlandelli,,„Ihr würdet mich nicht mögen wenn ich wütend bin.“,,,
Erhöhter Angriff.,Classic,Enchantment,tt_004o,Kannibalismus,,,,,,,,,,,,,,,,
<b>Kampfschrei:</b> Verleiht Eurer Waffe +1/+1.,Classic,Minion,NEW1_024,Kapitän Grünhaut,,Legendary,5,5,4,Battlecry,,,,True,Dan Scott,Pirate,Er war <i>so kurz</i> davor einen Moloch in den Hafen von Sturmwind zu steuern wenn nur nicht diese nervigen Kinder gewesen wären.,True,,
<b>Ansturm</b>,Classic,Spell,EX1_165a,Katzengestalt,Neutral,Common,,,,,,,Druid,,,,,,,
<b>Kampfschrei:</b> Verursacht 1 Schaden. <b>Combo:</b> Verursacht stattdessen 2 Schaden.,Classic,Weapon,EX1_133,Klinge des Verderbens,Neutral,Rare,3,2,,Battlecry|Combo,2,,Rogue,True,Daren Bader,,Die Klinge des Verderbens ist immer dann Ragnaros bevorzugte Waffe wenn Sulfuras gerade beim Schmied ist.,,,
Zerstört Eure Waffe und fügt allen Feinden den Schaden dieser Waffe zu.,Classic,Spell,CS2_233,Klingenwirbel,Neutral,Rare,2,,,AffectedBySpellPower,,,Rogue,True,Hideaki Takamura,,„Es geht nicht einfach nur darum mit dem Dolch schnell herumzuwirbeln. Es ist viel komplizierter.“ – Shan Schurkenlehrer,,,
,Classic,Minion,CS2_152,Knappe,Alliance,Common,1,2,2,,,,,,,,,,,
,Classic,Weapon,EX1_323w,Kochendes Blut,,,3,3,,,8,,Warlock,,,,,,,
<b>Ansturm</b>,Classic,Minion,EX1_543,König Knirsch,Neutral,Legendary,9,8,8,Charge,,,Hunter,True,Alex Horley Orlandelli,Beast,Die beste Verteidigung gegen König Knirsch ist sich hinter jemandem zu positionieren den man nicht besonders mag.,True,,
<b>Kampfschrei:</b> Gebt Eurem Gegner 2 Bananen.,Classic,Minion,EX1_014,König Mukla,,Legendary,3,5,5,Battlecry,,,,True,Sunny Gho,Beast,König Mukla durchstreift die Insel Jaguero auf der Suche nach Liebe.,True,,
,Classic,Enchantment,EX1_tk31,Kontrolliert Gedanken,Neutral,Common,,,,Summoned,,,Priest,,,,,,,
Stellt bei ALLEN Dienern #4 Leben wieder her.,Classic,Spell,EX1_621,Kreis der Heilung,,Common,0,,,,,,Priest,True,Daarken,,Es ist nicht wirklich ein Kreis.,,,
Vernichtet einen Diener. Euer Gegner zieht 2 Karten.,Classic,Spell,EX1_161,Kreislauf der Natur,Neutral,Common,1,,,,,,Druid,True,Leo Che,,Kompostierung mal anders.,,,
Zieht jedes Mal eine Karte wenn einer Eurer anderen Diener stirbt.,Classic,Minion,EX1_595,Kultmeisterin,Neutral,Common,4,4,2,,,,,True,Raymond Swanland,,Sie mag vielleicht eine böse Kultmeisterin sein aber sie meldet sich noch immer jede Woche bei ihren Eltern.,,,
Kann nicht als Ziel von Zaubern oder Heldenfähigkeiten gewählt werden.,Classic,Minion,DREAM_01,Lachende Schwester,,,3,3,5,,,,Dream,,,,,,,
Euer Held ist <b>immun</b> während er angreift.,Classic,Weapon,DS1_188,Langbogen des Gladiators,Neutral,Epic,7,5,,,2,,Hunter,True,Peter C. Lee,,Da dieser Langbogen sich hervorragend dazu eignet Feinde aus großer Entfernung zu erledigen wird er für die Jagd auf stark riechende Ziele empfohlen.,,,
Ruft für jeden feindlichen Diener einen Jagdhund (1/1) mit <b>Ansturm</b> herbei.,Classic,Spell,EX1_538,Lasst die Hunde los!,,Common,3,,,,,,Hunter,True,Linggar Bramanty,,Ihr müsst den Namen dieser Karte jedes Mal laut aussprechen wenn Ihr sie ausspielt.,,,
Verursacht $5 Schaden. <b>Überladung:</b> (2),Classic,Spell,EX1_241,Lavaeruption,Neutral,Rare,3,,,,,,Shaman,True,Dan Scott,,Sie ist wie jeder weiß viel heißer als heiß und das immer mehr!,,,
<b>Ansturm</b>. <b>Kampfschrei:</b> Ruft zwei Welplinge (1/1) für Euren Gegner herbei.,Classic,Minion,EX1_116,Leeroy Jenkins,Alliance,Legendary,5,6,2,Battlecry|Charge,,,,True,Gabe from Penny Arcade,,Es war nicht seine Schuld!,True,,
<b>Zauberschaden +1</b>,Classic,Enchantment,EX1_584e,Lehren der Kirin Tor,,,,,,,,,,,,,,,,
Wenn ein Spieler einen Zauber wirkt erhält der andere Spieler eine Kopie desselben auf seine Hand.,Classic,Minion,EX1_100,Lehrensucher Cho,Neutral,Legendary,2,0,4,,,,,True,Mark Zug,,Lehrensucher Cho sammelt und erzählt normalerweise Geschichten aus Pandaria aber eigentlich würde er ja lieber von diesem einen Mal im Ferienlager berichten.,True,,
Ruft zwei Treants (2/2) mit <b>Spott</b> herbei.,Classic,Spell,EX1_573b,Lektion des Shando,Neutral,,,,,,,,Druid,,,,,,,
<b>Todesröcheln:</b> Fügt dem feindlichen Helden 2 Schaden zu.,Classic,Minion,EX1_029,Lepragnom,Neutral,Common,1,2,1,Deathrattle,,,,True,Glenn Rane,,Er möchte einfach nur Euer Freund sein aber Ihr solltet Euch überlegen ob Ihr ihm den kleinen Finger reichen wollt.,,,
Alle Diener verlieren <b>Verstohlenheit</b>. Zerstört alle feindlichen <b>Geheimnisse</b>. Zieht eine Karte.,Classic,Spell,EX1_544,Leuchtfeuer,Neutral,Rare,2,,,,,,Hunter,True,Tyler Walpole,,Deckt alle Eure Feinde auf aber natürlich darf es auch auf keiner Party fehlen.,,,
Stellt zu Beginn Eures Zuges bei einem verletzten befreundeten Charakter 3 Leben wieder her.,Classic,Minion,EX1_341,Lichtbrunnen,Neutral,Rare,2,0,5,,,,Priest,True,Blizzard Entertainment,,Noch ist es unter Experten nicht geklärt ob Leute den Lichtbrunnen einfach ignorieren oder ob er unsichtbar ist.,,,
Der Angriff dieses Dieners entspricht immer seinem Leben.,Classic,Minion,EX1_335,Lichtbrut,Neutral,Common,4,0,5,,,,Priest,True,Daarken,,Wer brütet sie eigentlich aus?,,,
Erhält jedes Mal +2 Angriff wenn ein Charakter geheilt wird.,Classic,Minion,EX1_001,Lichtwächterin,,Rare,1,1,2,,,,,True,Erik Ko,,Sie hatte Glück – ihre Schwester musste Nachtwächterin werden.,,,
,Classic,Hero,EX1_323h,Lord Jaraxxus,Neutral,Legendary,0,0,15,,,,Warlock,,,Demon,,,,
<b>Kampfschrei:</b> Vernichtet Euren Helden und ersetzt ihn durch Lord Jaraxxus.,Classic,Minion,EX1_323,Lord Jaraxxus,,Legendary,9,3,15,Battlecry,,,Warlock,True,Alex Horley Orlandelli,Demon,„UNBEDEUTENDER GNOM! DEINE ARROGANZ WIRD DIR ZUM VERHÄNGNIS!!!“,True,,
Euer nächstes Geheimnis kostet (0).,Classic,Enchantment,EX1_612o,Macht der Kirin Tor,,,,,,OneTurnEffect,,,Mage,,,,,,,
<b>Wählt aus:</b> Verleiht Euren Dienern +1/+1; oder ruft einen Panther (3/2) herbei.,Classic,Spell,EX1_160,Macht der Wildnis,Neutral,Common,2,,,,,,Druid,True,Steve Tappin,,Macht der Wildnis Beine oder verleiht Euren Dienern Flügel.,,,
<b>Kampfschrei:</b> Das nächste <b>Geheimnis</b> das Ihr in diesem Zug ausspielt kostet (0).,Classic,Minion,EX1_612,Magierin der Kirin Tor,Neutral,Rare,3,4,3,Battlecry,,,Mage,True,Popo Wei,,Die Kirin Tor sind die mächtigsten Magier von ganz Azeroth und leben in der schwebenden Stadt Dalaran. Sie mögen Tore und Torten.,,,
+4 Angriff.,Classic,Spell,EX1_155a,Mal der Natur,Neutral,,,,,,,,Druid,,,,,,,
Dieser Diener hat +4 Angriff.,Classic,Enchantment,EX1_155ae,Mal der Natur,,,,,,,,,Druid,,,,,,,
+4 Leben und <b>Spott</b>.,Classic,Spell,EX1_155b,Mal der Natur,Neutral,,,,,,,,Druid,,,,,,,
Dieser Diener hat +4 Leben und <b>Spott</b>.,Classic,Enchantment,EX1_155be,Mal der Natur,,,,,,,,,Druid,,,,,,,
<b>Wählt aus:</b> Verleiht einem Diener +4 Angriff; oder +4 Leben und <b>Spott</b>.,Classic,Spell,EX1_155,Mal der Natur,Neutral,Common,3,,,,,,Druid,True,Clint Langley,,Druiden nennen es „Mal der Natur“. Andere nennen es „ein Bad benötigen“.,,,
<b>Zauberschaden +5</b>,Classic,Minion,EX1_563,Malygos,Neutral,Legendary,9,4,12,Spellpower,,,,True,Michael Komarck,Dragon,Malygos mag es nicht wenn Sterbliche Magie anwenden aber andererseits verstärkt er sie. Kein Wunder dass er da den Verstand verliert.,True,,
Zieht am Ende Eures Zuges eine Karte.,Classic,Minion,EX1_575,Manafluttotem,Neutral,Rare,3,0,3,,,,Shaman,True,Scott Altmann,Totem,Für die Extraportion Karten.,,,
ALLE Diener kosten (1) mehr.,Classic,Minion,EX1_616,Managespenst,Neutral,Rare,2,2,2,Aura,,,,True,Luca Zontini,,Des Nachts spuken sie herum und verspeisen übrig gebliebene Manakristalle.,,,
Erhöhter Angriff.,Classic,Enchantment,NEW1_012o,Manasättigung,,,,,,,,,Mage,,,,,,,
Erhält jedes Mal +2 Angriff in diesem Zug wenn Ihr einen Zauber wirkt.,Classic,Minion,EX1_055,Manasüchtige,Alliance,Rare,2,1,3,,,,,True,Hideaki Takamura,,Sie versucht vom Mana wegzukommen aber sie nimmt immer noch ein wenig wenn sie einen stressigen Tag hat.,,,
Erhält jedes Mal +1 Angriff wenn Ihr einen Zauber wirkt.,Classic,Minion,NEW1_012,Manawyrm,,Common,1,1,3,,,,Mage,True,Blizzard Cinematics,,Diese Wyrms ernähren sich von arkanen Energien. Sie werden zwar eher als lästig angesehen denn als wirkliche Bedrohung aber Ihr solltet sie wirklich nicht mit einem Eimer Mana allein lassen.,,,
Bringt alle feindlichen Diener zum <b>Schweigen</b>. Zieht eine Karte.,Classic,Spell,EX1_626,Massenbannung,,Rare,4,,,Silence,,,Priest,True,Sean ODaniels,,Bannt Stärkungseffekte Fähigkeiten Hoffnungen und Träume.,,,
Kostet (1) weniger für jeden anderen Diener auf dem Schlachtfeld.,Classic,Minion,EX1_586,Meeresriese,Neutral,Epic,10,8,8,,,,,True,Svetlin Velinov,,Ein Meeresriese genießt gern mal eine kühle Meeresbrise.,,,
<b>Kampfschrei:</b> Verleiht einem befreundeten Diener <b>Verstohlenheit</b>.,Classic,Minion,NEW1_014,Meisterin der Tarnung,,Rare,4,4,4,Battlecry,,,Rogue,True,Ron Spencer,,Hierbei handelt es sich in Wahrheit um einen männlichen Tauren. Seine Freunde nennen ihn auch „Camuhflage“.,,,
