TYPE,SET,HEALTH,ID,NAME,TEXT,FACTION,RARITY,COST,MECHANICS,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,RACE,FLAVOR,ELITE,HOWTOGET,HOWTOGETGOLD
Minion,Classic,1,CS2_203,Coruja Bico-de-ferro,<b>Grito de Guerra:</b> <b>Silencie</b> um lacaio.,Horde,Common,2,Battlecry,,2,,,True,Trevor Jacobs,Beast,Suas asas são silenciosas mas seu guinchado é... seja lá o que for o oposto de silencioso.,,,
Weapon,Classic,,EX1_383t,Crematória,,,Legendary,5,,,5,Paladin,3,,,,,,,
Enchantment,Classic,,NEW1_038o,Crescimento,Gruul está crescendo...,,,,,,,,,,,,,,,
Minion,Classic,5,EX1_335,Cria da Luz,O Ataque deste lacaio é sempre igual à Vida dele.,Neutral,Common,4,,,0,Priest,,True,Daarken,,&bdquo;EU NÃO SEI POR QUE QUE A GENTE TÁ GRITANDO!!&bdquo;,,,
Minion,Classic,1,EX1_020,Cruzada Escarlate,<b>Escudo Divino</b>,Alliance,Common,3,Divine Shield,,3,,,True,Gonzalo Ordonez,,Nunca lave suas roupas brancas com um Cruzado Escarlate.,,,
Minion,Classic,1,EX1_130a,Defensor,,Neutral,Common,1,,,2,Paladin,,,,,,,,
Minion,Classic,3,EX1_093,Defensor de Argus,<b>Grito de Guerra:</b> Conceda +1/+1 e <b>Provocar</b> aos lacaios adjacentes.,Alliance,Rare,4,Battlecry,,2,,,True,Alex Horley Orlandelli,,Ninguém iria imaginar que Argus precisa de tanta defesa. Mas precisa.,,,
Enchantment,Classic,,NEW1_012o,Deleitada em Mana,Ataque aumentado.,,,,,,,Mage,,,,,,,,
Minion,Classic,4,EX1_102,Demolidor,No início do seu turno cause 2 de dano a um inimigo aleatório.,Neutral,Rare,3,,,1,,,True,Raymond Swanland,Mech,Os cercos já não são mais tão divertidos. Eles nem têm mais tanto sentido agora que todo mundo tem montarias voadoras.,,,
Minion,Classic,7,EX1_310,Demonarca,<b>Investida</b>. <b>Grito de Guerra:</b> Descarte dois cards aleatórios.,Neutral,Rare,5,Battlecry|Charge,,5,Warlock,,True,Lucas Graciano,Demon,Evocar um Demonarca é perigoso. <i>Alguém</i> vai morrer.,,,
Minion,Classic,5,EX1_tk29,Demossauro,,Neutral,Common,5,,,5,,,,,Beast,,,,
Enchantment,Classic,,EX1_178be,Desarraigado,+5 de Ataque.,,,,,,,Druid,,,,,,,,
Spell,Classic,,EX1_178b,Desarraigar,+5 de Ataque.,Neutral,,,,,,Druid,,,,,,,,
Spell,Classic,,DREAM_02,Despertar de Ysera,Cause $5 de dano a todos os personagens exceto Ysera.,,,2,,,,Dream,,,,,,,,
Spell,Classic,,EX1_317,Detectar Demônios,Coloque 2 Demônios aleatórios do seu deck na sua mão.,Neutral,Common,3,,,,Warlock,,True,Raven Mimura,,Normalmente os demônios são bem óbvios e você não precisa de um feitiço para detectá-los.,,,
Minion,Classic,1,EX1_598,Diabrete,,Neutral,Rare,1,,,1,,,,,Demon,,,,
Minion,Classic,2,EX1_319,Diabrete das Chamas,<b>Grito de Guerra:</b> Cause 3 de dano ao seu herói.,Neutral,Common,1,Battlecry,,3,Warlock,,True,Alex Horley Orlandelli,Demon,Diabretes curtem ficar no fogo. Eles só curtem.,,,
Minion,Classic,1,CS2_059,Diabrete de Sangue,<b>Furtividade</b>. No fim do seu turno conceda +1 de Vida a outro lacaio aliado aleatório.,Neutral,Common,1,Stealth,,0,Warlock,,True,Bernie Kang,Demon,Os diabretes se contentam em se esconder e provocar todo mundo feito um grude.,,,
Minion,Classic,1,EX1_317t,Diabrete Inútil,<i>Demônios estão em falta! Pelo menos tem sempre uns diabretes...</i>,,Common,1,,,1,Warlock,,,,Demon,,,,
Minion,Classic,5,EX1_597,Diabrete Mestre,No final do seu turno cause 1 de dano a este lacaio e evoque um Diabrete 1/1.,Neutral,Rare,3,,,1,,,True,Mark Gibbons,,Ela gostaria mais do trabalho se conseguisse fazer com que os diabretes parem de mordê-la.,,,
Spell,Classic,,EX1_617,Disparo Mortal,Destrua um lacaio inimigo aleatório.,Neutral,Common,3,,,,Hunter,,True,Steve Prescott,,Precisão não é uma característica muito valorizada entre os mok&sbquo;nathal. Letalidade no entanto está perto do topo.,,,
Spell,Classic,,EX1_626,Dissipação em Massa,<b>Silencie</b> todos os lacaios inimigos. Compre um card.,,Rare,4,Silence,,,Priest,,True,Sean O&sbquo;Daniels,,Ela dissipa bônus poderes esperanças e sonhos.,,,
Spell,Classic,,EX1_166b,Dissipar,<b>Silencie</b> um lacaio.,Neutral,,,Silence,,,Druid,,,,,,,,
Spell,Classic,,tt_010,Dobradora de Feitiços,<b>Segredo:</b> Quando um inimigo lançar um feitiço em um lacaio evoque um 1/3 para servir de alvo.,Neutral,Epic,3,Secret,,,Mage,,True,Gonzalo Ordonez,,Apesar de ser divertido interceptar raios inimigos um dobrador de feitiços prefere interceptar Marcas do Indomado. É que parece mais cruel. E os elfos sangrentos... bem eles são meio cruéis.,,,
Minion,Classic,3,tt_010a,Dobradora de Feitiços,,,Epic,0,,,1,Mage,,,,,,,,
Minion,Classic,1,EX1_043,Draco do Crepúsculo,<b>Grito de Guerra:</b> Receba +1 de Vida para cada card na sua mão.,Neutral,Rare,4,Battlecry,,4,,,True,Jaemin Kim,Dragon,Dracos do Crepúsculo se alimentam de Energia Mística. E pizza.,,,
Minion,Classic,6,DREAM_03,Draco Esmeralda,,,,4,,,7,Dream,,,,Dragon,,,,
Minion,Classic,4,EX1_284,Draco Lazúli,<b>+1 de Dano Mágico</b>. <b>Grito de Guerra:</b> Compre um card.,Neutral,Rare,5,Battlecry|Spellpower,,4,,,True,Ben Zhang,Dragon,Eles na verdade planejavam ser Dracos de Berílio ou Cerúleo mas pareceu pretensioso demais.,,,
Minion,Classic,2,NEW1_023,Dragoleta,Não pode ser alvo de feitiços nem de Poderes Heroicos.,,Common,2,,,3,,,True,Samwise,Dragon,Adorável. Imune a magia. Não faz xixi no carpete. A mascote perfeita!,,,
Minion,Classic,1,ds1_whelptoken,Dragonete,,Neutral,,1,,,1,,,,,Dragon,,,,
Minion,Classic,1,EX1_116t,Dragonete,,,,1,,,1,,,,,Dragon,,,,
Minion,Classic,4,EX1_165,Druida da Garra,<b>Escolha Um -</b> <b>Investida</b>; ou +2 de Vida e <b>Provocar</b>.,Neutral,Common,5,,,4,Druid,,True,Luca Zontini,,Felino ou Urso? Felino ou Urso?! Eu não consigo ESCOLHER!,,,
Minion,Classic,6,EX1_165t2,Druida da Garra,<b>Provocar</b>,,Common,5,Taunt,,4,Druid,,,,Beast,,,,
Minion,Classic,4,EX1_165t1,Druida da Garra,<b>Investida</b>,,Common,5,Charge,,4,Druid,,,,Beast,,,,
Minion,Classic,2,EX1_613,Edwin VanCleef,<b>Combo:</b> Receba +2/+2 para cada um dos cards jogados antes neste turno.,Neutral,Legendary,3,Combo,,2,Rogue,,True,Efrem Palacios,,Ele liderou os Alvanéis na reconstrução de Ventobravo. Quando os nobres se recusaram a pagar ele fundou a Irmandade Défias para... bem <i>desconstruir</i> Ventobravo.,True,,
Minion,Classic,8,EX1_250,Elemental da Terra,<b>Provocar</b>. <b>Sobrecarga:</b> (3),Neutral,Epic,5,Taunt,,7,Shaman,,True,Dan Scott,,Nada vence pedra.,,,
Minion,Classic,5,EX1_283,Elemental de Gelo,<b>Grito de Guerra:</b> <b>Congele</b> um personagem.,Neutral,Common,6,Battlecry|Freeze,,5,,,True,Dan Scott,,Quando um elemental da Água e um elemental Congelante se amam MUITO...,,,
Minion,Classic,4,EX1_258,Elemental Desvinculado,Sempre que você jogar um card com <b>Sobrecarga</b> receba +1/+1.,Neutral,Common,3,,,2,Shaman,,True,Matt Gaser,,Diferente dos elementais vinculados os Desvinculados sempre aproveitam uma noitada na cidade.,,,
Enchantment,Classic,,EX1_178ae,Enraizado,+5 de Vida e <b>Provocar</b>.,,,,,,,Druid,,,,,,,,
Spell,Classic,,EX1_178a,Enraizado,+5 de Vida e <b>Provocar</b>.,Neutral,,,,,,Druid,,,,,,,,
Spell,Classic,,NEW1_008a,Ensinamentos Ancestrais,Compre 2 cards.,,,,,,,Druid,,,,,,,,
Enchantment,Classic,,EX1_584e,Ensinamentos do Kirin Tor,<b>+1 de Dano Mágico</b>.,,,,,,,,,,,,,,,
Spell,Classic,,EX1_294,Entidade do Espelho,<b>Segredo:</b> Quando seu oponente jogar um lacaio evoque uma cópia dele.,Neutral,Common,3,Secret,,,Mage,,True,Raven Mimura,,&bdquo;Você primeiro.&bdquo; — Krush&sbquo;gor o Beemote para o javali de estimação.,,,
Enchantment,Classic,,NEW1_037e,Equipado,Ataque aumentado.,,,,,,,,,False,,,,,,
Spell,Classic,,EX1_410,Escudada,Cause 1 de dano a um lacaio para cada ponto de Armadura que você tiver.,Neutral,Epic,1,AffectedBySpellPower,,,Warrior,,True,Raymond Swanland,,&bdquo;Qual é a melhor arma? A afiada que os inimigos esperam ou a cega que eles ignoram?&bdquo; — A Arte do Guerreiro capítulo 9,,,
Minion,Classic,1,EX1_008,Escudeira Argêntea,<b>Escudo Divino</b>,Alliance,Common,1,Divine Shield,,1,,,True,Zoltan & Gabor,,&bdquo;Juro solenemente defender a Luz livrar o mundo da escuridão e comer somente risole de camarão.&bdquo; — Juramento da Aurora Argêntea,,,
Minion,Classic,2,CS2_152,Escudeiro,,Alliance,Common,1,,,2,,,,,,,,,
Weapon,Classic,,EX1_366,Espada da Justiça,Toda vez que você evocar um lacaio conceda-lhe +1/+1 e este item perderá 1 de Durabilidade.,Neutral,Epic,3,,,1,Paladin,5,True,Efrem Palacios,,Eu o proclamo Sir Tanejo Universitário!,,,
Spell,Classic,,EX1_312,Espiral Etérea,Destrua todos os lacaios.,Neutral,Epic,8,,,,Warlock,,True,Dave Allsop,,A Espiral Etérea é um lugar sem forma de magia e ilusão e lacaios destruídos.,,,
Spell,Classic,,CS2_038,Espírito Ancestral,Conceda a um lacaio: &bdquo;<b>Último Suspiro:</b> Evoque este lacaio novamente.&bdquo;,Neutral,Rare,2,,,,Shaman,,True,Zoltan & Gabor,,Foi só um arranhão.,,,
Enchantment,Classic,,CS2_038e,Espírito Ancestral,<b>Último Suspiro:</b> Evoque este lacaio novamente.,,,,,,,Shaman,,,,,,,,
Spell,Classic,,EX1_248,Espírito Feral,Evoque dois Lobos Espirituais 2/3 com <b>Provocar</b>. <b>Sobrecarga:</b> (2),Neutral,Rare,3,,,,Shaman,,True,Clint Langley,,Lobos espirituais são como lobos normais mas com pompons.,,,
Minion,Classic,1,EX1_tk28,Esquilo,,Neutral,Common,1,,,1,,,,,Beast,,,,
Spell,Classic,,EX1_241,Estouro de Lava,Cause $5 de dano. <b>Sobrecarga:</b> (2),Neutral,Rare,3,,,,Shaman,,True,Dan Scott,,É como um oceano de magma líquido na sua boca!,,,
Spell,Classic,,EX1_124,Eviscerar,Cause $2 de dano. <b>Combo:</b> Em vez de $2 cause $4 de dano.,Neutral,Common,2,Combo,,,Rogue,,True,Ariel Olivetti,,Eviscerar seu oponente pode custar caro: Leva muito tempo para tirar as manchas de sangue de armaduras de couro.,,,
Minion,Classic,2,EX1_076,Evocadora Diminuta,O primeiro lacaio que você joga a cada turno custa (1) a menos.,Alliance,Rare,2,Aura,,2,,,True,Ron Spears,,Ela sente muita inveja do Evocador Descomunal.,,,
Spell,Classic,,EX1_160a,Evoque uma Pantera,Evoque uma Pantera 3/2.,Neutral,,,,,,Druid,,,,,,,,
Enchantment,Classic,,EX1_059e,Experimentos!,Ataque e Vida foram trocados pelo Alquimista Enlouquecido.,,,,,,,,,,,,,,,
Minion,Classic,1,CS2_169,Falcodrago Jovem,<b>Fúria dos Ventos</b>,Horde,Common,1,Windfury,,1,,,True,Greg Hildebrandt,Beast,Eles foram a inspiração para o time campeão de Taurenbol: Os Falcodracos.,,,
Spell,Classic,,EX1_349,Favorecimento Divino,Compre cards até sua mão ficar tão cheia quanto a do oponente.,Neutral,Rare,3,,,,Paladin,,True,Lucas Graciano,,Não é só um favor é um favor divino. Tipo ajudar alguém a transportar um sofá-cama!,,,
Minion,Classic,4,EX1_402,Ferreira de Armaduras,Sempre que um lacaio aliado receber dano receba 1 de Armadura.,Neutral,Rare,2,,,1,Warrior,,True,Greg Hildebrandt,,Ela aceita fundos da guilda para consertos!,,,
Minion,Classic,6,CS2_221,Ferreira Rancorosa,<b>Enfurecer:</b> Sua arma tem +2 de Ataque.,Horde,Common,5,Enrage,,4,,,True,Justin Sweet,,Ela vai forjar sua espada mas você precisa trazer 5 Lingotes de Aço 3 Particulas de Terra e o escalpo do último cliente dela.,,,
Spell,Classic,,EX1_596,Fogo Demoníaco,Cause $2 de dano a um lacaio. Se for um Demônio aliado em vez disso conceda-lhe +2/+2.,Neutral,Common,2,,,,Warlock,,True,Ben Wootten,,Fogo Demoníaco é como fogo comum só que NUNCA PARA DE QUEIMAR SOCORROOOO!!!,,,
Enchantment,Classic,,EX1_596e,Fogo Demoníaco,Este Demônio tem +2/+2.,Neutral,Common,0,,,,Warlock,,,,,,,,
Enchantment,Classic,,CS1_129e,Fogo Interior,O Ataque deste lacaio é igual à Vida dele.,,,,,,,Priest,,,,,,,,
Spell,Classic,,CS1_129,Fogo Interior,Mude o Ataque de um lacaio para ser igual à Vida dele.,Neutral,Common,1,,,,Priest,,True,Steve Prescott,,Boa ideia: dar bônus aos seus lacaios. Má ideia: puxar conversa nos Sertões.,,,
Spell,Classic,,EX1_166a,Fogo Lunar,Cause 2 de dano.,Neutral,,,,,,Druid,,,,,,,,
Spell,Classic,,EX1_624,Fogo Sagrado,Cause $5 de dano. Restaure #5 de Vida do seu herói.,,Rare,6,,,,Priest,,True,Miguel Coimbra,,Logo depois vem a Fumaça Sagrada!,,,
Minion,Classic,1,CS2_231,Fogo-fátuo,,Neutral,Common,0,,,1,,,True,Malcolm Davis,,Se você atingir um Lorde Eredar com Fogos-fátuos suficientes ele explode. Mas por quê?,,,
Minion,Classic,5,EX1_341,Fonte de Luz,No início do seu turno restaure 3 de Vida de um personagem aliado ferido.,Neutral,Rare,2,,,0,Priest,,True,Blizzard Entertainment,,Ainda não está claro se as pessoas ignoram a Fonte de Luz ou se ela é invisível.,,,
Enchantment,Classic,,EX1_162o,Força da Matilha,Lobo Hediondo Alfa está concedendo +1 de Ataque a este lacaio.,,,,,,,,,,,,,,,
Spell,Classic,,EX1_571,Força da Natureza,Evoque três Arvorosos 2/2 com <b>Investida</b> que morrerão no fim do turno.,Neutral,Epic,6,,,,Druid,,True,Trevor Jacobs,,&bdquo;Acho que vou cochilar embaixo dessa árvore. Espera... AAAHHHH!&bdquo; — Piscaxispa o Gnomo Azarado,,,
Enchantment,Classic,,CS2_181e,Força Total,Este lacaio tem +2 de Ataque.,,,,,,,,,,,,,,,
Spell,Classic,,EX1_165a,Forma de Felino,<b>Investida</b>,Neutral,Common,,,,,Druid,,,,,,,,
Spell,Classic,,EX1_625,Forma de Sombra,Seu Poder Heroico se torna &bdquo;Cause 2 de dano&bdquo;. Se você já estiver em Forma de Sombra: 3 de dano.,,Epic,3,,,,Priest,,True,Alex Horley Orlandelli,,Se uma luz brilhante bater em um sacerdote na Forma de Sombra... ele projeta uma sombra?,,,
Spell,Classic,,EX1_165b,Forma de Urso,+2 de Vida e <b>Provocar</b>.,Neutral,Common,,,,,Druid,,,,,,,,
Enchantment,Classic,,NEW1_025e,Fortalecido,Vida aumentada.,,,,,,,,,,,,,,,
Minion,Classic,1,EX1_009,Frango Nervoso,<b>Enfurecer:</b> +5 de Ataque.,,Rare,1,Enrage,,1,,,True,Mike Sass,Beast,Não existe criatura mais assustadora (ou ridícula) que uma galinha totalmente enfurecida.,,,
Weapon,Classic,,EX1_323w,Fúria Sangrenta,,,,3,,,3,Warlock,8,,,,,,,
Enchantment,Classic,,EX1_411e,Fúria Sanguinária,Sem perda de durabilidade.,,,,,,,Warrior,,,,,,,,
Minion,Classic,8,EX1_105,Gigante da Montanha,Custa (1) a menos para cada um dos outros cards na sua mão.,Neutral,Epic,12,,,8,,,True,Samwise,,A mãe dele dizia que ele só tinha ossos grandes.,,,
Minion,Classic,8,EX1_620,Gigante Derretido,Custa (1) a menos para cada ponto de dano recebido pelo seu herói.,,Epic,20,,,8,,,True,Glenn Rane,,Ele sempre tem uma queimação terrível depois que come... PORQUE ESTÁ CHEIO DE LAVA.,,,
Minion,Classic,8,EX1_586,Gigante do Mar,Custa (1) a menos para cada um dos outros lacaios no campo de batalha.,Neutral,Epic,10,,,8,,,True,Svetlin Velinov,,Viu? Gigante.,,,
Minion,Classic,2,NEW1_040t,Gnoll,<b>Provocar</b>,,,2,Taunt,,2,,,,,,,,,
Minion,Classic,1,EX1_029,Gnomo Leproso,<b>Último Suspiro:</b> Cause 2 de dano ao herói inimigo.,Neutral,Common,1,Deathrattle,,2,,,True,Glenn Rane,,Ele só quer ser seu amigo mas as rejeições constantes estão começando a deixar ele abalado.,,,
Minion,Classic,2,EX1_089,Golem Arcano,<b>Investida</b>. <b>Grito de Guerra:</b> Conceda um Cristal de Mana ao seu oponente.,Neutral,Rare,3,Battlecry|Charge,,4,,,True,Sedhayu Ardian,,Ter um Golem Arcano em casa deixa tudo mais chique e ainda é um ótimo tópico para conversas.,,,
Minion,Classic,3,EX1_556,Golem Colheiteiro,<b>Último Suspiro:</b> Evoque um Golem Danificado 2/1.,Neutral,Common,3,Deathrattle,,2,,,True,Brian Despain,Mech,&bdquo;Limite de superaquecimento excedido. Falha de sistema. Obstrução de trigo na porta 2. Desligando.&bdquo;,,,
Minion,Classic,1,skele21,Golem Danificado,,Neutral,Common,1,,,2,,,,,Mech,,,,
Spell,Classic,,EX1_408,Golpe Mortal,Cause $4 de dano. Se você tiver 12 pontos de vida ou menos cause $6 de dano em vez de $4.,Neutral,Rare,4,,,,Warrior,,True,Zoltan & Gabor,,&bdquo;Se você for usar só uma habilidade use Golpe Mortal.&bdquo; — Código do Guerreiro linha 6,,,
Enchantment,Classic,,EX1_004e,Graça de Eluna,Vida aumentada.,,,,,,,,,,,,,,,
Minion,Classic,9,EX1_414,Grommash Grito Infernal,<b>Investida</b>
<b>Enfurecer:</b> +6 de Ataque.,Neutral,Legendary,8,Charge|Enrage,,4,Warrior,,True,Glenn Rane,,Grommash bebeu do sangue maculado de Mannoroth amaldiçoando todos os orcs com pele verde e olhos vermelhos! Acho que não foi uma boa decisão.,True,,
Minion,Classic,7,NEW1_038,Gruul,Ao fim de cada turno receba +1/+1.,,Legendary,8,,,7,,,True,Kev Walker,,Ele é Gruul o Matador de Dragões. Ele só queria abraçá-los... nunca quis que...,True,,
Minion,Classic,5,EX1_301,Guarda Vil,<b>Provocar</b>. <b>Grito de Guerra:</b> Destrua um de seus Cristais de Mana.,Neutral,Rare,3,Battlecry|Taunt,,3,Warlock,,True,John Polidora,Demon,Sim ele lutará por você. MAS ELE NÃO VAI GOSTAR NADA DISSO.,,,
Enchantment,Classic,,EX1_080o,Guardando Segredos,Atributos aumentados.,,,,,,,,,,,,,,,
Minion,Classic,2,EX1_001,Guardiã da Luz,Sempre que um personagem for curado receba +2 de Ataque.,,Rare,1,,,1,,,True,Erik Ko,,Guardiã da Luz Guardiã da Luz. Não sei se tu me amas pra quê tu me seduz?,,,
Minion,Classic,2,EX1_080,Guardiã de Segredos,Sempre que um <b>Segredo</b> for jogado receba +1/+1.,Alliance,Rare,1,,,1,,,True,Gonzalo Ordonez,,Ela jurou que não ia contar pra ninguém aquilo que você fez ontem com aquela pessoa.,,,
Minion,Classic,3,EX1_023,Guardião de Luaprata,<b>Escudo Divino</b>,Horde,Common,4,Divine Shield,,3,,,True,Phroilan Gardner,,Da primeira vez que tentaram proteger Luaprata contra o Flagelo as coisas não acabaram muito bem...,,,
Minion,Classic,4,EX1_166,Guardião do Bosque,<b>Escolha Um</b> - Cause 2 de dano; ou <b>Silencie</b> um lacaio.,Neutral,Rare,4,,,2,Druid,,True,Gabor Szikszai,,O cara aparece do nada e começa a guardar seu bosque sem nem perguntar nem nada.,,,
Minion,Classic,7,EX1_396,Guardião Mogu&sbquo;shan,<b>Provocar</b>,Neutral,Common,4,Taunt,,1,,,True,Cole Eastburn,,Esses caras só sabem falar sobre o Rei Trovão. CHAAAATOOOO!,,,
Minion,Classic,3,EX1_390,Guerreiro Tauren,<b>Provocar</b>. <b>Enfurecer:</b> +3 de Ataque.,Neutral,Common,3,Enrage|Taunt,,2,,,True,Paul Warzecha,,Guerreiro Tauren: Campeão de Mulgore Matador de Javatuscos Passageiro dos Elevadores do Penhasco do Trovão.,,,
Minion,Classic,5,EX1_033,Harpia Ventofúria,<b>Fúria dos Ventos</b>,Alliance,Common,6,Windfury,,4,,,True,Luke Mancini,,Harpias não têm uma voz bonita. É o jeito mais educado de dizer.,,,
Minion,Classic,4,EX1_558,Harrison Jones,<b>Grito de Guerra:</b> Destrua a arma de seu oponente e compre o mesmo número de cards que a durabilidade da arma.,Neutral,Legendary,5,Battlecry,,5,,,True,Matt Dixon,,&bdquo;Isso pertence ao Salão dos Exploradores!&bdquo;,True,,
Minion,Classic,2,EX1_534t,Hiena,,,Rare,2,,,2,Hunter,,,Andrew Robinson,Beast,,,,
Minion,Classic,2,EX1_531,Hiena Carniceira,Sempre que uma Fera aliada morrer receba +2/+1.,,Common,2,,,2,Hunter,,True,Jim Nelson,Beast,Hienas preferem carne de kodo ou de serpentes aladas mas elas comem basicamente de tudo. Até jiló.,,,
Minion,Classic,4,NEW1_040,Hogger,No final do seu turno evoque um Gnoll 2/2 com <b>Provocar</b>.,,Legendary,6,,,4,,,True,Laurel D. Austin,,Hogger é superpoderoso. Se conseguir matá-lo foi porque ele <i>deixou</i>.,True,,
Enchantment,Classic,,EX1_043e,Hora do Crepúsculo,Vida aumentada.,,,,,,,,,,,,,,,
Enchantment,Classic,,NEW1_027e,Iaar!,Capitão dos Mares do Sul está concedendo +1/+1.,,,,,,,,,,,,,,,
Spell,Classic,,EX1_279,Ignimpacto,Cause $10 de dano.,Neutral,Epic,10,,,,Mage,,True,Luca Zontini,,Prepare uma risada maligna para quando comprar este card.,,,
Enchantment,Classic,,EX1_619e,Igualdade,Vida mudada para 1.,,,,,,,Paladin,,,,,,,,
Spell,Classic,,EX1_619,Igualdade,Mude a Vida de TODOS os lacaios para 1.,Neutral,Rare,2,,,,Paladin,,True,Michal Ivan,,Somos todos flocos de neve únicos... com 1 de Vida.,,,
Minion,Classic,5,EX1_614,Illidan Tempesfúria,Sempre que você jogar um card evoque uma Labareda de Azzinoth 2/1.,Neutral,Legendary,6,,,7,,,True,Alex Horley Orlandelli,Demon,O irmão de Illidan Malfurion o aprisionou sob Hyjal por dez mil anos. Os Tempesfúria sabem guardar rancor.,True,,
Spell,Classic,,EX1_354,Impor as Mãos,Restaure #8 de Vida. Compre 3 cards.,Neutral,Epic,8,,,,Paladin,,True,Raymond Swanland,,Um salva-vidas gramaticalmente inadequado.,,,
Minion,Classic,6,EX1_623,Impositor do Templo,<b>Grito de Guerra:</b> Conceda +3 de Vida a um lacaio aliado.,,Common,6,Battlecry,,6,Priest,,True,Daren Bader,,Ele também trabalha como segurança nas noites de quinta na Taberna do Javatusco Saltitante.,,,
Minion,Classic,6,EX1_tk34,Infernal,,Neutral,Common,6,,,6,Warlock,,,,Demon,,,,
Hero Power,Classic,,EX1_tk33,INFERNO!,<b>Poder Heroico</b>
Evoque um Infernal 6/6.,Neutral,,2,,,,Warlock,,,,,,,,
Minion,Classic,1,EX1_010,Infiltrador Worgen,<b>Furtividade</b>,Alliance,Common,1,Stealth,,2,,,True,Raymond Swanland,,Se quiser impedir um worgen de se infiltrar é só gritar: &bdquo;Não! Cachorro feio!&bdquo;,,,
Enchantment,Classic,,EX1_623e,Infusão,+3 de Vida.,,,,,,,Priest,,,,,,,,
Spell,Classic,,EX1_334,Insanidade Sombria,Assuma o controle de um lacaio inimigo com 3 ou menos de Ataque até o final do turno.,Neutral,Rare,4,,,,Priest,,True,Mark Gibbons,,Pode tentar racionalizar o quanto quiser você é malvado por fazer isso.,,,
Spell,Classic,,EX1_154a,Ira,Cause $3 de dano a um lacaio.,Neutral,,,,,,Druid,,,,,,,,
Spell,Classic,,EX1_154b,Ira,Cause $1 de dano a um lacaio. Compre um card.,Neutral,,,,,,Druid,,,,,,,,
Spell,Classic,,EX1_154,Ira,<b>Escolha Um</b> - Cause $3 de dano a um lacaio; ou cause $1 de dano e compre um card.,Neutral,Common,2,,,,Druid,,True,Raymond Swanland,,O boato na Estalagem da Vila Catraca é de que esse card é bom demais e deveria ser lendário.,,,
Spell,Classic,,EX1_549,Ira Bestial,Conceda +2 de Ataque e <b>Imunidade</b> a uma Fera aliada neste turno.,Neutral,Epic,1,,,,Hunter,,True,Alex Horley Orlandelli,,A ira fervilhante está logo abaixo da superfície. Abaixo dela fica o abandono selvagem seguido por uma ligeira irritação.,,,
