SET,NAME,RARITY,ATTACK,COST,HEALTH,TYPE,ID,TEXT,MECHANICS,PLAYERCLASS,FACTION,DURABILITY,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,RACE,ELITE,HOWTOGET,HOWTOGETGOLD
Classic,마나 해일 토템,Rare,0,3,3,Minion,EX1_575,내 턴이 끝날 때 카드를 1장 뽑습니다.,,Shaman,Neutral,,,True,Scott Altmann,주술사들의 여름철 필수품입니다.,Totem,,,
Classic,마나에 굶주림,,,,,Enchantment,NEW1_012o,공격력 증가,,Mage,,,,,,,,,,
Classic,마법 차단,Rare,,3,,Spell,EX1_287,<b>비밀:</b> 상대편이 주문을 시전하면 <b>차단</b>합니다.,Secret,Mage,Neutral,,,True,Jason Chan,마법 차단을 쓰는 마법사와 안 쓰는 마법사의 차이요? 안 쓰는 마법사는 얼굴에 불덩이 작렬을 맞는다는 거?,,,,
Classic,마술사의 수습생,Common,3,2,2,Minion,EX1_608,내가 쓰는 주문의 비용이 (1) 감소합니다.,Aura,Mage,Neutral,,,True,Alex Horley Orlandelli,수습생들은 이래라 저래라 시키기 좋습니다. "마나 찐빵 만들어 와! 커피도! 마나는 두 스푼만!",,,,
Classic,마음가짐,Epic,,0,,Spell,EX1_145,이번 턴에 내가 시전하는 다음 주문의 비용이 (3) 감소합니다.,,Rogue,Neutral,,,True,Clint Langley,"항상 대비하라." - 도적 격언,,,,
Classic,마음가짐,,,,,Enchantment,EX1_145o,이번 턴에 내가 시전하는 다음 주문의 비용이 (3) 감소합니다.,OneTurnEffect,Rogue,,,,,,,,,,
Classic,말리고스,Legendary,4,9,12,Minion,EX1_563,<b>주문 공격력 +5</b>,Spellpower,,Neutral,,,True,Michael Komarck,말리고스는 필멸자들이 마법 쓰는 걸 싫어합니다. 그럼 제이나는?,Dragon,True,,
Classic,머리 후려치기,Rare,,3,,Spell,EX1_137,적 영웅에게 피해를 $2 줍니다.
<b>연계:</b> 다음 턴에 이 카드를 다시 내 손으로 가져옵니다.,Combo,Rogue,Neutral,,,True,James Zhang,모든 공격이 실패해도 머리 후려치기만큼은 당신을 배신하지 않을 겁니다.,,,,
Classic,먹어치우기,,,,,Enchantment,EX1_304e,능력치 증가,,Warlock,,,,,,,,,,
Classic,먼지 악령,Common,3,1,1,Minion,EX1_243,<b>질풍</b>. <b>과부하:</b> (2),Windfury,Shaman,Neutral,,,True,Raymond Swanland,서부 몰락지대는 먼지 악령 대머리수리 미친 골렘 해적으로 가득합니다. 대체 왜 여기 사람이 살까요?,,,,
Classic,멀록 전투대장,Epic,3,3,3,Minion,EX1_507,다른 <b>모든</b> 멀록이 +2/+1을 얻습니다.,Aura,,Neutral,,,True,Tim McBurnie,멀록들은 매일 똑같은 소리만 내는 게 지겹지 않을까요? 아니요! 므라아옳옳옳옳옳옳!,Murloc,,,
Classic,멀록 파도술사,Rare,1,1,2,Minion,EX1_509,멀록이 1마리 소환될 때마다 공격력을 +1 얻습니다.,,,Neutral,,,True,Jaemin Kim,함께 있으면 우린 아무 것도 두려울 게 없었다!,Murloc,,,
Classic,모구샨 감시자,Common,1,4,7,Minion,EX1_396,<b>도발</b>,Taunt,,Neutral,,,True,Cole Eastburn,천둥왕 밖에 모르는 바보!,,,,
Classic,무거운 도끼,,1,1,,Weapon,EX1_409t,,,Warrior,,3,,,,,,,,
Classic,무기 연마,,,,,Enchantment,CS2_146o,내구도 +1,,,,,,,,,,,,
Classic,무뎌진 날,,,,,Enchantment,EX1_411e2,공격력 감소,,Warrior,,,,,,,,,,
Classic,무리의 우두머리,,,,,Enchantment,EX1_160be,+1/+1,,Druid,,,,,,,,,,
Classic,무리의 우두머리,,,,,Spell,EX1_160b,내 하수인들에게 +1/+1을 부여합니다.,,Druid,Neutral,,,,,,,,,
Classic,무리의 힘,,,,,Enchantment,EX1_162o,광포한 늑대 우두머리가 공격력 +1 부여,,,,,,,,,,,,
Classic,무쇠부리 올빼미,Common,2,2,1,Minion,CS2_203,<b>전투의 함성:</b> 하수인을 하나 <b>침묵</b>시킵니다.,Battlecry,,Horde,,,True,Trevor Jacobs,그들의 날갯짓은 조용하지만 울음소리는... 일단 조용함과는 거리가 멉니다.,Beast,,,
Classic,무장,,,,,Enchantment,NEW1_037e,공격력 증가,,,,,,False,,,,,,
Classic,무효화,,,,,Spell,EX1_166b,하수인 하나를 <b>침묵</b>시킵니다.,Silence,Druid,Neutral,,,,,,,,,
Classic,물기,,,,,Enchantment,EX1_570e,이번 턴에 공격력 +4,OneTurnEffect,,,,,,,,,,,
Classic,물기,Rare,,4,,Spell,EX1_570,내 영웅에게 방어도를 +4 부여하고 이번 턴에만 공격력을 +4 부여합니다.,,Druid,Neutral,,,True,Tom Baxa,꼭꼭 씹어드세요!,,,,
Classic,물러서!,,,,,Enchantment,EX1_382e,공격력 1로 바뀜,,Paladin,,,,,,,,,,
Classic,므라아옳옳옳!,,,,,Enchantment,EX1_507e,멀록 전투대장이 +2/+1 부여,,,,,,,,,,,,
Classic,므우루의 그림자,Common,,,,Enchantment,EX1_590e,천상의 보호막을 흡수하여 공격력과 생명력 증가,,,,,,,,,,,,
Classic,미소 띤 자매,,3,3,5,Minion,DREAM_01,이 하수인은 주문이나 영웅 능력의 대상으로 지정되지 않습니다.,,Dream,,,,,,,,,,
Classic,밀림 표범,Common,4,3,2,Minion,EX1_017,<b>은신</b>,Stealth,,Horde,,,True,Jaemin Kim,가시덤불 골짜기는 아름답습니다. 등 뒤에 항상 누군가 있다는 걸 빼면요.,Beast,,,
Classic,밀림의 왕 무클라,Legendary,5,3,5,Minion,EX1_014,<b>전투의 함성:</b> 상대편에게 바나나 2개를 줍니다.,Battlecry,,,,,True,Sunny Gho,밀림의 왕 무클라는 오늘도 자구에로 섬을 떠돕니다. 진정한 사랑을 찾기 위해...,Beast,True,,
Classic,밀하우스 마나스톰,Legendary,4,2,4,Minion,NEW1_029,<b>전투의 함성:</b> 다음 턴에 적이 쓰는 주문의 비용이 (0)이 됩니다.,Battlecry,,,,,True,Jim Nelson,"위대한 밀하우스 마나스톰 님을 비웃고도 살아남을 수 있는 자는 없다!",,True,,
Classic,밀하우스를 죽여라!,Legendary,,,,Enchantment,NEW1_029t,이번 턴에 주문의 비용이 (0)이 됩니다!,,,,,,,,,,,,
Classic,바나나,,,,,Enchantment,EX1_014te,+1/+1,,,,,,,,,,,,
Classic,바나나,,,1,,Spell,EX1_014t,하수인 하나에게 +1/+1을 부여합니다.,,,,,,,,,,,,
Classic,바다거인,Epic,8,10,8,Minion,EX1_586,전장의 하수인 하나당 비용이 (1)씩 감소합니다.,,,Neutral,,,True,Svetlin Velinov,거인과 바다,,,,
Classic,바람의 군주 알아키르,Legendary,3,8,5,Minion,NEW1_010,<b>질풍 돌진 도발 천상의 보호막</b>,Charge|Divine Shield|Taunt|Windfury,Shaman,,,,True,Raymond Swanland,정령 군주 넷 중에 가장 약합니다. 그리고 나머지 셋이 그 사실을 확실하게 각인시키죠.,,True,,
Classic,바인 블러드후프,Legendary,4,4,5,Minion,EX1_110t,,,,,,,,,,,True,,
Classic,반신의 총애,,,,,Spell,EX1_573a,내 다른 아군 하수인들에게 +2/+2를 부여합니다.,,Druid,Neutral,,,,,,,,,
Classic,반신의 총애,,,,,Enchantment,EX1_573ae,+2/+2,,Druid,Neutral,,,,,,,,,
Classic,발톱의 드루이드,Common,4,5,4,Minion,EX1_165,<b>선택 - </b>
<b>돌진</b> 또는 생명력 +2와 <b>도발</b>을 얻습니다.,,Druid,Neutral,,,True,Luca Zontini,표범이냐 곰이냐 그것이 문제로다.,,,,
Classic,발톱의 드루이드,Common,4,5,4,Minion,EX1_165t1,<b>돌진</b>,Charge,Druid,,,,,,,Beast,,,
Classic,발톱의 드루이드,Common,4,5,6,Minion,EX1_165t2,<b>도발</b>,Taunt,Druid,,,,,,,Beast,,,
Classic,방어구 제작자,Rare,1,2,4,Minion,EX1_402,아군 하수인 하나가 피해를 입을 때마다 방어도를 +1 얻습니다.,,Warrior,Neutral,,,True,Greg Hildebrandt,길드 자금 환영!,,,,
Classic,방패 밀쳐내기,Epic,,1,,Spell,EX1_410,내가 가진 방어도만큼 하수인 하나에게 피해를 줍니다.,AffectedBySpellPower,Warrior,Neutral,,,True,Raymond Swanland,"좋은 무기란 무엇일까? 날카롭지만 상대가 예상할 수 있는 것? 아니면 무디지만 상대가 예상치 못하는 것?" - 전사의 정석 제 9 장,,,,
Classic,방패병,Common,0,1,4,Minion,EX1_405,<b>도발</b>,Taunt,,Neutral,,,True,Carl Critchlow,이 게임 속 방패 크기를 생각해 보면 방패병 일이 쉽지만은 않을 겁니다.,,,,
Classic,배신,Common,,2,,Spell,EX1_126,적 하수인이 자신의 공격력만큼 양옆의 하수인들을 공격하게 만듭니다.,,Rogue,Neutral,,,True,Lucas Graciano,배신을 시키려면 그에 상응하는 값을 치러야 합니다. 예를 들어 노움을 배신시키려면 동물 인형과 약간의 초콜릿이 필요하죠.,,,,
Classic,밴클리프의 복수심,,,,,Enchantment,EX1_613e,공격력과 생명력 증가,,Rogue,,,,,,,,,,
Classic,뱀,Common,1,0,1,Minion,EX1_554t,,,Hunter,Neutral,,,,,,Beast,,,
Classic,뱀 덫,Epic,,2,,Spell,EX1_554,<b>비밀:</b> 내 하수인이 공격받으면 1/1 뱀을 셋 소환합니다.,Secret,Hunter,Neutral,,,True,Bernie Kang,왜 하필 뱀이야?,,,,
Classic,번개 폭풍,Rare,,3,,Spell,EX1_259,모든 적 하수인에게 피해를 $2-$3 줍니다. <b>과부하:</b> (2),,Shaman,Neutral,,,True,Christopher Moeller,안타깝지만 우산을 써도 소용이 없을 겁니다.,,,,
Classic,번개 화살,Common,,1,,Spell,EX1_238,피해를 $3 줍니다. <b>과부하:</b> (1),,Shaman,Neutral,,,True,Daarken,번개 화살! 번개 화살! 번개 화살!,,,,
Classic,별똥별,,,,,Spell,NEW1_007b,하수인 하나에게 피해를 $5 줍니다.,,Druid,,,,,,,,,,
Classic,별똥별,,,,,Spell,NEW1_007a,모든 적 하수인에게 피해를 $2 줍니다.,,Druid,,,,,,,,,,
Classic,별똥별,Rare,,5,,Spell,NEW1_007,<b>선택 -</b> 하수인 하나에게 피해를 $5 줍니다. 또는 모든 적 하수인에게 피해를 $2 줍니다.,,Druid,,,,True,Richard Wright,하늘이 무너지는 거냐고요? 네 네 그렇다고 해 둡시다.,,,,
Classic,보랏빛 수습생,,1,0,1,Minion,NEW1_026t,,,,,,,,,,,,,
Classic,보랏빛 여교사,Rare,3,4,5,Minion,NEW1_026,내가 주문을 시전할 때마다 1/1 보랏빛 수습생을 1명 소환합니다.,,,,,,True,James Ryman,수업에 집중하지 않으면 당신을 돼지로 만들어 버릴지도 모릅니다. 그리고 당신의 이름이 칠판에 적히겠죠.,,,,
Classic,보물에 눈이 멂,,,,,Enchantment,NEW1_018e,공격력 증가,,,,,,,,,,,,
Classic,부상당한 검귀,Rare,4,3,7,Minion,CS2_181,<b>전투의 함성:</b> 자신에게 피해를 4 줍니다.,Battlecry,,Horde,,,True,Samwise,본인은 옛 전쟁에서 얻은 상처라고 주장하지만 모두들 면도하다 난 상처라고 생각합니다.,,,,
Classic,불덩이 작렬,Epic,,10,,Spell,EX1_279,피해를 $10 줍니다.,,Mage,Neutral,,,True,Luca Zontini,이 카드를 뽑으면 잠시 시간을 내어 한 번 사악하게 웃어주십시오.,,,,
Classic,불의 군주 라그나로스,Legendary,8,8,8,Minion,EX1_298,이 하수인은 적을 공격할 수 없습니다. 내 턴이 끝날 때 무작위 적에게 피해를 8 줍니다.,,,Neutral,,,True,Greg Staples,라그나로스를 소환한 것은 검은무쇠 드워프였지만 이들은 결국 불의 군주를 섬기는 노예가 되고 말았습니다. 이렇게 라그나로스를 소환하는 일은 원치 않는 결과를 불러오는 일이 많습니다.,,True,,
Classic,붉은십자군 성전사,Common,3,3,1,Minion,EX1_020,<b>천상의 보호막</b>,Divine Shield,,Alliance,,,True,Gonzalo Ordonez,세탁할 때 흰 옷이 물들지 않게 조심해야겠군요.,,,,
Classic,붉은해적단 바다사냥꾼,Rare,1,1,2,Minion,NEW1_025,<b>전투의 함성:</b> 상대편의 무기 내구도를 1 감소시킵니다.,Battlecry,,,,,True,Randy Gallegos,"해적 수칙"에 따르면 해적들은 자동 금화 인출기의 비밀번호로 모두 똑같은 네 자리 숫자를 사용해야 합니다.,Pirate,,,
Classic,붉은해적단 약탈자,Common,2,2,3,Minion,NEW1_018,<b>전투의 함성:</b> 내 무기의 공격력만큼 공격력을 얻습니다.,Battlecry,,,,,True,Jim Nelson,"난 '요'가 포함된 요일에만 약탈을 하지.",Pirate,,,
Classic,블라옳옳옳,,,,,Enchantment,EX1_509e,공격력 증가,,,,,,,,,,,,
Classic,비밀 간직,,,,,Enchantment,EX1_080o,능력치 증가,,,,,,,,,,,,
Classic,비밀결사단 어둠사제,Epic,4,6,5,Minion,EX1_091,<b>전투의 함성:</b> 공격력 2 이하인 적 하수인 하나를 우리편으로 만듭니다.,Battlecry,Priest,Neutral,,,True,Chippy,누가 비밀결사단을 위해 일하고 있는지 여러분은 상상조차 못할 겁니다...,,,,
Classic,비밀지기,Rare,1,1,2,Minion,EX1_080,각 플레이어가 <b>비밀</b>을 낼 때마다 +1/+1을 얻습니다.,,,Alliance,,,True,Gonzalo Ordonez,당신이 지난 여름에 한 일을 절대로 말하지 않겠다고 하는군요.,,,,
Classic,비전 골렘,Rare,4,3,2,Minion,EX1_089,<b>돌진</b>. <b>전투의 함성:</b> 상대편에게 마나 수정을 1개 줍니다.,Battlecry|Charge,,Neutral,,,True,Sedhayu Ardian,집에 비전 골렘이 있으면 집안 분위기가 참 고급스러워집니다. 아 이들은 좋은 대화 상대이기도 하지요.,,,,
Classic,빙결의 덫,Common,,2,,Spell,EX1_611,<b>비밀:</b> 적 하수인이 공격하면 그 하수인을 주인의 손으로 돌려보내고 비용을 (2) 증가시킵니다.,Secret,Hunter,Neutral,,,True,Matt Gaser,"우와 시원하겠다." - 빙결의 덫에 대한 적절한 반응. 또는 도발.,,,,
Classic,빛샘,Rare,0,2,5,Minion,EX1_341,내 턴이 시작될 때 피해를 입은 아군 캐릭터 하나의 생명력을 3 회복시킵니다.,,Priest,Neutral,,,True,Blizzard Entertainment,사람들이 빛샘을 무시하는 걸까요 아니면 안 보이는 걸까요.,,,,
Classic,빛의 감시자,Rare,1,1,2,Minion,EX1_001,캐릭터가 하나 치유될 때마다 공격력을 +2 얻습니다.,,,,,,True,Erik Ko,빛의 감시자의 폭력성을 알아보기 위해 캐릭터를 치유해보겠습니다.,,,,
Classic,빛의 정령,Common,0,4,5,Minion,EX1_335,이 하수인의 공격력은 항상 생명력과 같습니다.,,Priest,Neutral,,,True,Daarken,빛의 대정령이 될 것이냐? 빛의 피조물이 될 것이냐?,,,,
Classic,뿌리 들기,,,,,Enchantment,EX1_178be,공격력 +5,,Druid,,,,,,,,,,
Classic,뿌리 들기,,,,,Spell,EX1_178b,공격력을 +5 얻습니다.,,Druid,Neutral,,,,,,,,,
Classic,뿌리 박기,,,,,Spell,EX1_178a,생명력 +5와 <b>도발</b> 능력을 얻습니다.,,Druid,Neutral,,,,,,,,,
Classic,뿌리 박기,,,,,Enchantment,EX1_178ae,생명력 +5 <b>도발</b>,,Druid,,,,,,,,,,
Classic,사냥개,,1,1,1,Minion,EX1_538t,<b>돌진</b>,Charge,Hunter,,,,,,,Beast,,,
Classic,사바나 사자,Rare,6,6,5,Minion,EX1_534,<b>죽음의 메아리:</b> 2/2 하이에나를 2마리 소환합니다.,Deathrattle,Hunter,,,,True,Milivoj Ceran,밀림에 사자가 없으면 하이에나가 왕이지요.,Beast,,,
Classic,사원 집행자,Common,6,6,6,Minion,EX1_623,<b>전투의 함성:</b>
아군 하수인 하나에게 생명력을 +3 부여합니다.,Battlecry,Priest,,,,True,Daren Bader,"집행"이라는 이름의 검을 강탈당하고 속세를 떠나 사원으로 들어왔기에 사원 집행자라는 이름을 갖게 되었답니다.,,,,
Classic,산악거인,Epic,8,12,8,Minion,EX1_105,내 손에 있는 다른 카드 1장당 비용이 (1)씩 감소합니다.,,,Neutral,,,True,Samwise,이 친구의 어머니 말로는 좀 통뼈라 커보이는 거랍니다.,,,,
Classic,새끼용,,1,1,1,Minion,EX1_116t,,,,,,,,,,Dragon,,,
Classic,새끼용,,1,1,1,Minion,ds1_whelptoken,,,,Neutral,,,,,,Dragon,,,
Classic,생각 훔치기,Common,,3,,Spell,EX1_339,상대편의 덱에서 카드를 2장 복사하여 내 손으로 가져옵니다.,,Priest,Neutral,,,True,Alex Garner,"오크에게 생각 훔치기를 쓰면 뭘 얻는지 알아? 돌.덩.어.리!" - 타우렌 농담,,,,
Classic,샨도의 가르침,,,,,Spell,EX1_573b,<b>도발</b> 능력이 있는 2/2 나무정령을 둘 소환합니다.,,Druid,Neutral,,,,,,,,,
Classic,선장 그린스킨,Legendary,5,5,4,Minion,NEW1_024,<b>전투의 함성:</b> 내 무기에 +1/+1을 부여합니다.,Battlecry,,,,,True,Dan Scott,그 말썽장이 아이들만 아니었다면 거대한 전함을 끌고 스톰윈드 항구로 쳐들어갈 뻔했습니다.,Pirate,True,,
Classic,섬광,Rare,,2,,Spell,EX1_544,모든 하수인이 <b>은신</b> 상태에서 벗어납니다. 적의 모든 <b>비밀</b>을 없앱니다. 카드를 1장 뽑습니다.,,Hunter,Neutral,,,True,Tyler Walpole,적의 모습을 드러낼 뿐만 아니라 파티의 분위기를 띄울 때도 좋습니다.,,,,
Classic,성난바람 하피,Common,4,6,5,Minion,EX1_033,<b>질풍</b>,Windfury,,Alliance,,,True,Luke Mancini,하피는 참 거슬리는 소리를 냅니다. 이보다 더 상냥하게 묘사할 순 없을 것 같네요.,,,,
Classic,성난태양 파수병,Rare,2,2,3,Minion,EX1_058,<b>전투의 함성:</b> 양옆의 하수인들에게 <b>도발</b>을 부여합니다.,Battlecry,,Alliance,,,True,James Ryman,방패를 가지고는 있지만 다른 이들에게 넘기고 자신은 숨어버리더군요.,,,,
Classic,성장,,,,,Enchantment,NEW1_038o,그룰이 커지는 중...,,,,,,,,,,,,
Classic,세나리우스,Legendary,5,9,8,Minion,EX1_573,<b>선택</b> - 내 다른 하수인들에게 +2/+2를 부여합니다. 또는 <b>도발</b> 능력이 있는 2/2 나무정령을 둘 소환합니다.,,Druid,Neutral,,,True,Alex Horley Orlandelli,반신반의하시나요? 네 이 친구 반신반인 맞습니다. 그래서인지 반신욕을 싫어한다더군요.,,True,,
Classic,소환의 문,Common,0,4,4,Minion,EX1_315,내 하수인들의 비용이 (2) 감소합니다. 단 (1)보다 낮아지진 않습니다.,Aura,Warlock,Neutral,,,True,Tyler Walpole,1 이하로는 안 내려간다고요! 헛수고하지 마세요!,,,,
Classic,속박 풀린 정령,Common,2,3,4,Minion,EX1_258,내가 <b>과부하</b> 카드를 1장 낼 때마다 +1/+1을 얻습니다.,,Shaman,Neutral,,,True,Matt Gaser,구속된 정령과 달리 속박 풀린 정령은 뜨거운 밤을 즐길 줄 압니다.,,,,
Classic,손상된 골렘,Common,2,1,1,Minion,skele21,,,,Neutral,,,,,,Mech,,,
Classic,수렁이끼괴물,Common,3,5,6,Minion,CS1_069,<b>도발</b>,Taunt,,Alliance,,,True,Monica Langlois,원래 이름은 수렁야수였지만 실제로는 야수가 아니라서 헷갈려하는 분들이 많았습니다. 그래서 더 예쁜 이름을 붙여줬죠.,,,,
Classic,수석땜장이 오버스파크,Legendary,3,3,3,Minion,EX1_083,<b>전투의 함성:</b> 다른 무작위 하수인 하나를 5/5 데빌사우루스 또는 1/1 다람쥐로 변신시킵니다.,Battlecry,,Alliance,,,True,Tom Baxa,데빌사우루스 대신 리치 왕으로 변신시킬 가능성이 조오오오오금 있습니다. 아주 조오오오오오금.,,True,,
Classic,수호자,Common,2,1,1,Minion,EX1_130a,,,Paladin,Neutral,,,,,,,,,
Classic,순수한 힘!,,,,,Enchantment,EX1_274e,능력치 증가,,Mage,,,,,,,,,,
Classic,숲의 수호자,Rare,2,4,4,Minion,EX1_166,<b>선택</b> - 피해를 2 줍니다. 또는 하수인 하나를 <b>침묵</b>시킵니다.,,Druid,Neutral,,,True,Gabor Szikszai,숲의 수호자라면서 왜 여태까지 나무정령을 일으키며 숲을 파괴했을까요?,,,,
Classic,숲의 영혼,Common,,4,,Spell,EX1_158,내 하수인들에게 "<b>죽음의 메아리:</b> 2/2 나무정령 하나 소환" 능력을 부여합니다.,,Druid,Neutral,,,True,Markus Erdt,식목일에 쓰면 더 좋습니다.,,,,
Classic,숲의 영혼,,,,,Enchantment,EX1_158e,죽음의 메아리: 2/2 나무정령 하나 소환,,Druid,,,,,,,,,,
Classic,스랄마 선견자,Common,2,3,3,Minion,EX1_021,<b>질풍</b>,Windfury,,Horde,,,True,Efrem Palacios,지금은 지옥불 반도에서 근무 중이지만 오그리마에 더 가까운 곳으로 배치되길 원합니다. 최소한 땅에서 불을 뿜지는 않은 곳으로요.,,,,
Classic,시린빛 예언자,Rare,2,3,3,Minion,EX1_103,<b>전투의 함성:</b> 다른 <b>모든</b> 멀록에게 생명력을 +2 부여합니다.,Battlecry,,Neutral,,,True,Arthur Gimaldinov,시린빛 멀록들은 심연의 나락 가장 깊은 곳에 삽니다. 즉 이들을 봤다는 것은 도망칠 곳도 없다는 뜻이죠.,Murloc,,,
Classic,시린빛 점쟁이,Rare,2,3,2,Minion,EX1_050,<b>전투의 함성:</b> 모든 플레이어가 카드를 2장 뽑습니다.,Battlecry,,Neutral,,,True,Steve Prescott,이들은 미래를 볼 수 있습니다. 미래에는 두 플레이어 모두 카드를 더 뽑게 될 거라는군요. 신통하네요.,Murloc,,,
Classic,시체먹기,,,,,Enchantment,tt_004o,공격력 증가,,,,,,,,,,,,
Classic,신성한 불꽃,Rare,,6,,Spell,EX1_624,피해를 $5 줍니다. 내 영웅이 생명력을 #5 회복합니다.,,Priest,,,,True,Miguel Coimbra,흑마법사의 생명력 흡수와 뭐가 다르냐고요?... 신... 신성 모독이다!,,,,
