TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,ATTACK,HEALTH,MECHANICS,INPLAYTEXT,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
+2 к атаке до конца хода.,Classic,Enchantment,EX1_046e,Закаленная сталь,,,,,,OneTurnEffect,,,,,,,,,,
Ваши существа получают способность <b>«Маскировка»</b> до вашего следующего хода.,Classic,Spell,EX1_128,Замаскировать,Neutral,Common,1,,,,,Rogue,,True,Steve Hui,Разбойники все время носят маски но они не в силах замаскировать собственные чувства. Как начнут жаловаться за жизнь – так ничем их не остановишь!,,,,
<b>Боевой клич:</b> ваше выбранное существо получает способность <b>«Божественный щит»</b>.,Classic,Minion,EX1_362,Заступник Авангарда,Neutral,Common,2,2,2,Battlecry,,Paladin,,True,Doug Alexander,«Я и не говорю что ты можешь уклониться от огненного шара. Но с моим щитом тебе это не понадобится.»,,,,
<b>Боевой клич:</b> Находящиеся по обе стороны существа получают способность <b>«Провокация»</b>.,Classic,Minion,EX1_058,Заступница син&sbquo;дорай,Alliance,Rare,2,2,3,Battlecry,,,,True,James Ryman,«Будь джентльменом подержи щит!»Андрей М. «Wishmaster»,,,,
,Classic,Minion,EX1_130a,Защитник,Neutral,Common,1,2,1,,,Paladin,,,,,,,,
<b>Боевой клич:</b> существа находящиеся по обе стороны получают +1/+1 и способность <b>«Провокация»</b>.,Classic,Minion,EX1_093,Защитник Аргуса,Alliance,Rare,4,2,3,Battlecry,,,,True,Alex Horley Orlandelli,Всем нужны защитники. Даже Аргусу.,,,,
Наносит $2 ед. урона всем существам противника.,Classic,Spell,NEW1_007a,Звездопад,,,,,,,,Druid,,,,,,,,
Наносит существу $5 ед. урона.,Classic,Spell,NEW1_007b,Звездопад,,,,,,,,Druid,,,,,,,,
<b>Выберите эффект:</b> наносит существу $5 ед. урона; или $2 ед. урона всем существам противника.,Classic,Spell,NEW1_007,Звездопад,,Rare,5,,,,,Druid,,True,Richard Wright,«Если вы встретили друида и заметили падающую звезду не загадывайте желание... Бегите!»Андрей М. «Wishmaster»,,,,
Ваш выбранный зверь получает +2 к атаке и <b>неуязвимость</b> до конца хода.,Classic,Spell,EX1_549,Звериный гнев,Neutral,Epic,1,,,,,Hunter,,True,Alex Horley Orlandelli,Безудержный гнев – лишь внешнее проявление чувств. Под ним скрывается дикая вспыльчивость и легкое недовольство.,,,,
+2 к атаке и <b>неуязвимость</b> до конца хода.,Classic,Enchantment,EX1_549o,Звериный гнев,,,,,,OneTurnEffect,,Hunter,,,,,,,,
Накладывает на выбранное существо эффект <b>немоты</b> и затем наносит ему $1 ед. урона.,Classic,Spell,EX1_245,Земной шок,Neutral,Common,1,,,Silence,,Shaman,,True,Kevin Chin,Почему это заклинание называется «Земной шок» а не «Азеротский шок»?,,,,
<b>Исступление:</b> +5 к атаке.,Classic,Minion,EX1_009,Злая курица,,Rare,1,1,1,Enrage,,,,True,Mike Sass,Нет зверя страшнее (или смешнее?) чем разъяренная курица.,,Beast,,
<b>Исступление:</b> ваше оружие получает +2 к атаке.,Classic,Minion,CS2_221,Зловещий кузнец,Horde,Common,5,4,6,Enrage,,,,True,Justin Sweet,Она выкует вам меч но сначала вам придется принести ей 5 железных слитков 3 частицы земли и скальп предыдущего покупателя.,,,,
<b>Боевой клич:</b> наносит 1 ед. урона выбранному существу. При этом существо получает +2 к атаке.,Classic,Minion,EX1_603,Злой надсмотрщик,Neutral,Common,2,2,2,Battlecry,,Warrior,,True,Phroilan Gardner,«Тебе нужно будет прийти на работу в воскресенье.»Злой надсмотрщик,,,,
<b>Секрет:</b> когда одно из ваших существ будет атаковано вы призываете на поле боя трех змей 1/1.,Classic,Spell,EX1_554,Змеиная ловушка,Neutral,Epic,2,,,Secret,,Hunter,,True,Bernie Kang,Змеи! Ну почему именно змеи...,,,,
,Classic,Minion,EX1_554t,Змея,Neutral,Common,0,1,1,,,Hunter,,,,,,Beast,,
+4 к атаке.,Classic,Spell,EX1_155a,Знак природы,Neutral,,,,,,,Druid,,,,,,,,
+4 к здоровью и способность <b>«Провокация»</b>.,Classic,Enchantment,EX1_155be,Знак природы,,,,,,,,Druid,,,,,,,,
Это существо получило +4 к атаке.,Classic,Enchantment,EX1_155ae,Знак природы,,,,,,,,Druid,,,,,,,,
<b>Выберите эффект:</b> существо получает +4 к атаке; или +4 к здоровью и <b>«Провокацию»</b>.,Classic,Spell,EX1_155,Знак природы,Neutral,Common,3,,,,,Druid,,True,Clint Langley,Друиды называют это заклинание «Знак природы». Все остальные называют его «пора принять ванну».,,,,
+4 к здоровью и способность <b>«Провокация»</b>.,Classic,Spell,EX1_155b,Знак природы,Neutral,,,,,,,Druid,,,,,,,,
Вы призываете на поле боя копию случайного существа из колоды противника.,Classic,Spell,EX1_345,Игры разума,Neutral,Epic,4,,,,,Priest,,True,Zoltan & Gabor,«Если в вашей колоде нет легендарных существ то стоит поискать их в колоде противника.»Сергей К. «Склиф»,,,,
В конце вашего хода вы берете карту Сна.,Classic,Minion,EX1_572,Изера,Neutral,Legendary,9,4,12,,,,,True,Gabor Szikszai,Изера правит царством Изумрудного Сна. Интересно есть ли там дорога из желтого кирпича?,True,Dragon,,
,Classic,Minion,DREAM_03,Изумрудный дракон,,,4,7,6,,,Dream,,,,,,Dragon,,
Призывает пламя Аззинота 2/1 каждый раз когда вы разыгрываете карту.,Classic,Minion,EX1_614,Иллидан Ярость Бури,Neutral,Legendary,6,7,5,,,,,True,Alex Horley Orlandelli,Брат Иллидана Малфурион заточил его под Хиджалом на десять тысяч лет. Кажется в их семье не любят прощать обиды.,True,Demon,,
Уничтожает любое существо которому нанесла урон.,Classic,Minion,EX1_170,Императорская кобра,Neutral,Rare,3,2,3,Poisonous,,,,True,Lars Grant-West,В Низине Шолазар водятся ужасные твари. Если вы собираетесь посетить это место не забудьте репеллент и латные доспехи.,,Beast,,
,Classic,Minion,EX1_tk34,Инфернал,Neutral,Common,6,6,6,,,Warlock,,,,,,Demon,,
<b>Секрет:</b> когда одно из ваших существ умирает вы возвращаете его на поле боя с 1 ед. здоровья.,Classic,Spell,EX1_136,Искупление,Neutral,Common,1,,,Secret,,Paladin,,True,Ittoku,Если вас только что воскресили из мертвых не стоит жаловаться на слабое здоровье.,,,,
,Classic,Weapon,EX1_383t,Испепелитель,,Legendary,5,5,,,,Paladin,3,,,,,,,
+2 к атаке от <i>Зловещего кузнеца</i>.,Classic,Enchantment,CS2_221e,Как бритва!,,,,,,,,,,,,,,,,
Атака увеличена.,Classic,Enchantment,tt_004o,Каннибализм,,,,,,,,,,,,,,,,
<b>Боевой клич:</b> ваше оружие получает +1/+1.,Classic,Minion,NEW1_024,Капитан Зеленямс,,Legendary,5,5,4,Battlecry,,,,True,Dan Scott,Он должен был вести исполинский корабль на Штормград но эти противные дети опять все испортили!,True,Pirate,,
Другие ваши пираты получают +1/+1.,Classic,Minion,NEW1_027,Капитан Южных морей,,Epic,3,3,3,Aura,,,,True,Ken Steacy,Когда-нибудь он награбит достаточно и закажет себе огромную капитанскую шляпу. Он к ним неравнодушен.,,Pirate,,
<b>Выберите эффект:</b> остальные ваши существа получают +2/+2; или призовите на поле боя двух древней 2/2 со способностью <b>«Провокация»</b>.,Classic,Minion,EX1_573,Кенарий,Neutral,Legendary,9,5,8,,,Druid,,True,Alex Horley Orlandelli,Да он действительно полубог. Нет он не носит рубашки.,True,,,
