SET,NAME,HEALTH,TYPE,ID,PLAYERCLASS,DURABILITY,RARITY,ATTACK,COST,TEXT,FACTION,MECHANICS,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
"Classic","心靈控制",,"Enchantment","EX1_tk31","Priest",,"Common",,,,"Neutral",Summoned,,,,,,,,
"Classic","心靈碎裂",,"Hero Power","EX1_625t2","Priest",,,,2,"<b>英雄能力</b>
造成3點傷害",,,,,,,,,,
"Classic","心靈鑽刺",,"Hero Power","EX1_625t","Priest",,,,2,"<b>英雄能力</b>
造成2點傷害",,,,,,,,,,
"Classic","思想竊取",,"Spell","EX1_339","Priest",,"Common",,3,"從你對手的牌堆中複製2張牌，並放到你的手牌裡","Neutral",,,True,"Alex Garner","「你對獸人施放思想竊取會偷到什麼?什麼都偷不到!」-牛頭人笑話",,,,
"Classic","惡毒的鐵匠",6,"Minion","CS2_221",,,"Common",4,5,"<b>狂怒:</b>使你的武器+2攻擊力","Horde",Enrage,"",True,"Justin Sweet","她願意幫你打造一把好劍，但是你必須先收集好5塊魔鋼錠、3顆大地微粒，以及她上一位顧客的頭皮。",,,,
"Classic","惡魔守衛",5,"Minion","EX1_301","Warlock",,"Rare",3,3,"<b>嘲諷</b>。<b>戰吼:</b>摧毀一顆你的法力水晶","Neutral",Battlecry|Taunt,,True,"John Polidora","是的，他會為你而戰。但是他會不太爽。",,"Demon",,
"Classic","惡魔火焰",,"Spell","EX1_596","Warlock",,"Common",,2,"對一個手下造成$2點傷害。若目標是友方惡魔，賦予它+2/+2","Neutral",,,True,"Ben Wootten","惡魔火焰跟一般的火一樣，除了它根本拍不熄救命啊啊啊啊!!!",,,,
"Classic","惡魔火焰",,"Enchantment","EX1_596e","Warlock",,"Common",,0,"這個惡魔獲得+2/+2","Neutral",,,,,,,,,
"Classic","感知惡魔",,"Spell","EX1_317","Warlock",,"Common",,3,"從你的牌堆中取出2張隨機惡魔並放到你的手牌中","Neutral",,,True,"Raven Mimura","通常惡魔看起來都很顯而易見，不太需要什麼法術來感知他們。",,,,
"Classic","憎惡體",4,"Minion","EX1_097",,,"Rare",4,5,"<b>嘲諷</b>。<b>死亡之聲:</b>對全部角色造成2點傷害","Neutral",Deathrattle|Taunt,,True,"Alex Horley Orlandelli","憎惡體喜歡新鮮的肉，跟在海灘上散步。",,,,
"Classic","憤怒",,"Spell","EX1_154","Druid",,"Common",,2,"<b>二選一:</b>對一個手下造成$3點傷害，或造成$1點傷害並抽一張牌","Neutral",,,True,"Raymond Swanland","棘齒城旅店裡的人都公認這張牌太強了，應該要是傳說級才對。",,,,
"Classic","憤怒",,"Spell","EX1_154b","Druid",,,,,"對一個手下造成$1點傷害。抽一張牌","Neutral",,,,,,,,,
"Classic","憤怒",,"Spell","EX1_154a","Druid",,,,,"對一個手下造成$3點傷害","Neutral",,,,,,,,,
"Classic","憤怒雞",1,"Minion","EX1_009",,,"Rare",1,1,"<b>狂怒:</b>+5攻擊力",,Enrage,,True,"Mike Sass","憤怒到極點的禽類是最可怕<b>(或最可笑)</b>的生物。",,"Beast",,
"Classic","懺悔",,"Enchantment","EX1_379e","Paladin",,,,,"生命值下降為1點",,,,,,,,,,
"Classic","懺悔",,"Spell","EX1_379","Paladin",,"Common",,1,"<b>秘密:</b>當你的對手打出手下時，將其生命值降為1點","Neutral",Secret,,True,"Gonzalo Ordonez","人們通常在生命結束的前一刻才會懺悔。真有意思。",,,,
"Classic","戈魯爾",7,"Minion","NEW1_038",,,"Legendary",7,8,"在每個回合結束時獲得+1/+1",,,"",True,"Kev Walker","他是『弒龍者』戈魯爾。其實他只是想要抱抱那些龍，並沒有真的想...",True,,,
"Classic","戰爭古樹",5,"Minion","EX1_178","Druid",,"Epic",5,7,"<b>二選一:</b>
+5攻擊力，或+5生命值及<b>嘲諷</b>","Neutral",,,True,"Sean O’Daniels","年輕的夜精靈喜歡玩「誰能讓戰爭古樹拔根?」被踩扁就算輸。",,,,
"Classic","戰鬥斧",,"Weapon","EX1_398t","Warrior",2,,2,1,,,,,,,,,,,
"Classic","戰鬥狂怒",,"Spell","EX1_392","Warrior",,"Common",,2,"抽牌，數量等於友方受傷角色的總數","Neutral",,,True,"Alex Horley Orlandelli","「你不會喜歡生氣時的我。」",,,,
"Classic","扭曲虛空",,"Spell","EX1_312","Warlock",,"Epic",,8,"摧毀全部手下","Neutral",,,True,"Dave Allsop","扭曲虛空是個沒有形體的地方，有著魔法、幻影及被摧毀的手下。",,,,
"Classic","技工大師歐沃斯巴克",3,"Minion","EX1_083",,,"Legendary",3,3,"<b>戰吼:</b>將另一個隨機手下變形為一隻5/5魔暴龍或1/1松鼠","Alliance",Battlecry,,True,"Tom Baxa","技工大師歐沃斯巴克差點就因為「鐵爐堡巨松鼠奔竄事件」而失去技工執照。",True,,,
"Classic","拉文霍德刺客",5,"Minion","CS2_161",,,"Rare",7,7,"<b>潛行</b>","Alliance",Stealth,,True,"Ralph Horsley","只要寄給他一個包裹，內含10000金幣跟一個名字，他就會幫你搞定。",,,,
"Classic","拔根",,"Spell","EX1_178b","Druid",,,,,"+5攻擊力","Neutral",,,,,,,,,
"Classic","拔根",,"Enchantment","EX1_178be","Druid",,,,,"+5攻擊力",,,,,,,,,,
"Classic","挫志咆哮",,"Enchantment","EX1_161o","Druid",,,,,"本回合這個手下-3攻擊力",,OneTurnEffect,,,,,,,,
"Classic","掠寶囤積者",1,"Minion","EX1_096",,,"Common",2,2,"<b>死亡之聲:</b>抽一張牌","Neutral",Deathrattle,,True,"Jim Nelson","不管怎樣，都一定要骰需求。",,,,
"Classic","提里奧·弗丁",6,"Minion","EX1_383","Paladin",,"Legendary",6,8,"<b>聖盾術</b>。<b>嘲諷</b>。<b>死亡之聲:</b>裝備5/3的灰燼使者","Neutral",Deathrattle|Divine Shield|Taunt,,True,"Brom","你沒聽過提里奧·弗丁主題曲的原因是...它根本不存在。",True,,,
"Classic","撕咬",,"Spell","EX1_570","Druid",,"Rare",,4,"賦予你的英雄4點護甲值及本回合內+4攻擊力","Neutral",,,True,"Tom Baxa","要咀嚼食物!",,,,
"Classic","撕咬",,"Enchantment","EX1_570e",,,,,,"本回合+4攻擊力",,OneTurnEffect,,,,,,,,
"Classic","放狗",,"Spell","EX1_538","Hunter",,"Common",,3,"召喚相當於敵方手下數量並有<b>衝鋒</b>的1/1獵犬",,,,True,"Linggar Bramanty","你每次打這張牌時，記得把牌的名稱大喊出來。",,,,
"Classic","救贖",,"Spell","EX1_136","Paladin",,"Common",,1,"<b>秘密:</b>當你的一個手下死亡時，使其復活並擁有1點生命值","Neutral",Secret,,True,"Ittoku","我一直搞不太清楚到底要救還是要贖。",,,,
"Classic","教派宗師",2,"Minion","EX1_595",,,"Common",4,4,"每當你其他的手下死亡，抽一張牌","Neutral",,"",True,"Raymond Swanland","雖然她是個邪惡的教派宗師，但她還是會每個星期固定和父母聯絡。",,,,
"Classic","日怒保衛者",3,"Minion","EX1_058",,,"Rare",2,2,"<b>戰吼:</b>賦予兩側的手下<b>嘲諷</b>","Alliance",Battlecry,,True,"James Ryman","她隨身攜帶盾牌，但只是為了在戰鬥中交給別人，好讓她能躲在後面。",,,,
"Classic","日行者",5,"Minion","EX1_032",,,"Rare",4,6,"<b>嘲諷</b>。<b>聖盾術</b>","Alliance",Divine Shield|Taunt,,True,"Andrea Uderzo","別緊張!她並沒有真的在太陽上面行走，只是經常在大太陽底下散步而已。",,,,
"Classic","星殞術",,"Spell","NEW1_007b","Druid",,,,,"對一個手下造成$5點傷害",,,,,,,,,,
"Classic","星殞術",,"Spell","NEW1_007a","Druid",,,,,"對全部敵方手下造成$2點傷害",,,,,,,,,,
"Classic","星殞術",,"Spell","NEW1_007","Druid",,"Rare",,5,"<b>二選一:</b>造成一個手下$5點傷害，或全部敵方手下$2點傷害",,,,True,"Richard Wright","天空要塌下來了嗎?是的，要塌下來了。",,,,
"Classic","智慧祝福",,"Enchantment","EX1_363e2","Paladin",,,,,"當這個手下進行攻擊，敵方玩家抽一張牌",,,,,,,,,,
"Classic","智慧祝福",,"Spell","EX1_363","Paladin",,"Common",,1,"選擇一個手下。每當它進行攻擊，抽一張牌",,,,True,"Chippy","顯然有了智慧，就會帶來「你大概應該每回合都進行攻擊」這樣的常識。",,,,
"Classic","智慧祝福",,"Enchantment","EX1_363e","Paladin",,,,,"當這個手下進行攻擊，祝福它的玩家抽一張牌",,,,,,,,,,
"Classic","暗影之焰",,"Spell","EX1_303","Warlock",,"Rare",,4,"摧毀一個友方手下，使全部敵方手下受到等同其攻擊力的傷害","Neutral",AffectedBySpellPower,,True,"Dave Kendall","對一個強大的手下施放暗影之焰是一件非常愉快的事!",,,,
"Classic","暗影形態",,"Spell","EX1_625","Priest",,"Epic",,3,"你的英雄能力改為造成2點傷害。已在暗影形態下則為3點傷害",,,,True,"Alex Horley Orlandelli","如果明亮的光線照射在暗影形態的牧師身上時，他們也會有影子嗎?",,,,
"Classic","暗影狂亂",,"Spell","EX1_334","Priest",,"Rare",,4,"控制一個攻擊力3點以下的敵方手下，直到回合結束","Neutral",,,True,"Mark Gibbons","你要怎麼合理化解釋都行，不管怎麼說，這樣做還是很卑鄙。",,,,
"Classic","暗影閃現",,"Spell","EX1_144","Rogue",,"Common",,0,"使一個友方手下返回你手上。它的消耗減少(2)點","Neutral",,,True,"Graven Tung","盜賊的舞團有時候會在表演結束時用暗影閃現退出。觀眾超愛他們這樣做。",,,,
"Classic","暮光之時",,"Enchantment","EX1_043e",,,,,,"生命值提高",,,,,,,,,,
"Classic","暮光飛龍",1,"Minion","EX1_043",,,"Rare",4,4,"<b>戰吼:</b>你的每一張手牌會使其獲得+1生命值","Neutral",Battlecry,,True,"Jaemin Kim","暮光飛龍是靠秘法能量為食。還有玉米餅。",,"Dragon",,
"Classic","暴怒",,"Enchantment","CS2_104e","Warrior",,,,,"+3/+3",,,,,,,,,,
"Classic","暴怒",,"Spell","CS2_104","Warrior",,"Common",,2,"賦予一個受傷的手下+3/+3","Neutral",,,True,"Jonboy Meyers","手下憤怒了。手下打打!",,,,
"Classic","暴風雪",,"Spell","CS2_028","Mage",,"Rare",,6,"對全部敵方手下造成$2點傷害並使其<b>凍結</b>","Neutral",Freeze,,True,"Chris Seaman","降下的暴雪有很強的娛樂作用。",,,,
"Classic","月火術",,"Spell","EX1_166a","Druid",,,,,"造成2點傷害","Neutral",,,,,,,,,
"Classic","有耐心的刺客",1,"Minion","EX1_522","Rogue",,"Epic",1,2,"<b>潛行</b>。摧毀任何被這個手下傷害的手下","Neutral",Poisonous|Stealth,"",True,"Ben Olson","他其實並非那麼有耐心。只是要花點時間才能等到有人走進他的攻擊範圍內。",,,,
"Classic","末日守衛",7,"Minion","EX1_310","Warlock",,"Rare",5,5,"<b>衝鋒</b>。<b>戰吼:</b>隨機捨棄兩張牌","Neutral",Battlecry|Charge,,True,"Lucas Graciano","召喚末日守衛很危險。一定會<b>有人</b>死。",,"Demon",,
"Classic","末日災厄",,"Spell","EX1_320","Warlock",,"Epic",,5,"對一個角色造成$2點傷害。若能殺死它，隨機召喚一個惡魔","Neutral",,,True,"Raymond Swanland","我對你的忠告就是，盡量遠離末日。",,,,
"Classic","末日錘",,"Weapon","EX1_567","Shaman",8,"Epic",2,5,"<b>風怒，超載:</b>(2)","Neutral",Windfury,,True,"John Polidora","奧格林·末日錘將這把傳說武器給了索爾。至於他的名字，完全是巧合。",,,,
"Classic","末日預言者",7,"Minion","NEW1_021",,,"Epic",0,2,"在你的回合開始時，摧毀全部手下",,,,True,"Alex Horley Orlandelli","他的預言好幾次都差點成真。他<b>非常肯定</b>的說大災變那次就是真正的末日。",,,,
"Classic","松鼠",1,"Minion","EX1_tk28",,,"Common",1,1,,"Neutral",,,,,,,"Beast",,
"Classic","森林之魂",,"Spell","EX1_158","Druid",,"Common",,4,"賦予你的手下「<b>死亡之聲:</b>召喚一個2/2樹人」","Neutral",,,True,"Markus Erdt","「造林」這個字眼忽然間變得恐怖了起來。",,,,
"Classic","森林之魂",,"Enchantment","EX1_158e","Druid",,,,,"死亡之聲:召喚一個2/2的樹人",,,,,,,,,,
"Classic","森林看守者",4,"Minion","EX1_166","Druid",,"Rare",2,4,"<b>二選一:</b>造成2點傷害，或<b>沉默</b>一個手下","Neutral",,,True,"Gabor Szikszai","這些傢伙一出現就開始做林木保育，連問都沒問。",,,,
"Classic","植根",,"Spell","EX1_178a","Druid",,,,,"+5生命值及<b>嘲諷</b>","Neutral",,,,,,,,,
"Classic","植根",,"Enchantment","EX1_178ae","Druid",,,,,"+5生命值及<b>嘲諷</b>",,,,,,,,,,
"Classic","樹人",2,"Minion","EX1_tk9","Druid",,"Common",2,1,"<b>衝鋒</b>。在回合結束時，摧毀這個手下","Neutral",Charge,,,,,,,,
"Classic","樹人",2,"Minion","EX1_573t","Druid",,,2,1,"<b>嘲諷</b>",,Taunt,,,,,,,,
"Classic","樹人",2,"Minion","EX1_158t","Druid",,,2,1,,"Neutral",,,,,,,,,
"Classic","歡笑之女",5,"Minion","DREAM_01","Dream",,,3,3,"無法被法術或英雄能力指定",,,"",,,,,,,
"Classic","正義之劍",,"Weapon","EX1_366","Paladin",5,"Epic",1,3,"每當你召喚手下，賦予該手下+1/+1，並使耐久度降低1點","Neutral",,,True,"Efrem Palacios","我任命你為沙朗牛排爵士!",,,,
"Classic","死亡之翼",12,"Minion","NEW1_030",,,"Legendary",12,10,"<b>戰吼:</b>摧毀全部其他手下並捨棄你的全部手牌",,Battlecry,,True,"Bernie Kang","原名叫奈薩里奧的死亡之翼原本是一頭高貴的龍，直到他失去理性並撕裂艾澤拉斯，最後還被擊殺。難道是因為單親問題嗎?",True,"Dragon",,
"Classic","殘酷的監工",2,"Minion","EX1_603","Warrior",,"Common",2,2,"<b>戰吼:</b>對一個手下造成1點傷害並賦予它+2攻擊力","Neutral",Battlecry,,True,"Phroilan Gardner","「我需要你星期天來加班。」-殘酷的監工",,,,
"Classic","殺啊啊啊!",,"Enchantment","NEW1_027e",,,,,,"南海船長賦予了+1/+1",,,,,,,,,,
"Classic","殺死米歐浩斯!",,"Enchantment","NEW1_029t",,,"Legendary",,,"本回合法術消耗為(0)點!",,,,,,,,,,
"Classic","毒蛇陷阱",,"Spell","EX1_554","Hunter",,"Epic",,2,"<b>秘密:</b>當你的一個手下受到攻擊時，召喚三條1/1的蛇","Neutral",Secret,,True,"Bernie Kang","為什麼一定得是蛇?",,,,
"Classic","比斯巨獸",7,"Minion","EX1_577",,,"Legendary",9,6,"<b>死亡之聲:</b>為你的對手召喚一個3/3芬克·恩霍爾","Neutral",Deathrattle,,True,"Glenn Rane","他住在黑石山裡。他吃地精。關於他的介紹差不多就這樣。",True,"Beast",,
"Classic","氣化",,"Spell","EX1_594","Mage",,"Rare",,3,"<b>秘密:</b>當一個手下攻擊你的英雄時，摧毀它","Neutral",Secret,,True,"Raymond Swanland","謠言說，大災變的起因是因為死亡之翼的對手打了這張牌，導致他輸了一場。我們已經無從得知真相。",,,,
"Classic","沉默",,"Spell","EX1_332","Priest",,"Common",,0,"<b>沉默</b>一個手下","Neutral",Silence,,True,"Zoltan & Gabor","適合對敵方施法者、在墓穴出現的邪惡巫妖和在黑鐵酒吧唱卡啦OK時使用。",,,,
"Classic","沒用的小鬼",1,"Minion","EX1_317t","Warlock",,"Common",1,1,"<i>你沒有惡魔了!不過至少一定有小鬼...</i>",,,,,,,,"Demon",,
"Classic","治療之環",,"Spell","EX1_621","Priest",,"Common",,0,"全部手下恢復#4點生命值",,,,True,"Daarken","其實它並不真的是個環。",,,,
"Classic","沼地蠕行者",6,"Minion","CS1_069",,,"Common",3,5,"<b>嘲諷</b>","Alliance",Taunt,,True,"Monica Langlois","原本牠叫沼澤獸，但是那會害人搞混，因為牠並不算野獸。結果呢，嘿，牠就有了新名字!",,,,
"Classic","法力之潮圖騰",3,"Minion","EX1_575","Shaman",,"Rare",0,3,"在你的回合結束時，抽一張牌","Neutral",,,True,"Scott Altmann","據說有些薩滿可以連續10次快速念完「漂浮圖騰」。",,"Totem",,
"Classic","法力怨靈",2,"Minion","EX1_616",,,"Rare",2,2,"全部手下的消耗增加(1)點","Neutral",Aura,,True,"Luca Zontini","他們會在晚上出現，偷吃剩下的法力水晶。嗯...好吃!",,,,
"Classic","法力暴食",,"Enchantment","NEW1_012o","Mage",,,,,"攻擊力提高",,,,,,,,,,
"Classic","法力龍鰻",3,"Minion","NEW1_012","Mage",,"Common",1,1,"每當你施放法術，獲得+1攻擊力",,,"",True,"Blizzard Cinematics","這些龍鰻會吸食秘法能量，雖然通常被認為是小麻煩而不是威脅，不過還是真心建議你不要把他們放在法力藥劑的附近。",,,,
"Classic","法術反制",,"Spell","EX1_287","Mage",,"Rare",,3,"<b>秘密:</b>當對手施展法術時，<b>反制</b>它","Neutral",Secret,,True,"Jason Chan","使用法術反制和沒使用反制法術的法師之間有什麼不同?沒使用反制法術的法師會被炎爆術直接打在臉上。",,,,
"Classic","法術扭曲者",3,"Minion","tt_010a","Mage",,"Epic",1,0,,,,,,,,,,,
"Classic","法術扭曲者",,"Spell","tt_010","Mage",,"Epic",,3,"<b>秘密:</b>當敵人對一個手下施放法術，召喚一個1/3手下成為新目標","Neutral",Secret,,True,"Gonzalo Ordonez","雖然攔截敵人的閃電箭很有趣，但法術扭曲者比較喜歡攔截對手的野性印記。這比較卑劣一點。而血精靈...好吧，他們是有點卑劣。",,,,
"Classic","注入",,"Enchantment","EX1_623e","Priest",,,,,"+3生命值",,,,,,,,,,
"Classic","海巨人",8,"Minion","EX1_586",,,"Epic",8,10,"戰場上其他的每一個手下使消耗減少(1)點","Neutral",,,True,"Svetlin Velinov","嗨!巨人!",,,,
"Classic","淬鍛",,"Enchantment","EX1_046e",,,,,,"本回合+2攻擊力",,OneTurnEffect,,,,,,,,
"Classic","深淵領主",6,"Minion","EX1_313","Warlock",,"Epic",5,4,"<b>戰吼:</b>對你的英雄造成5點傷害","Neutral",Battlecry,,True,"Glenn Rane","雖然瑪諾洛斯、瑪瑟里頓和布魯托魯斯都死了，不過深淵領主可多著呢。",,"Demon",,
"Classic","滋補術",,"Spell","EX1_164b","Druid",,,,,"抽3張牌","Neutral",,,,,,,,,
"Classic","滋補術",,"Spell","EX1_164a","Druid",,,,,"獲得2顆法力水晶","Neutral",,,,,,,,,
"Classic","滋補術",,"Spell","EX1_164","Druid",,"Rare",,5,"<b>二選一:</b>獲得2顆法力水晶，或抽3張牌","Neutral",,,True,"Terese Nielsen","德魯伊能透過許多東西攝取養分:自然之力、鳴禽之聲、巧克力蛋糕。",,,,
"Classic","準備",,"Enchantment","EX1_145o","Rogue",,,,,"你在本回合內施放的下一個法術消耗減少(3)點",,OneTurnEffect,,,,,,,,
"Classic","準備",,"Spell","EX1_145","Rogue",,"Epic",,0,"你在本回合內施放的下一個法術消耗減少(3)點","Neutral",,,True,"Clint Langley","「準備妥當」-盜賊的信條",,,,
"Classic","激勵",,"Enchantment","NEW1_025e",,,,,,"生命值提高",,,,,,,,,,
"Classic","灰燼使者",,"Weapon","EX1_383t","Paladin",3,"Legendary",5,5,,,,,,,,,,,
"Classic","炎爆術",,"Spell","EX1_279","Mage",,"Epic",,10,"造成$10點傷害","Neutral",,,True,"Luca Zontini","抽到這張牌以後，記得花點時間來發出邪惡的笑聲。",,,,
"Classic","炸雞勇者",2,"Minion","EX1_116",,,"Legendary",6,5,"<b>衝鋒</b>。<b>戰吼:</b>替你的對手召喚兩隻1/1幼龍","Alliance",Battlecry|Charge,,True,"Gabe from Penny Arcade","至少他有憤怒的炸雞可以吃。",True,,,
"Classic","烈焰小鬼",2,"Minion","EX1_319","Warlock",,"Common",3,1,"<b>戰吼:</b>對你的英雄造成3點傷害","Neutral",Battlecry,,True,"Alex Horley Orlandelli","小鬼喜歡身上冒火。他們就是喜歡。",,"Demon",,
"Classic","無縛的元素",4,"Minion","EX1_258","Shaman",,"Common",2,3,"每當你打出有<b>超載</b>的牌，便獲得+1/+1","Neutral",,,True,"Matt Gaser","不像受到束縛的元素，無縛的元素可以在晚上到鎮上逛街。",,,,
"Classic","無面操縱者",3,"Minion","EX1_564",,,"Epic",3,5,"<b>戰吼:</b>選擇一個手下並成為它的複製品","Neutral",Battlecry,,True,"Raymond Swanland","無面者是尤格薩倫的僕人，它們以恐懼為食。現在它們正在吞食你害怕不小心把好牌全分解掉的恐懼。",,,,
"Classic","煉獄!",,"Hero Power","EX1_tk33","Warlock",,,,2,"<b>英雄能力</b>
召喚一個6/6煉獄火","Neutral",,,,,,,,,
"Classic","煉獄火",6,"Minion","EX1_tk34","Warlock",,"Common",6,6,,"Neutral",,,,,,,"Demon",,
"Classic","照明彈",,"Spell","EX1_544","Hunter",,"Rare",,2,"全部手下失去<b>潛行</b>。摧毀全部敵方的<b>秘密</b>。抽一張牌","Neutral",,,True,"Tyler Walpole","這不只是能照出你敵人的行蹤，在派對上也很好用!",,,,
