SET,NAME,HEALTH,TYPE,ID,PLAYERCLASS,DURABILITY,RARITY,ATTACK,COST,TEXT,FACTION,MECHANICS,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,RACE,ELITE,HOWTOGET,HOWTOGETGOLD
Classic,心灵之火,,Spell,CS1_129,Priest,,Common,,1,使一个随从的攻击力等同于其生命值。,Neutral,,,True,Steve Prescott,“但是，真正的胜利，孩子——是鼓舞你的子民心中的斗志。”——泰瑞纳斯·米奈希尔,,,,
Classic,心灵之火,,Enchantment,CS1_129e,Priest,,,,,该随从的攻击力等同于其生命值。,,,,,,,,,,
Classic,心灵尖刺,,Hero Power,EX1_625t,Priest,,,,2,<b>英雄技能</b>造成2点伤害。,,,,,,,,,,
Classic,心灵碎裂,,Hero Power,EX1_625t2,Priest,,,,2,<b>英雄技能</b>造成3点伤害。,,,,,,,,,,
Classic,忏悔,,Spell,EX1_379,Paladin,,Common,,1,<b>奥秘：</b>当你的对手召唤一个随从，使该随从的生命值降为1。,Neutral,Secret,,True,Gonzalo Ordonez,忏悔总会在湮灭前一刻到来。多么奥妙。,,,,
Classic,忏悔,,Enchantment,EX1_379e,Paladin,,,,,生命值降为1。,,,,,,,,,,
Classic,怒火中烧,,Enchantment,EX1_607e,Warrior,,,,,+2攻击力。,,,,,,,,,,
Classic,怒火中烧,,Spell,EX1_607,Warrior,,Common,,0,对一个随从造成$1点伤害，该随从获得+2攻击力。,Neutral,,,True,Slawomir Maniak,吃得苦中苦，方为人上人。,,,,
Classic,思维窃取,,Spell,EX1_339,Priest,,Common,,3,复制对手的牌库中的两张牌，并将其置入你的手牌。,Neutral,,,True,Alex Garner,“人类喜欢说‘对牛弹琴’来形容白费功夫，哼，我们喜欢说‘对兽人使用思维窃取’！”——牛头人长者,,,,
Classic,恐怖海盗,3,Minion,NEW1_022,,,Common,3,4,<b>嘲讽</b>，你的武器每有1点攻击力，该牌的法力值消耗便减少（1）点。,,Taunt,,True,Trent Kaniuga,“呀”在海盗的行话中代表“你好啊，有钱人。”,Pirate,,,
Classic,恐狼前锋,2,Minion,EX1_162,,,Common,2,2,相邻的随从获得+1攻击力。,Neutral,AdjacentBuff|Aura,,True,John Dickenson,这支球队没有后卫。,Beast,,,
Classic,恩师的教诲,,Spell,EX1_573b,Druid,,,,,召唤两个2/2并具有<b>嘲讽</b>的树人。,Neutral,,,,,,,,,
Classic,恶毒铁匠,6,Minion,CS2_221,,,Common,4,5,<b>激怒：</b>你的武器获得+2攻击力。,Horde,Enrage,,True,Justin Sweet,她会为你代工一把好武器，但是你必须给她5个铁锭，3个土之微粒，以及她上一个顾客的头皮。,,,,
Classic,恶魔之火,,Enchantment,EX1_596e,Warlock,,Common,,0,该恶魔获得+2/+2。,Neutral,,,,,,,,,
Classic,恶魔之火,,Spell,EX1_596,Warlock,,Common,,2,对一个随从造成$2点伤害，如果该随从是友方恶魔，则改为使其获得+2/+2。,Neutral,,,True,Ben Wootten,恶魔之火和普通火焰没什么区别，除了它从来不会熄灭...救命！,,,,
Classic,恶魔卫士,5,Minion,EX1_301,Warlock,,Rare,3,3,<b>嘲讽</b>，<b>战吼：</b>摧毁你的一个法力水晶。,Neutral,Battlecry|Taunt,,True,John Polidora,没错，他会为你而战，但并非心甘情愿。,Demon,,,
Classic,感知恶魔,,Spell,EX1_317,Warlock,,Common,,3,从你的牌库中随机将2张恶魔牌置入你的手牌。,Neutral,,,True,Raven Mimura,一般说来，恶魔总是比较容易辨认的，不需要用一个法术来感知它们。,,,,
Classic,愤怒,,Spell,EX1_154b,Druid,,,,,对一个随从造成$1点伤害，抽一张牌。,Neutral,,,,,,,,,
Classic,愤怒,,Spell,EX1_154,Druid,,Common,,2,<b>抉择</b>：对一个随从造成$3点伤害；或者造成$1点伤害并抽一张牌。,Neutral,,,True,Raymond Swanland,棘齿城酒馆里的人们纷纷表示，这张牌太强了，应该是传说级别的。,,,,
Classic,愤怒,,Spell,EX1_154a,Druid,,,,,对一个随从造成$3点伤害。,Neutral,,,,,,,,,
Classic,愤怒的小鸡,1,Minion,EX1_009,,,Rare,1,1,<b>激怒：</b>+5攻击力。,,Enrage,,True,Mike Sass,没有什么野兽比一只彻底发疯的小鸡更加吓人（或者更加可笑）的了。,Beast,,,
Classic,憎恶,4,Minion,EX1_097,,,Rare,4,5,<b>嘲讽</b>，<b>亡语：</b>对所有角色造成2点伤害。,Neutral,Deathrattle|Taunt,,True,Alex Horley Orlandelli,憎恶喜欢享用新鲜的肉，以及在海滩上漫步。,,,,
Classic,战争古树,5,Minion,EX1_178,Druid,,Epic,5,7,<b>抉择</b>：+5攻击力；或者+5生命值并具有<b>嘲讽</b>。,Neutral,,,True,Sean O’Daniels,年轻的暗夜精灵们喜欢一种叫做“谁能让战争古树站起来”的游戏。如果在它起身的时候你被踩死了，你还是输了。,,,,
Classic,战利品贮藏者,1,Minion,EX1_096,,,Common,2,2,<b>亡语：</b>抽一张牌。,Neutral,Deathrattle,,True,Jim Nelson,全都点需求。,,,,
Classic,战斗怒火,,Spell,EX1_392,Warrior,,Common,,2,每有一个受伤的友方角色，便抽一张牌。,Neutral,,,True,Alex Horley Orlandelli,“你不会喜欢我生气的样子。”,,,,
Classic,战斧,,Weapon,EX1_398t,Warrior,2,,2,1,,,,,,,,,,,
Classic,扎根,,Spell,EX1_178a,Druid,,,,,+5生命值并具有<b>嘲讽</b>。,Neutral,,,,,,,,,
Classic,扎根,,Enchantment,EX1_178ae,Druid,,,,,+5生命值并具有<b>嘲讽</b>。,,,,,,,,,,
Classic,打磨,,Enchantment,CS2_146o,,,,,,+1耐久度。,,,,,,,,,,
Classic,扭曲虚空,,Spell,EX1_312,Warlock,,Epic,,8,消灭所有随从。,Neutral,,,True,Dave Allsop,扭曲虚空浩渺无际，充满着魔法、幻象和被放逐的生命体。,,,,
Classic,扰咒师,3,Minion,tt_010a,Mage,,Epic,1,0,,,,,,,,,,,
Classic,扰咒术,,Spell,tt_010,Mage,,Epic,,3,<b>奥秘：</b>当一个敌方法术以一个随从为目标时，召唤一个1/3的随从并使其成为新的目标。,Neutral,Secret,,True,Gonzalo Ordonez,虽然干扰敌人的闪电箭非常有意思，但是扰咒师更喜欢干扰对手使用野性印记。那种感觉会更卑鄙。至于血精灵...呃，他们只是稍微有点卑鄙而已。,,,,
Classic,护佑之力,,Enchantment,EX1_001e,,,,,,攻击力增加。,,,,,,,,,,
Classic,报警机器人,3,Minion,EX1_006,,,Rare,0,3,在你的回合开始时，随机将你的手牌中的一张随从牌与该随从交换。,,,,True,Sean O’Daniels,警报。警报。警报。,Mech,,,
Classic,拉文霍德刺客,5,Minion,CS2_161,,,Rare,7,7,<b>潜行</b>,Alliance,Stealth,,True,Ralph Horsley,把姓名和10000金币打包邮寄给他。剩下的他会帮你搞定。,,,,
Classic,拔根,,Enchantment,EX1_178be,Druid,,,,,+5攻击力。,,,,,,,,,,
Classic,拔根,,Spell,EX1_178b,Druid,,,,,+5攻击力。,Neutral,,,,,,,,,
Classic,持盾卫士,4,Minion,EX1_405,,,Common,0,1,<b>嘲讽</b>,Neutral,Taunt,,True,Carl Critchlow,你知道这个游戏里的盾牌都有多大吗？那可绝对不是轻松的差事。,,,,
Classic,挫志咆哮,,Enchantment,EX1_161o,Druid,,,,,在本回合中，该随从获得-3攻击力。,,OneTurnEffect,,,,,,,,
Classic,损坏的傀儡,1,Minion,skele21,,,Common,2,1,,Neutral,,,,,,Mech,,,
Classic,控心术,,Spell,EX1_345,Priest,,Epic,,4,随机复制对手的牌库中的一张随从牌，并将该随从置入战场。,Neutral,,,True,Zoltan & Gabor,有时候你会觉得，一切不过是场游戏。,,,,
Classic,提里奥·弗丁,6,Minion,EX1_383,Paladin,,Legendary,6,8,<b>圣盾</b>，<b>嘲讽</b>，<b>亡语：</b>装备一把5/3的灰烬使者。,Neutral,Deathrattle|Divine Shield|Taunt,,True,Brom,如果你还没听过《提里奥·弗丁主题曲》，那是因为它还没被谱写出来。,,True,,
Classic,撕咬,,Enchantment,EX1_570e,,,,,,在本回合中，获得+4攻击力。,,OneTurnEffect,,,,,,,,
Classic,撕咬,,Spell,EX1_570,Druid,,Rare,,4,使你的英雄获得4点护甲值，并在本回合中获得+4攻击力。,Neutral,,,True,Tom Baxa,一般说来，你不把嘴里的肉嚼完，是不舍得变回人形态的。,,,,
Classic,攻城车,4,Minion,EX1_102,,,Rare,1,3,在你的回合开始时，对一个随机敌人造成2点伤害。,Neutral,,,True,Raymond Swanland,攻城这件事一点儿也不好玩，而且通常还不怎么奏效，因为现在人人都有飞行坐骑。,Mech,,,
Classic,救赎,,Spell,EX1_136,Paladin,,Common,,1,<b>奥秘：</b>当一个你的随从死亡时，使其回到战场，并具有1点生命值。,Neutral,Secret,,True,Ittoku,救赎并非是从罪恶中得以解脱，而是对生活的彻底肯定，包括其中的痛苦、折磨和荒诞。,,,,
Classic,无羁元素,4,Minion,EX1_258,Shaman,,Common,2,3,每当你使用一张具有<b>过载</b>的牌，便获得+1/+1。,Neutral,,,True,Matt Gaser,无拘无束的它喜欢在灯红酒绿的城里度过每个夜晚。,,,,
Classic,无面操纵者,3,Minion,EX1_564,,,Epic,3,5,<b>战吼：</b>选择一个随从，成为它的复制。,Neutral,Battlecry,,True,Raymond Swanland,作为尤格萨隆的仆从，无面者们以人们的恐惧为食，而现在他们的菜谱中包括你对“不小心把好牌分解掉”的担心和忧虑。,,,,
Classic,日怒保卫者,3,Minion,EX1_058,,,Rare,2,2,<b>战吼：</b>使相邻的随从获得<b>嘲讽</b>。,Alliance,Battlecry,,True,James Ryman,她拿着一面盾牌，但也只有这样，她才能把它给别人，然后躲在后面。,,,,
Classic,星辰坠落,,Spell,NEW1_007,Druid,,Rare,,5,<b>抉择</b>：对一个随从造成$5点伤害；或者对所有敌方随从造成$2点伤害。,,,,True,Richard Wright,天塌下来了吗？是的。一点一点塌下来了。,,,,
Classic,星辰坠落,,Spell,NEW1_007b,Druid,,,,,对一个随从造成$5点伤害。,,,,,,,,,,
Classic,星辰坠落,,Spell,NEW1_007a,Druid,,,,,对所有敌方随从造成$2点伤害。,,,,,,,,,,
Classic,智慧祝福,,Enchantment,EX1_363e,Paladin,,,,,每当该随从进行攻击，对其施放祝福的玩家便抽一张牌。,,,,,,,,,,
Classic,智慧祝福,,Spell,EX1_363,Paladin,,Common,,1,选择一个随从，每当其进行攻击，便抽一张牌。,,,,True,Chippy,显然是智慧让他认清了这样一条真理：作为一个随从，每回合都要攻击才能体现其价值。,,,,
Classic,智慧祝福,,Enchantment,EX1_363e2,Paladin,,,,,每当该随从进行攻击，敌方玩家便抽一张牌。,,,,,,,,,,
Classic,暗影形态,,Spell,EX1_625,Priest,,Epic,,3,你的英雄技能变为“造成2点伤害”，如果已经处于暗影形态下：改为“造成3点伤害”。,,,,True,Alex Horley Orlandelli,当一道光亮照射在暗影牧师身上...他们的影子会投射在哪里？,,,,
Classic,暗影步,,Spell,EX1_144,Rogue,,Common,,0,将一个友方随从移回你的手牌，它的法力值消耗减少（2）点。,Neutral,,,True,Graven Tung,潜行者的攻击有如舞蹈，有时他们会以暗影步结束这一切。这不是什么终结技，只因为观众喜欢这样子。,,,,
Classic,暗影烈焰,,Spell,EX1_303,Warlock,,Rare,,4,消灭一个友方随从，对所有敌方随从造成等同于其攻击力的伤害。,Neutral,AffectedBySpellPower,,True,Dave Kendall,始于一个强大的随从，终于一场华丽的浩劫。多么有趣！,,,,
Classic,暗影狂乱,,Spell,EX1_334,Priest,,Rare,,4,直到回合结束，获得一个攻击力小于或等于3的敌方随从的控制权。,Neutral,,,True,Mark Gibbons,随你如何让它恢复理智，这个过程本身仍是件卑劣的事。,,,,
Classic,暮光审判,,Enchantment,EX1_043e,,,,,,生命值增加。,,,,,,,,,,
Classic,暮光幼龙,1,Minion,EX1_043,,,Rare,4,4,<b>战吼：</b>你每有一张手牌，便获得+1生命值。,Neutral,Battlecry,,True,Jaemin Kim,暮光幼龙以神秘能量为食，还吃玉米卷。,Dragon,,,
Classic,暴乱狂战士,4,Minion,EX1_604,Warrior,,Rare,2,3,每当一个随从受到伤害，便获得+1攻击力。,Neutral,,,True,Simon Bisley,在投身狂战士这份很有前途的工作之前，他是一个会计。,,,,
Classic,暴怒的狼人,3,Minion,EX1_412,,,Common,3,3,<b>激怒：</b>+1攻击力并具有<b>风怒</b>,Neutral,Enrage,,True,Alex Horley Orlandelli,如果他现在还是很愤怒，那就等到他平静下来。,,,,
Classic,暴风雪,,Spell,CS2_028,Mage,,Rare,,6,对所有敌方随从造成$2点伤害，并使其<b>冻结</b>。,Neutral,Freeze,,True,Chris Seaman,这不只是一张卡牌，更是一张招牌。,,,,
Classic,暴龙王克鲁什,8,Minion,EX1_543,Hunter,,Legendary,8,9,<b>冲锋</b>,Neutral,Charge,,True,Alex Horley Orlandelli,对付暴龙王克鲁什最好的办法就是让某个你讨厌的人站在你前面。,Beast,True,,
Classic,月火术,,Spell,EX1_166a,Druid,,,,,造成2点伤害。,Neutral,,,,,,,,,
Classic,末日守卫,7,Minion,EX1_310,Warlock,,Rare,5,5,<b>冲锋</b>，<b>战吼：</b>随机弃两张牌。,Neutral,Battlecry|Charge,,True,Lucas Graciano,召唤末日守卫有很大的风险。总得有人付出生命的代价。,Demon,,,
Classic,末日灾祸,,Spell,EX1_320,Warlock,,Epic,,5,对一个角色造成$2点伤害，如果末日灾祸杀死该角色，随机召唤一个恶魔。,Neutral,,,True,Raymond Swanland,福无双至，祸不单行。,,,,
Classic,末日预言者,7,Minion,NEW1_021,,,Epic,0,2,在你的回合开始时，消灭所有随从。,,,,True,Alex Horley Orlandelli,他的预言几乎都是准确的。他确信，大约会是在《大地的裂变》。,,,,
Classic,杀了米尔豪斯！,,Enchantment,NEW1_029t,,,Legendary,,,在本回合中，法术的法力值消耗为（0）点！,,,,,,,,,,
Classic,松鼠,1,Minion,EX1_tk28,,,Common,1,1,,Neutral,,,,,,Beast,,,
Classic,树人,2,Minion,EX1_tk9,Druid,,Common,2,1,<b>冲锋</b>，在回合结束时，消灭该随从。,Neutral,Charge,,,,,,,,
Classic,树人,2,Minion,EX1_573t,Druid,,,2,1,<b>嘲讽</b>,,Taunt,,,,,,,,
Classic,树人,2,Minion,EX1_158t,Druid,,,2,1,,Neutral,,,,,,,,,
Classic,格罗玛什·地狱咆哮,9,Minion,EX1_414,Warrior,,Legendary,4,8,<b>冲锋</b><b>激怒：</b>+6攻击力,Neutral,Charge|Enrage,,True,Glenn Rane,灰谷南方，来自地狱的咆哮还在回响。,,True,,
Classic,格鲁尔,7,Minion,NEW1_038,,,Legendary,7,8,在每个回合结束时，获得+1/+1。,,,,True,Kev Walker,人们叫他“屠龙者”格鲁尔。其实他只是想抱抱它们...他不是故意要...,,True,,
Classic,梦境,,Spell,DREAM_04,Dream,,,,0,使一个随从移回其拥有者的手牌。,,,,,,,,,,
Classic,欢笑的姐妹,5,Minion,DREAM_01,Dream,,,3,3,无法成为法术或英雄技能的目标。,,,,,,,,,,
Classic,死亡之翼,12,Minion,NEW1_030,,,Legendary,12,10,<b>战吼：</b>消灭所有其他随从，并弃掉你的手牌。,,Battlecry,,True,Bernie Kang,死亡之翼原本是高贵的巨龙奈萨里奥，他发疯之后制造了艾泽拉斯的大灾变，但最终被击败。子不教，父之过？,Dragon,True,,
Classic,毁灭之刃,,Weapon,EX1_133,Rogue,2,Rare,2,3,<b>战吼：</b>造成1点伤害。<b>连击：</b>改为造成2点伤害。,Neutral,Battlecry|Combo,,True,Daren Bader,当拉格纳罗斯还买不起萨弗拉斯的时候，他的武器正是毁灭之刃。,,,,
Classic,毁灭之锤,,Weapon,EX1_567,Shaman,8,Epic,2,5,<b>风怒，过载：</b>（2）,Neutral,Windfury,,True,John Polidora,奥格瑞姆·毁灭之锤将他的传奇武器赠与了萨尔。他的名字只是纯属巧合。,,,,
Classic,毒蛇陷阱,,Spell,EX1_554,Hunter,,Epic,,2,<b>奥秘：</b>当你的随从受到攻击时，召唤3条1/1的蛇。,Neutral,Secret,,True,Bernie Kang,蛇。为什么是蛇？,,,,
Classic,比斯巨兽,7,Minion,EX1_577,,,Legendary,9,6,<b>亡语：</b>为你的对手召唤1个3/3的芬克·恩霍尔。,Neutral,Deathrattle,,True,Glenn Rane,他住在黑石山。他吃侏儒。基本上就是这样。,Beast,True,,
Classic,沉默,,Spell,EX1_332,Priest,,Common,,0,<b>沉默</b>一个随从。,Neutral,Silence,,True,Zoltan & Gabor,专为施法者设计。施法者包括从墓地里钻出来的邪恶巫妖，也包括在黑铁酒吧里唱卡拉OK的麦霸。,,,,
Classic,治疗之环,,Spell,EX1_621,Priest,,Common,,0,为所有随从恢复#4点生命值。,,,,True,Daarken,神圣的象征。,,,,
Classic,沼泽爬行者,6,Minion,CS1_069,,,Common,3,5,<b>嘲讽</b>,Alliance,Taunt,,True,Monica Langlois,它以前被称作沼泽兽，但这个名字会让人迷惑，因为它根本不是野兽。,,,,
Classic,法力之潮图腾,3,Minion,EX1_575,Shaman,,Rare,0,3,在你的回合结束时，抽一张牌。,Neutral,,,True,Scott Altmann,据说，有些萨满能够以很快的速度连着说十遍“疼痛的图腾”。,Totem,,,
Classic,法力吸取,,Enchantment,NEW1_012o,Mage,,,,,攻击力增加。,,,,,,,,,,
Classic,法力怨魂,2,Minion,EX1_616,,,Rare,2,2,召唤所有随从的法力值消耗增加（1）点。,Neutral,Aura,,True,Luca Zontini,它们在晚上出没，吸食残余的法力水晶。“嗯...”它们发出这样的声音。,,,,
Classic,法力浮龙,3,Minion,NEW1_012,Mage,,Common,1,1,每当你施放一个法术，便获得+1攻击力。,,,,True,Blizzard Cinematics,这些法力浮龙以奥术能量为食。所以尽管这些捣蛋鬼不会成为真正的威胁，你也不应该让它们接近任何法术力源。,,,,
Classic,法术反制,,Spell,EX1_287,Mage,,Rare,,3,<b>奥秘：</b>当你的对手施放法术时，<b>反制</b>该法术。,Neutral,Secret,,True,Jason Chan,一个会法术反制的法师和一个不会法术反制的法师之间有什么区别？那个不会的法师被炎爆术炸了一脸。,,,,
Classic,海巨人,8,Minion,EX1_586,,,Epic,8,10,战场上每有一个其他随从，该牌的法力值消耗便减少（1）点。,Neutral,,,True,Svetlin Velinov,嗨，巨人！,,,,
Classic,淬火,,Enchantment,EX1_046e,,,,,,在本回合中，获得+2攻击力。,,OneTurnEffect,,,,,,,,
Classic,深渊领主,6,Minion,EX1_313,Warlock,,Epic,5,4,<b>战吼：</b>对你的英雄造成5点伤害。,Neutral,Battlecry,,True,Glenn Rane,或许玛诺洛斯、玛瑟里顿和布鲁塔卢斯都已经死了，但其实深渊领主还有很多很多。,Demon,,,
Classic,游学者周卓,4,Minion,EX1_100,,,Legendary,0,2,每当一个玩家施放一个法术，复制该法术，将其置入另一个玩家的手牌。,Neutral,,,True,Mark Zug,游学者周卓整理并分享有关潘达利亚大陆的轶事，但他最喜欢的故事，是乔伊和菲比一起外出旅行发生的事情。,,True,,
Classic,游荡小鬼,1,Minion,EX1_317t,Warlock,,Common,1,1,<i>你的恶魔用完了！但至少...还有小鬼。</i>,,,,,,,Demon,,,
Classic,滋养,,Spell,EX1_164,Druid,,Rare,,5,<b>抉择</b>：获得两个法力水晶；或者抽三张牌。,Neutral,,,True,Terese Nielsen,德鲁伊能够从很多地方获得精神上的滋养：自然的伟力；鸟儿的鸣唱；蛋糕的美味。,,,,
Classic,滋养,,Spell,EX1_164b,Druid,,,,,抽三张牌。,Neutral,,,,,,,,,
Classic,滋养,,Spell,EX1_164a,Druid,,,,,获得两个法力水晶。,Neutral,,,,,,,,,
Classic,火车王里诺艾,2,Minion,EX1_116,,,Legendary,6,5,<b>冲锋</b>，<b>战吼：</b>为你的对手召唤2只1/1的雏龙。,Alliance,Battlecry|Charge,,True,Gabe from Penny Arcade,至少他还有愤怒的小鸡。,,True,,
Classic,灰烬使者,,Weapon,EX1_383t,Paladin,3,Legendary,5,5,,,,,,,,,,,
Classic,灵魂虹吸,,Spell,EX1_309,Warlock,,Rare,,6,消灭一个随从，为你的英雄恢复#3点生命值。,Neutral,,,True,Tyler Walpole,你最好避免虹吸自己的灵魂，这样会造成一些很奇怪的死循环。,,,,
Classic,炎爆术,,Spell,EX1_279,Mage,,Epic,,10,造成$10点伤害。,Neutral,,,True,Luca Zontini,抽到这张牌的时候，发出一阵邪恶的狂笑吧。,,,,
Classic,炎魔之王拉格纳罗斯,8,Minion,EX1_298,,,Legendary,8,8,无法攻击，在你的回合结束时，对一个随机敌人造成8点伤害。,Neutral,,,True,Greg Staples,拉格纳罗斯是由黑铁矮人召唤出来的，而这些矮人最终也成为了火焰领主的奴隶。所以召唤拉格纳罗斯往往得不到你想要的结果。,,True,,
Classic,烈日行者,5,Minion,EX1_032,,,Rare,4,6,<b>嘲讽</b>，<b>圣盾</b>。,Alliance,Divine Shield|Taunt,,True,Andrea Uderzo,她不是真的能够在太阳上行走。这只是个名称，别担心！,,,,
Classic,烈焰小鬼,2,Minion,EX1_319,Warlock,,Common,3,1,<b>战吼：</b>对你的英雄造成3点伤害。,Neutral,Battlecry,,True,Alex Horley Orlandelli,小鬼们喜欢引火上身。它们就是喜欢。,Demon,,,
