SET,NAME,TEXT,RARITY,COST,TYPE,ID,MECHANICS,FACTION,HEALTH,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
"Classic","Desarraigar","+5 p. de ataque.",,,"Spell","EX1_178b",,"Neutral",,,,"Druid",,,,,,,,
"Classic","Descarga de relámpagos","Inflige $3 p. de daño. <b>Sobrecarga:</b> (1)","Common",1,"Spell","EX1_238",,"Neutral",,,,"Shaman",,True,"Daarken","¡Relámpagos! ¡Relámpagos! ¡Relámpagos!",,,,
"Classic","Desenfreno","+3/+3.",,,"Enchantment","CS2_104e",,,,,,"Warrior",,,,,,,,
"Classic","Desenfreno","Otorga +3/+3 a un esbirro dañado.","Common",2,"Spell","CS2_104",,"Neutral",,,,"Warrior",,True,"Jonboy Meyers","¡Esbirro machaca!",,,,
"Classic","Despedazamiento mental","<b>Poder de héroe</b>
Inflige 3 p. de daño.",,2,"Hero Power","EX1_625t2",,,,,,"Priest",,,,,,,,
"Classic","Déspota del templo","<b>Grito de batalla:</b> Otorga +3 p. de salud a un esbirro amistoso.","Common",6,"Minion","EX1_623",Battlecry,,6,,6,"Priest",,True,"Daren Bader","Se saca un sobresueldo trabajando de portero en la taberna del Cerdo Borracho.",,,,
"Classic","Diablillo",,"Rare",1,"Minion","EX1_598",,"Neutral",1,,1,,,,,,,"Demon",,
"Classic","Diablillo de llamas","<b>Grito de batalla:</b> Inflige 3 p. de daño a tu héroe.","Common",1,"Minion","EX1_319",Battlecry,"Neutral",2,,3,"Warlock",,True,"Alex Horley Orlandelli","¡Diablillo a domicilio!",,"Demon",,
"Classic","Diablillo inútil","<i>¡Se te han acabado los demonios! Al menos siempre quedarán los diablillos...</i>","Common",1,"Minion","EX1_317t",,,1,,1,"Warlock",,,,,,"Demon",,
"Classic","Diablillo sangriento","<b>Sigilo</b>. Al final de tu turno otorga +1 p. de salud a otro esbirro amistoso aleatorio.","Common",1,"Minion","CS2_059",Stealth,"Neutral",1,"",0,"Warlock",,True,"Bernie Kang","¡Esto no estaba en su contrato!",,"Demon",,
"Classic","Diablo de polvo","<b>Viento Furioso</b>. <b>Sobrecarga:</b> (2)","Common",1,"Minion","EX1_243",Windfury,"Neutral",1,,3,"Shaman",,True,"Raymond Swanland","Entre los diablos de polvo las águilas los gólems de la cosecha y los piratas los Páramos de Poniente han perdido mucho últimamente.",,,,
"Classic","Disipación en masa","<b>Silencia</b> a todos los esbirros enemigos. Roba una carta.","Rare",4,"Spell","EX1_626",Silence,,,,,"Priest",,True,"Sean O'Daniels","Disipa beneficios poderes esperanzas y sueños.",,,,
"Classic","Disipar","<b>Silencia</b> a un esbirro.",,,"Spell","EX1_166b",Silence,"Neutral",,,,"Druid",,,,,,,,
"Classic","Disparo de francotirador","<b>Secreto:</b> Cuando tu oponente juega un esbirro le inflige $4 p. de daño.","Common",2,"Spell","EX1_609",Secret,"Neutral",,,,"Hunter",,True,"Lorenzo Minaca","Un buen francotirador da en la diana... Y si esa diana es un jugoso lomo de jabalí mejor que mejor.",,,,
"Classic","Disparo explosivo","Inflige $5 p. de daño a un esbirro y $2 p. de daño a los esbirros adyacentes.","Rare",5,"Spell","EX1_537",,"Neutral",,,,"Hunter",,True,"Tom Baxa","Apunta dispara y corre.",,,,
"Classic","Disparo mortal","Destruye un esbirro enemigo aleatorio.","Common",3,"Spell","EX1_617",,"Neutral",,,,"Hunter",,True,"Steve Prescott","La precisión no es una cualidad muy valorada entre los Mok'nathal pero la letalidad es indispensable.",,,,
"Classic","Draco azur","<b>+1 p. de daño con hechizos</b>. <b>Grito de batalla:</b> Roba una carta.","Rare",5,"Minion","EX1_284",Battlecry|Spellpower,"Neutral",4,,4,,,True,"Ben Zhang","Mucha gente los llama dracos "azules" pero no tiene el mismo prestigio.",,"Dragon",,
"Classic","Draco Crepuscular","<b>Grito de batalla:</b> Obtiene +1 p. de salud por cada carta que tengas en tu mano.","Rare",4,"Minion","EX1_043",Battlecry,"Neutral",1,,4,,,True,"Jaemin Kim","Los dracos Crepusculares se alimentan de energía mística. Y de gnomos.",,"Dragon",,
"Classic","Draco esmeralda",,,4,"Minion","DREAM_03",,,6,,7,"Dream",,,,,,"Dragon",,
"Classic","Dracohalcón joven","<b>Viento Furioso</b>","Common",1,"Minion","CS2_169",Windfury,"Horde",1,,1,,,True,"Greg Hildebrandt","Dan nombre a los Dracohalcones los deportistas de élite de Cima del Trueno.",,"Beast",,
"Classic","Dragón feérico","No puede ser objetivo de hechizos ni de poderes de héroe.","Common",2,"Minion","NEW1_023",,,2,,3,,,True,"Samwise","Es adorable inmune a la magia y barato de mantener. ¡Es la mascota perfecta!",,"Dragon",,
"Classic","Druida de la Zarpa","<b>Elige una:</b> <b>Cargar</b> o bien + 2 p. de salud y <b>Provocar</b>.","Common",5,"Minion","EX1_165",,"Neutral",4,,4,"Druid",,True,"Luca Zontini","¿Gato u oso? ¡¿Gato u oso?! ¡Decisiones! ¡Decisiones!",,,,
"Classic","Druida de la Zarpa","<b>Provocar</b>","Common",5,"Minion","EX1_165t2",Taunt,,6,,4,"Druid",,,,,,"Beast",,
"Classic","Druida de la Zarpa","<b>Cargar</b>","Common",5,"Minion","EX1_165t1",Charge,,4,,4,"Druid",,,,,,"Beast",,
"Classic","Edwin VanCleef","<b>Combo:</b> Obtiene +2/+2 por cada carta que se haya jugado en este turno.","Legendary",3,"Minion","EX1_613",Combo,"Neutral",2,,2,"Rogue",,True,"Efrem Palacios","Lideraba a los albañiles que reconstruyeron Ventormenta y cuando los nobles se negaron a pagarle fundó la Hermandad Defias para en fin <i>deconstruir</i> Ventormenta.",True,,,
"Classic","El Caballero Negro","<b>Grito de batalla:</b> Destruye a un esbirro enemigo con <b>Provocar</b>.","Legendary",6,"Minion","EX1_002",Battlecry,,5,,4,,,True,"Alex Horley Orlandelli","No es más que un arañazo.",True,,,
"Classic","Elemental de Escarcha","<b>Grito de batalla:</b> <b>Congela</b> a un personaje.","Common",6,"Minion","EX1_283",Battlecry|Freeze,"Neutral",5,,5,,,True,"Dan Scott","Esto es lo que resulta al fusionar un elemental de agua y un elemental de hielo.",,,,
"Classic","Elemental de tierra","<b>Provocar</b>. <b>Sobrecarga:</b> (3)","Epic",5,"Minion","EX1_250",Taunt,"Neutral",8,,7,"Shaman",,True,"Dan Scott","La roca es más fuerte que la espada... ¿o eso era la pluma?",,,,
"Classic","Elemental desatado","Cuando juegas una carta con <b>Sobrecarga</b> obtiene +1/+1.","Common",3,"Minion","EX1_258",,"Neutral",4,,2,"Shaman",,True,"Matt Gaser","A los elementales desatados les va la marcha.",,,,
"Classic","Embate","Inflige $2 p. de daño a un esbirro. Si sobrevive roba una carta.","Common",2,"Spell","EX1_391",,"Neutral",,,,"Warrior",,True,"E.M. Gist",""Dun da dun dun da dun": si oyes cantar eso a un ogro ya es demasiado tarde.",,,,
"Classic","Embate con escudo","Inflige 1 p. de daño a un esbirro por cada punto de armadura que tengas.","Epic",1,"Spell","EX1_410",AffectedBySpellPower,"Neutral",,,,"Warrior",,True,"Raymond Swanland",""¿Qué arma es mejor? ¿La afilada que tus enemigos se esperan o la roma que desconocen?" - El arte del guerrero capítulo 9",,,,
"Classic","Embozado","En sigilo hasta el siguiente turno.",,,"Enchantment","EX1_128e",,,,,,"Rogue",,,,,,,,
"Classic","Embozo","Otorga <b>Sigilo</b> a tus esbirros hasta tu siguiente turno.","Common",1,"Spell","EX1_128",,"Neutral",,,,"Rogue",,True,"Steve Hui","¡Todo su gozo en un embozo!",,,,
"Classic","Empacho de maná","Ataque aumentado.",,,"Enchantment","NEW1_012o",,,,,,"Mage",,,,,,,,
"Classic","Enano Hierro Negro","<b>Grito de batalla:</b> Otorga a un esbirro +2 p. de ataque este turno.","Common",4,"Minion","EX1_046",Battlecry,"Alliance",4,,4,,,True,"Scott Hampton","No te sorprendas de su mal genio tienen que pasarse el día fundiendo mena de hierro negro...",,,,
"Classic","Engendro de luz","El ataque de este esbirro siempre es igual a su salud.","Common",4,"Minion","EX1_335",,"Neutral",5,,0,"Priest",,True,"Daarken","¿Y estos en qué plano elemental viven?",,,,
"Classic","Enraizado","+5 p. de salud y <b>Provocar</b>.",,,"Spell","EX1_178a",,"Neutral",,,,"Druid",,,,,,,,
"Classic","Enraizado","+5 p. de salud y <b>Provocar</b>.",,,"Enchantment","EX1_178ae",,,,,,"Druid",,,,,,,,
"Classic","Enseñanzas antiguas","Roba 2 cartas.",,,"Spell","NEW1_008a",,,,,,"Druid",,,,,,,,
"Classic","Enseñanzas del Kirin Tor","<b>+1 p. de daño con hechizos</b>.",,,"Enchantment","EX1_584e",,,,,,,,,,,,,,
"Classic","Equipado","Ataque aumentado.",,,"Enchantment","NEW1_037e",,,,,,,,False,,,,,,
"Classic","Eremita Cho","Cada vez que un jugador lanza un hechizo coloca una copia en la mano del otro jugador.","Legendary",2,"Minion","EX1_100",,"Neutral",4,"",0,,,True,"Mark Zug","El eremita Cho registra y conserva la historia del continente de Pandaria pero lo que más le gusta en el mundo es conducir a bandas de aventureros a una muerte segura.",True,,,
"Classic","Escudera Argenta","<b>Escudo divino</b>","Common",1,"Minion","EX1_008",Divine Shield,"Alliance",1,,1,,,True,"Zoltan & Gabor",""El alba se avecina ahora empieza mi guardia". - El juramento del Alba Argenta",,,,
"Classic","Escudero",,"Common",1,"Minion","CS2_152",,"Alliance",2,,2,,,,,,,,,
"Classic","Espada de Justicia","Cada vez que invocas a un esbirro el esbirro obtiene +1/+1 y esta arma pierde 1 p. de durabilidad.","Epic",3,"Weapon","EX1_366",,"Neutral",,,1,"Paladin",5,True,"Efrem Palacios","Parece digna de un ángel.",,,,
"Classic","Espíritu ancestral","<b>Último aliento:</b> Vuelve a invocar a este esbirro.",,,"Enchantment","CS2_038e",,,,,,"Shaman",,,,,,,,
"Classic","Espíritu ancestral","Otorga a un esbirro: "<b>Último aliento:</b> Vuelve a invocar a este esbirro".","Rare",2,"Spell","CS2_038",,"Neutral",,,,"Shaman",,True,"Zoltan & Gabor","Solo fue una herida superficial.",,,,
"Classic","Espíritu de lobo","<b>Provocar</b>","Rare",2,"Minion","EX1_tk11",Taunt,"Neutral",3,,2,"Shaman",,,,,,,,
"Classic","Espíritu feral","Invoca dos espíritus de lobo 2/3 con <b>Provocar</b>. <b>Sobrecarga:</b> (2)","Rare",3,"Spell","EX1_248",,"Neutral",,,,"Shaman",,True,"Clint Langley","Los espíritus de lobo son como lobos normales pero transparentes.",,,,
"Classic","Eviscerar","Inflige $2 p. de daño. <b>Combo:</b> Inflige $4 p. de daño.","Common",2,"Spell","EX1_124",Combo,"Neutral",,,,"Rogue",,True,"Ariel Olivetti","El coste de la carta no incluye la factura de la tintorería (se tarda una eternidad en quitar la sangre de las armaduras de cuero).",,,,
"Classic","Favor del semidiós","Otorga +2/+2 a tus otros esbirros.",,,"Spell","EX1_573a",,"Neutral",,,,"Druid",,,,,,,,
"Classic","Favor del semidiós","+2/+2.",,,"Enchantment","EX1_573ae",,"Neutral",,,,"Druid",,,,,,,,
"Classic","Favor divino","Roba cartas hasta que tengas tantas cartas en tu mano como tu oponente.","Rare",3,"Spell","EX1_349",,"Neutral",,,,"Paladin",,True,"Lucas Graciano","Robar es humano ¡pero sienta divino!",,,,
"Classic","Fervor","Ataque aumentado.",,,"Enchantment","EX1_001e",,,,,,,,,,,,,,
"Classic","Finkle Einhorn",,"Legendary",2,"Minion","EX1_finkle",,"Neutral",3,,3,,,,,,True,,,
"Classic","Forjadora de armaduras","Tu héroe obtiene 1 p. de armadura cada vez que un esbirro amistoso recibe daño.","Rare",2,"Minion","EX1_402",,"Neutral",4,"",1,"Warrior",,True,"Greg Hildebrandt","¡Acepta fondos de hermandad a cambio de las reparaciones!",,,,
"Classic","Forma de las Sombras","Tu poder de héroe se convierte en "Inflige 2 p. de daño". Si ya estás en Forma de las Sombras: 3 p. de daño.","Epic",3,"Spell","EX1_625",,,,,,"Priest",,True,"Alex Horley Orlandelli","¿Proyectan sombra los sacerdotes en Forma de las Sombras?",,,,
"Classic","Forma de oso","+2 p. de salud y <b>Provocar</b>.","Common",,"Spell","EX1_165b",,"Neutral",,,,"Druid",,,,,,,,
"Classic","Forma felina","<b>Cargar</b>","Common",,"Spell","EX1_165a",,"Neutral",,,,"Druid",,,,,,,,
"Classic","Fuego de Alexstrasza","Salud establecida en 15 p.",,,"Enchantment","EX1_561e",,,,,,,,,,,,,,
"Classic","Fuego demoníaco","Este demonio tiene +2/+2.","Common",0,"Enchantment","EX1_596e",,"Neutral",,,,"Warlock",,,,,,,,
"Classic","Fuego demoníaco","Inflige $2 p. de daño a un esbirro. Si el objetivo es un demonio amistoso en lugar de dañarlo le otorga +2/+2.","Common",2,"Spell","EX1_596",,"Neutral",,,,"Warlock",,True,"Ben Wootten","El Fuego demoníaco es como cualquier otro fuego ¡salvo que NUNCA DEJA DE ARDER! ¡AYUDA!",,,,
"Classic","Fuego fatuo",,"Common",0,"Minion","CS2_231",,"Neutral",1,,1,,,True,"Malcolm Davis","Parecen inofensivos pero con unos cuantos se puede hacer saltar por los aires a un señor eredar enorme.",,,,
"Classic","Fuego interno","Cambia el ataque de un esbirro para que sea igual a su salud.","Common",1,"Spell","CS1_129",,"Neutral",,,,"Priest",,True,"Steve Prescott","Mucho mejor que el fuego externo.",,,,
"Classic","Fuego interno","El ataque de este esbirro es igual a su salud.",,,"Enchantment","CS1_129e",,,,,,"Priest",,,,,,,,
"Classic","Fuego lunar","Inflige 2 p. de daño.",,,"Spell","EX1_166a",,"Neutral",,,,"Druid",,,,,,,,
"Classic","Fuego Sagrado","Inflige $5 p. de daño. Restaura #5. de salud a tu héroe.","Rare",6,"Spell","EX1_624",,,,,,"Priest",,True,"Miguel Coimbra","Donde hay Fuego Sagrado hay Humo Sagrado.",,,,
"Classic","Fuerza completa","Este esbirro tiene +2 p. de ataque.",,,"Enchantment","CS2_181e",,,,,,,,,,,,,,
"Classic","Fuerza de la Naturaleza","Invoca tres antárboles 2/2 con <b>Cargar</b> que mueren al final del turno.","Epic",6,"Spell","EX1_571",,"Neutral",,,,"Druid",,True,"Trevor Jacobs",""¡Menuda siesta me voy a echar a la sombra de estos chopos! ... ¡AAAAAAAAH!" - Burbujillo el gnomo desgraciado",,,,
"Classic","Furia sangrienta",,,3,"Weapon","EX1_323w",,,,,3,"Warlock",8,,,,,,,
"Classic","Gerifalte Defias","<b>Combo:</b> Invoca a un bandido Defias 2/1.","Common",2,"Minion","EX1_131",Combo,"Neutral",2,,2,"Rogue",,True,"Dany Orizio","Ahora que lo dice es verdad que Arroyo de la Luna pertenece a los Defias...",,,,
"Classic","Gigante de mar","Cuesta (1) cristal menos por cada esbirro adicional en el campo de batalla.","Epic",10,"Minion","EX1_586",,"Neutral",8,,8,,,True,"Svetlin Velinov","Es la mar de salado.",,,,
"Classic","Gigante fundido","Cuesta (1) cristal menos por cada punto de daño que haya recibido tu héroe.","Epic",20,"Minion","EX1_620",,,8,,8,,,True,"Glenn Rane","Es muy fogoso.",,,,
"Classic","Gigante montés","Cuesta (1) cristal menos por cada carta adicional que tengas en tu mano.","Epic",12,"Minion","EX1_105",,"Neutral",8,,8,,,True,"Samwise","No está gordo es que es bajo para su peso.",,,,
"Classic","Gnoll","<b>Provocar</b>",,2,"Minion","NEW1_040t",Taunt,,2,,2,,,,,,,,,
"Classic","Gnomo paria","<b>Último aliento:</b> Inflige 2 p. de daño al héroe enemigo.","Common",1,"Minion","EX1_029",Deathrattle,"Neutral",1,,2,,,True,"Glenn Rane","¡Dale un abrazo!",,,,
"Classic","Gólem Arcano","<b>Cargar</b>. <b>Grito de batalla:</b> Da un cristal de maná a tu oponente.","Rare",3,"Minion","EX1_089",Battlecry|Charge,"Neutral",2,,4,,,True,"Sedhayu Ardian","EL PORTACAJAS HA LLEGADO.",,,,
"Classic","Gólem dañado",,"Common",1,"Minion","skele21",,"Neutral",1,,2,,,,,,,"Mech",,
"Classic","Gólem de la cosecha","<b>Último aliento:</b> Invoca un gólem dañado 2/1.","Common",3,"Minion","EX1_556",Deathrattle,"Neutral",3,,2,,,True,"Brian Despain",""Tu gólem ha dejado de funcionar. ¿Deseas enviar información a Gnomeregan para solucionar el problema?"",,"Mech",,
"Classic","Golpe mortal","Inflige $4 p. de daño. Si tienes 12 p. de salud o menos infliges $6 p. de daño.","Rare",4,"Spell","EX1_408",,"Neutral",,,,"Warrior",,True,"Zoltan & Gabor",""Si solo usas una facultad que sea Golpe mortal". - El código de los guerreros línea 6",,,,
"Classic","Gracia de Elune","Salud aumentada.",,,"Enchantment","EX1_004e",,,,,,,,,,,,,,
"Classic","Grito de orden","La salud de tus esbirros no puede bajar de 1 p. este turno.",,,"Enchantment","NEW1_036e2",OneTurnEffect,,,,,"Warrior",,,,,,,,
"Classic","Grito de orden","La salud no puede bajar de 1 p. este turno.",,,"Enchantment","NEW1_036e",OneTurnEffect,,,,,"Warrior",,,,,,,,
"Classic","Grito de orden","La salud de tus esbirros no puede bajar de 1 p. este turno. Roba una carta.","Rare",2,"Spell","NEW1_036",,,,,,"Warrior",,True,"Wayne Reynolds",""¡NO TE OIGO!" - Instructor de guerreros",,,,
"Classic","Grommash Grito Infernal","<b>Cargar</b>.
<b>Enfurecer:</b> +6 p. de ataque.","Legendary",8,"Minion","EX1_414",Charge|Enrage,"Neutral",9,,4,"Warrior",,True,"Glenn Rane","Grommash bebió la sangre demoníaca de Mannoroth condenando a los orcos a tener piel verde y desatando el primer escándalo de dopaje de Azeroth.",True,,,
"Classic","Gruul","Al final de cada turno obtiene +1/+1.","Legendary",8,"Minion","NEW1_038",,,7,"",7,,,True,"Kev Walker","Es Gruul el Asesino de Dragones. Él solo quería acariciarlos... nunca tuvo intención de...",True,,,
"Classic","Guardia apocalíptico","<b>Cargar</b>. <b>Grito de batalla:</b> Descarta dos cartas aleatorias.","Rare",5,"Minion","EX1_310",Battlecry|Charge,"Neutral",7,,5,"Warlock",,True,"Lucas Graciano","Ya te lo dijimos. Recuerda las reglas. No nos hiciste caso.",,"Demon",,
"Classic","Guardia vil","<b>Provocar</b>. <b>Grito de batalla:</b> Destruye uno de tus cristales de maná.","Rare",3,"Minion","EX1_301",Battlecry|Taunt,"Neutral",5,,3,"Warlock",,True,"John Polidora","¿Quién se atreve a invocarlo?",,"Demon",,
"Classic","Guardián de la arboleda","<b>Elige una:</b> Inflige 2 p. de daño o bien <b>Silencia</b> a un esbirro.","Rare",4,"Minion","EX1_166",,"Neutral",4,,2,"Druid",,True,"Gabor Szikszai",""¡El bosque es de todos!".",,,,
"Classic","Guardián de Lunargenta","<b>Escudo divino</b>","Common",4,"Minion","EX1_023",Divine Shield,"Horde",3,,3,,,True,"Phroilan Gardner","¿Dónde estaba cuando la Plaga invadió Lunargenta?",,,,
"Classic","Hacha de batalla",,,1,"Weapon","EX1_398t",,,,,2,"Warrior",2,,,,,,,
"Classic","Hacha pesada",,,1,"Weapon","EX1_409t",,,,,1,"Warrior",3,,,,,,,
"Classic","Hacha Tronaforjado","<b>Sobrecarga:</b> (1)","Common",2,"Weapon","EX1_247",,"Neutral",,,2,"Shaman",3,True,"Nate Bowden","¡Eres un hacha!",,,,
"Classic","Harrison Jones","<b>Grito de batalla:</b> Destruye el arma de tu oponente y roba una cantidad de cartas equivalente a su durabilidad.","Legendary",5,"Minion","EX1_558",Battlecry,"Neutral",4,,5,,,True,"Matt Dixon",""¡Debería estar en la Sala de los Expedicionarios!".",True,,,
"Classic","Hay que afilarla","Ataque reducido.",,,"Enchantment","EX1_411e2",,,,,,"Warrior",,,,,,,,
"Classic","Hermana sonriente","No puede ser objetivo de hechizos ni de poderes de héroe.",,3,"Minion","DREAM_01",,,5,"",3,"Dream",,,,,,,,
"Classic","Herrera maliciosa","<b>Enfurecer:</b> Tu arma tiene +2 p. de ataque.","Common",5,"Minion","CS2_221",Enrage,"Horde",6,"",4,,,True,"Justin Sweet","Te forjará una espada pero tendrás que traerle 5 lingotes de hierro 3 motas de tierra y la cabellera de su último cliente.",,,,
"Classic","Hiena",,"Rare",2,"Minion","EX1_534t",,,2,,2,"Hunter",,,"Andrew Robinson",,,"Beast",,
"Classic","Hiena carroñera","Obtiene +2/+1 cada vez que muere una bestia amistosa.","Common",2,"Minion","EX1_531",,,2,"",2,"Hunter",,True,"Jim Nelson","Lo interesante de su nombre es que te hace pensar que existen hienas de cualquier otro tipo.",,"Beast",,
"Classic","Hogger","Al final de tu turno invoca a un gnoll 2/2 con <b>Provocar</b>.","Legendary",6,"Minion","NEW1_040",,,4,,4,,,True,"Laurel D. Austin","Hogger ya se ha cobrado más víctimas que el Cataclismo.",True,,,
"Classic","Hoja de Perdición","<b>Grito de batalla:</b> Inflige 1 p. de daño. <b>Combo:</b> Inflige 2 p. de daño.","Rare",3,"Weapon","EX1_133",Battlecry|Combo,"Neutral",,,2,"Rogue",2,True,"Daren Bader","La Hoja de Perdición es el arma de repuesto de Ragnaros para cuando Sulfuras está en el taller.",,,,
"Classic","Hora del Crepúsculo","Salud aumentada.",,,"Enchantment","EX1_043e",,,,,,,,,,,,,,
"Classic","Huargen enfurecido","<b>Enfurecer:</b> <b>Viento Furioso</b> y +1 p. de ataque.","Common",3,"Minion","EX1_412",Enrage,"Neutral",3,,3,,,True,"Alex Horley Orlandelli","Si ya está enfurecido ahora imagínate cuando pierdas una partida.",,,,
"Classic","Igualdad","Cambia la salud de todos los esbirros a 1 p.","Rare",2,"Spell","EX1_619",,"Neutral",,,,"Paladin",,True,"Michal Ivan","Todos somos iguales a ojos de un paladín.",,,,
