SET,NAME,TEXT,RARITY,COST,TYPE,ID,FACTION,MECHANICS,HEALTH,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
"Classic","Demoledor","Al comienzo de tu turno inflige 2 de daño a un enemigo aleatorio.","Rare",3,"Minion","EX1_102","Neutral",,4,"",1,,,True,"Raymond Swanland","No a todos les parece divertido asediar fortalezas. Y ahora que todos tienen monturas voladoras ni siquiera es tan efectivo.",,"Mech",,
"Classic","Demosaurio",,"Common",5,"Minion","EX1_tk29","Neutral",,5,,5,,,,,,,"Beast",,
"Classic","Desafilada","Ataque disminuido.",,,"Enchantment","EX1_411e2",,,,,,"Warrior",,,,,,,,
"Classic","Desarraigado","+5 de Ataque.",,,"Enchantment","EX1_178be",,,,,,"Druid",,,,,,,,
"Classic","Desarraigar","+5 de Ataque.",,,"Spell","EX1_178b","Neutral",,,,,"Druid",,,,,,,,
"Classic","Descarga de relámpagos","Inflige $3 de daño. <b>Sobrecarga:</b> (1)","Common",1,"Spell","EX1_238","Neutral",,,,,"Shaman",,True,"Daarken","¡Relámpagos! ¡Relámpagos! ¡Más relámpagos!",,,,
"Classic","Desenfreno","Otorga +3/+3 a un esbirro dañado.","Common",2,"Spell","CS2_104","Neutral",,,,,"Warrior",,True,"Jonboy Meyers","Esbirro FURIOSO. ¡Esbirro APLASTA!",,,,
"Classic","Desenfreno","+3/+3.",,,"Enchantment","CS2_104e",,,,,,"Warrior",,,,,,,,
"Classic","Despedazamiento mental","<b>Poder de héroe</b>
Inflige 3 de daño.",,2,"Hero Power","EX1_625t2",,,,,,"Priest",,,,,,,,
"Classic","Déspota del templo","<b>Grito de batalla:</b> otorga +3 de Salud a un esbirro aliado.","Common",6,"Minion","EX1_623",,Battlecry,6,,6,"Priest",,True,"Daren Bader","Los jueves a la noche también trabaja de seguridad en la taberna El Cerdo Borracho.",,,,
"Classic","Diablillo",,"Rare",1,"Minion","EX1_598","Neutral",,1,,1,,,,,,,"Demon",,
"Classic","Diablillo de llamas","<b>Grito de batalla:</b> inflige 3 de daño a tu héroe.","Common",1,"Minion","EX1_319","Neutral",Battlecry,2,,3,"Warlock",,True,"Alex Horley Orlandelli","Todos los diablillos tienen algo de pirómanos.",,"Demon",,
"Classic","Diablillo de sangre","<b>Sigilo</b>. Al final de tu turno otorga +1 de Salud a otro esbirro aliado aleatorio.","Common",1,"Minion","CS2_059","Neutral",Stealth,1,"",0,"Warlock",,True,"Bernie Kang","Los diablillos se conforman con ocultarse y provocar a todos los paseantes.",,"Demon",,
"Classic","Diablillo inútil","<i>¡Te has quedado sin demonios! Por suerte siempre hay diablillos...</i>","Common",1,"Minion","EX1_317t",,,1,,1,"Warlock",,,,,,"Demon",,
"Classic","Diablo de polvo","<b>Viento furioso</b>. <b>Sobrecarga:</b> (2)","Common",1,"Minion","EX1_243","Neutral",Windfury,1,,3,"Shaman",,True,"Raymond Swanland","Páramos de Poniente está lleno de diablos de polvo. Y águilas ratoneras. Y gólems enloquecidos. Y piratas. ¿A quién se le ocurre vivir aquí?",,,,
"Classic","Disipación en masa","<b>Silencia</b> a todos los esbirros enemigos. Roba una carta.","Rare",4,"Spell","EX1_626",,Silence,,,,"Priest",,True,"Sean O'Daniels","Disipa potenciaciones poderes sueños y esperanzas.",,,,
"Classic","Disipar","<b>Silencia</b> a un esbirro.",,,"Spell","EX1_166b","Neutral",Silence,,,,"Druid",,,,,,,,
"Classic","Disparo explosivo","Inflige $5 de daño a un esbirro y $2 de daño a los esbirros adyacentes.","Rare",5,"Spell","EX1_537","Neutral",,,,,"Hunter",,True,"Tom Baxa","Quítale el seguro cuenta hasta 5 y dispara. Luego escóndete.",,,,
"Classic","Disparo mortal","Destruye un esbirro enemigo aleatorio.","Common",3,"Spell","EX1_617","Neutral",,,,,"Hunter",,True,"Steve Prescott","La precisión no es una cualidad muy valorada entre los mok'nathal. Pero la mortalidad es una característica casi sagrada.",,,,
"Classic","Dominahechizos","<b>Secreto:</b> cuando un enemigo lanza un hechizo sobre un esbirro invoca un esbirro 1/3 como el nuevo objetivo.","Epic",3,"Spell","tt_010","Neutral",Secret,,,,"Mage",,True,"Gonzalo Ordonez","Interceptar Descargas de relámpagos enemigas es divertido pero los dominahechizos prefieren las marcas de lo salvaje. Es que es un poco más cruel. Y lo cierto es que los elfos de sangre son... bueno son un poco crueles.",,,,
"Classic","Dominahechizos",,"Epic",0,"Minion","tt_010a",,,3,,1,"Mage",,,,,,,,
"Classic","Draco azur","<b>Daño de hechizo +1</b>. <b>Grito de batalla:</b> roba una carta.","Rare",5,"Minion","EX1_284","Neutral",Battlecry|Spellpower,4,,4,,,True,"Ben Zhang","Al principio querían ser Dragones rubí o berilo pero les pareció demasiado pretencioso.",,"Dragon",,
"Classic","Draco crepuscular","<b>Grito de batalla:</b> obtiene +1 de Salud por cada carta de tu mano.","Rare",4,"Minion","EX1_043","Neutral",Battlecry,1,,4,,,True,"Jaemin Kim","Los Draco crepusculares se alimentan de energía mística... y de tacos.",,"Dragon",,
"Classic","Draco esmeralda",,,4,"Minion","DREAM_03",,,6,,7,"Dream",,,,,,"Dragon",,
"Classic","Dracohalcón joven","<b>Viento furioso</b>","Common",1,"Minion","CS2_169","Horde",Windfury,1,,1,,,True,"Greg Hildebrandt","¿Es un pájaro? ¿Es un avión? ¡No! ¡Es un dracohalcón!",,"Beast",,
"Classic","Dragón feérico","No puede ser objetivo de Hechizos ni Poderes de héroe.","Common",2,"Minion","NEW1_023",,,2,,3,,,True,"Samwise","Adorable. Inmune a la magia. No hace pipí en la alfombra. La mascota ideal.",,"Dragon",,
"Classic","Druida de la Zarpa","<b>Provocación</b>","Common",5,"Minion","EX1_165t2",,Taunt,6,,4,"Druid",,,,,,"Beast",,
"Classic","Druida de la Zarpa","<b>Elige una opción:</b> <b>Carga</b> o +2 de Salud y <b>Provocación</b>.","Common",5,"Minion","EX1_165","Neutral",,4,,4,"Druid",,True,"Luca Zontini","¿Oso o felino? ¿Oso o felino? ¡No puedo DECIDIRME!",,,,
"Classic","Druida de la Zarpa","<b>Carga</b>","Common",5,"Minion","EX1_165t1",,Charge,4,,4,"Druid",,,,,,"Beast",,
"Classic","Edwin VanCleef","<b>Combo:</b> obtiene +2/+2 por cada carta que se haya jugado antes en este turno.","Legendary",3,"Minion","EX1_613","Neutral",Combo,2,,2,"Rogue",,True,"Efrem Palacios","Comandó a los Albañiles durante la reconstrucción de Ventormenta y cuando los nobles se negaron a pagar fundó la Hermandad Defias para... bueno para <i>destruir</i> Ventormenta.",True,,,
"Classic","El Caballero negro","<b>Grito de batalla:</b> destruye un esbirro enemigo con <b>Provocación</b>.","Legendary",6,"Minion","EX1_002",,Battlecry,5,,4,,,True,"Alex Horley Orlandelli","Lo envió el Rey Exánime para interrumpir el Torneo Argenta. Sin dudas puede decirse que fracasó en el intento.",True,,,
"Classic","El despertar de Ysera","Inflige $5 de daño a todos los personajes con excepción de Ysera.",,2,"Spell","DREAM_02",,,,,,"Dream",,,,,,,,
"Classic","Elemental de escarcha","<b>Grito de batalla:</b> <b>Congela </b> a un personaje.","Common",6,"Minion","EX1_283","Neutral",Battlecry|Freeze,5,,5,,,True,"Dan Scott","Esto es lo que sucede cuando un Elemental de agua y un Elemental de hielo se aman mucho mucho mucho...",,,,
"Classic","Elemental de tierra","<b>Provocación</b>. <b>Sobrecarga:</b> (3)","Epic",5,"Minion","EX1_250","Neutral",Taunt,8,,7,"Shaman",,True,"Dan Scott","La buena piedra... ¡Nada le gana!",,,,
"Classic","Elemental desatado","Cada vez que juegas una carta con <b>Sobrecarga</b> obtiene +1/+1.","Common",3,"Minion","EX1_258","Neutral",,4,,2,"Shaman",,True,"Matt Gaser","A diferencia de los elementales esclavos a los desatados les encanta salir a pasear por la ciudad.",,,,
"Classic","Embate","Inflige $2 de daño a un esbirro. Si sobrevive roba una carta.","Common",2,"Spell","EX1_391","Neutral",,,,,"Warrior",,True,"E.M. Gist",""Dun da dun dun da dun". Si oyes a un ogro cantar esto es demasiado tarde.",,,,
"Classic","Embate con escudo","Inflige 1 de daño a un esbirro por cada punto de Armadura que tienes.","Epic",1,"Spell","EX1_410","Neutral",AffectedBySpellPower,,,,"Warrior",,True,"Raymond Swanland","¿Cuál es la mejor arma? ¿La que tus enemigos esperan o la que escondes bajo la manga?. <i>El arte del guerrero</i> capítulo 9",,,,
"Classic","Enano Hierro negro","<b>Grito de batalla:</b> otorga +2 de Ataque a un esbirro en este turno.","Common",4,"Minion","EX1_046","Alliance",Battlecry,4,,4,,,True,"Scott Hampton","Son los guardianes de la Mena de hierro negro que tal vez sea la mena más irritante de todas si uno tiene en cuenta dónde hay que forjarla.",,,,
"Classic","Encubrir","Otorga <b>Sigilo</b> a tus esbirros hasta tu próximo turno.","Common",1,"Spell","EX1_128","Neutral",,,,,"Rogue",,True,"Steve Hui","Los pícaros son grandes encubridores pero cuando se trata de sus sentimientos no hay quién los haga callar. Se empeñan en develar hasta el último detalle.",,,,
"Classic","Engendro de luz","El Ataque de este esbirro siempre es equivalente a su Salud.","Common",4,"Minion","EX1_335","Neutral",,5,,0,"Priest",,True,"Daarken","Lo de engendro... ¿es por lo feo? ¿O será que nació de la luz?",,,,
"Classic","Enloquecido del tesoro","Ataque aumentado.",,,"Enchantment","NEW1_018e",,,,,,,,,,,,,,
"Classic","Enraizado","+5 de Salud y <b>Provocación</b>.",,,"Spell","EX1_178a","Neutral",,,,,"Druid",,,,,,,,
"Classic","Enraizado","+5 de Salud y <b>Provocación</b>.",,,"Enchantment","EX1_178ae",,,,,,"Druid",,,,,,,,
"Classic","Enseñanzas ancestrales","Roba 2 cartas.",,,"Spell","NEW1_008a",,,,,,"Druid",,,,,,,,
"Classic","Enseñanzas del Kirin Tor","<b>Daño de hechizo +1</b>.",,,"Enchantment","EX1_584e",,,,,,,,,,,,,,
"Classic","Entidad espejada","<b>Secreto:</b> cuando tu adversario juegue un esbirro invoca una copia.","Common",3,"Spell","EX1_294","Neutral",Secret,,,,"Mage",,True,"Raven Mimura",""Tú primero". —Krush'gor el Behemoth a su jabalí.",,,,
"Classic","Equipado","Ataque aumentado.",,,"Enchantment","NEW1_037e",,,,,,,,False,,,,,,
"Classic","Eremita Cho","Cada vez que un jugador lanza un hechizo pon una copia en la mano del otro jugador.","Legendary",2,"Minion","EX1_100","Neutral",,4,"",0,,,True,"Mark Zug","Eremita Cho escribe y cuenta historias de Pandaria pero sus anécdotas preferidas son las de Phoebe cantando en Central Perk.",True,,,
"Classic","Escudera argenta","<b>Escudo divino</b>","Common",1,"Minion","EX1_008","Alliance",Divine Shield,1,,1,,,True,"Zoltan & Gabor",""Juro solemnemente proteger la Luz purgar la oscuridad del mundo y solo comer burritos" —Juramento de El Alba Argenta",,,,
"Classic","Escudero",,"Common",1,"Minion","CS2_152","Alliance",,2,,2,,,,,,,,,
"Classic","Espada de Justicia","Cada vez que invocas un esbirro ese esbirro recibe +1/+1 y esta carta pierde 1 de Durabilidad.","Epic",3,"Weapon","EX1_366","Neutral",,,,1,"Paladin",5,True,"Efrem Palacios","¡Te nombro Sir Lonja de ternera!",,,,
"Classic","Espíritu ancestral","<b>Estertor:</b> reinvoca a este esbirro.",,,"Enchantment","CS2_038e",,,,,,"Shaman",,,,,,,,
"Classic","Espíritu ancestral","Otorga "<b>Estertor:</b> reinvoca a este esbirro" a un esbirro.","Rare",2,"Spell","CS2_038","Neutral",,,,,"Shaman",,True,"Zoltan & Gabor","Apenas fue un rasguño.",,,,
"Classic","Espíritu de lobo","<b>Provocación</b>","Rare",2,"Minion","EX1_tk11","Neutral",Taunt,3,,2,"Shaman",,,,,,,,
"Classic","Espíritu feral","Invoca dos Espíritu de lobo 2/3 con <b>Provocación</b>. <b>Sobrecarga:</b> (2)","Rare",3,"Spell","EX1_248","Neutral",,,,,"Shaman",,True,"Clint Langley","Los espíritus de lobo son como lobos normales pero con pompones.",,,,
"Classic","Eviscerar","Inflige $2 de daño. <b>Combo:</b> inflige $4 de daño.","Common",2,"Spell","EX1_124","Neutral",Combo,,,,"Rogue",,True,"Ariel Olivetti","Eviscerar a tu adversario tiene su precio: sacar manchas de sangre de una armadura de cuero es un trabajo muy poco gratificante.",,,,
"Classic","Favor de semidiós","Otorga +2/+2 a tus otros esbirros.",,,"Spell","EX1_573a","Neutral",,,,,"Druid",,,,,,,,
"Classic","Favor de semidiós","+2/+2.",,,"Enchantment","EX1_573ae","Neutral",,,,,"Druid",,,,,,,,
"Classic","Favor divino","Roba cartas hasta que tengas la misma cantidad que tu adversario.","Rare",3,"Spell","EX1_349","Neutral",,,,,"Paladin",,True,"Lucas Graciano","Esto no es solo un favor: es un favor divino ¡como ayudar a alguien a mover un sofá cama!",,,,
"Classic","Finkle Einhorn",,"Legendary",2,"Minion","EX1_finkle","Neutral",,3,,3,,,,,,True,,,
"Classic","Forjadora de armaduras","Cuando un esbirro aliado recibe daño obtienes 1 de Armadura.","Rare",2,"Minion","EX1_402","Neutral",,4,"",1,"Warrior",,True,"Greg Hildebrandt","¡Acepta fondos de la hermandad para reparaciones!",,,,
"Classic","Forjadora de armas de Arathi","<b>Grito de batalla:</b> equipa un Arma 2/2.","Common",4,"Minion","EX1_398","Neutral",Battlecry,3,,3,"Warrior",,True,"Samwise","¡50% de descuento en armas de puño! ¡Solo por tiempo limitado!",,,,
"Classic","Forma de las sombras","Tu Poder de héroe se convierte en "Inflige 2 de daño". Si ya estás en Forma de las Sombras: 3 de daño.","Epic",3,"Spell","EX1_625",,,,,,"Priest",,True,"Alex Horley Orlandelli","Si una luz resplandeciente se posa sobre un sacerdote que está en Forma de las sombras ¿qué pasa con su sombra?",,,,
"Classic","Forma de oso","+2 de Salud y <b>Provocación</b>.","Common",,"Spell","EX1_165b","Neutral",,,,,"Druid",,,,,,,,
"Classic","Forma felina","<b>Carga</b>","Common",,"Spell","EX1_165a","Neutral",,,,,"Druid",,,,,,,,
"Classic","Francotirar","<b>Secreto:</b> cuando tu adversario juega un esbirro le inflige $4 de daño.","Common",2,"Spell","EX1_609","Neutral",Secret,,,,"Hunter",,True,"Lorenzo Minaca","La gente se habría enterado de su buena puntería... de no haber sido por su buena puntería claro.",,,,
"Classic","Fuego de Alexstrasza","Salud establecida en 15.",,,"Enchantment","EX1_561e",,,,,,,,,,,,,,
"Classic","Fuego demoníaco","Este Demonio tiene +2/+2.","Common",0,"Enchantment","EX1_596e","Neutral",,,,,"Warlock",,,,,,,,
"Classic","Fuego demoníaco","Inflige $2 de daño a un esbirro. Si es un Demonio aliado entonces le otorga +2/+2.","Common",2,"Spell","EX1_596","Neutral",,,,,"Warlock",,True,"Ben Wootten","El fuego demoníaco no es muy diferente del fuego normal con la excepción de que NUNCA DEJA DE QUEMAR. ¡SOCORROOO!",,,,
"Classic","Fuego fatuo",,"Common",0,"Minion","CS2_231","Neutral",,1,,1,,,True,"Malcolm Davis","Si golpeas a un señor Eredar con suficiente Fuego fatuo explota... Pero ¿por qué?",,,,
"Classic","Fuego interno","Cambia el Ataque de un esbirro para que sea equivalente a su Salud.","Common",1,"Spell","CS1_129","Neutral",,,,,"Priest",,True,"Steve Prescott","Buena idea: potenciar a tus esbirros. Mala idea: comenzar una conversación en los Baldíos.",,,,
"Classic","Fuego interno","El Ataque de este esbirro es equivalente a su Salud.",,,"Enchantment","CS1_129e",,,,,,"Priest",,,,,,,,
"Classic","Fuego lunar","Inflige 2 de daño.",,,"Spell","EX1_166a","Neutral",,,,,"Druid",,,,,,,,
"Classic","Fuego sagrado","Inflige $5 de daño. Restaura #5 de Salud a tu héroe.","Rare",6,"Spell","EX1_624",,,,,,"Priest",,True,"Miguel Coimbra","No puedes decir que los dioses no te han escuchado.",,,,
"Classic","Fuerza completa","Este esbirro tiene +2 de Ataque.",,,"Enchantment","CS2_181e",,,,,,,,,,,,,,
"Classic","Fuerza de la naturaleza","Invoca tres Antárboles 2/2 con <b>Carga</b> que mueren al final del turno.","Epic",6,"Spell","EX1_571","Neutral",,,,,"Druid",,True,"Trevor Jacobs",""Me echaré a dormir una siesta bajo estos árboles. Un momento... ¡AAAHHHHH!". —Chispita el gnomo desafortunado",,,,
"Classic","Furia sangrienta",,,3,"Weapon","EX1_323w",,,,,3,"Warlock",8,,,,,,,
"Classic","Gerifalte Defias","<b>Combo:</b> invoca un Bandido Defias 2/1.","Common",2,"Minion","EX1_131","Neutral",Combo,2,,2,"Rogue",,True,"Dany Orizio","Hace años se robó el título de propiedad de la ciudad así que técnicamente es cierto que le pertenece. Lo de "novato" lo dice por pura maldad.",,,,
"Classic","Gigante de mar","Cuesta (1) menos por cada uno de los otros esbirros que haya en el campo de batalla.","Epic",10,"Minion","EX1_586","Neutral",,8,,8,,,True,"Svetlin Velinov","La mar de gigante.",,,,
"Classic","Gigante fundido","Cuesta (1) menos por cada punto de daño que haya recibido tu héroe.","Epic",20,"Minion","EX1_620",,,8,,8,,,True,"Glenn Rane","Le hierve la sangre. PORQUE ESTÁ LLENO DE LAVA.",,,,
"Classic","Gigante montés","Cuesta (1) menos por cada una de las otras cartas que hay en tu mano.","Epic",12,"Minion","EX1_105","Neutral",,8,,8,,,True,"Samwise","Su madre siempre decía que no era gordo sino que tenía huesos grandes.",,,,
"Classic","Gnoll","<b>Provocación</b>",,2,"Minion","NEW1_040t",,Taunt,2,,2,,,,,,,,,
"Classic","Gnomo paria","<b>Estertor:</b> inflige 2 de daño al héroe enemigo.","Common",1,"Minion","EX1_029","Neutral",Deathrattle,1,,2,,,True,"Glenn Rane","Lo único que quiere es ser tu amigo pero el rechazo constante ya está empezando a afectarlo.",,,,
"Classic","Gólem arcano","<b>Carga</b>. <b>Grito de batalla:</b> otorga un Cristal de maná a tu adversario.","Rare",3,"Minion","EX1_089","Neutral",Battlecry|Charge,2,,4,,,True,"Sedhayu Ardian","Nadie puede decir que los gólems arcanos son maleducados: siempre traen un presente para su adversario bajo el brazo.",,,,
"Classic","Gólem dañado",,"Common",1,"Minion","skele21","Neutral",,1,,2,,,,,,,"Mech",,
"Classic","Gólem de la cosecha","<b>Estertor:</b> invoca un Gólem dañado 2/1.","Common",3,"Minion","EX1_556","Neutral",Deathrattle,3,,2,,,True,"Brian Despain",""Umbral de recalentamiento excedido falla del sistema obstrucción de trigo en puerto 2 apagándose.".",,"Mech",,
"Classic","Golpe mortal","Inflige $4 de daño. Si tienes 12 de Salud o menos inflige $6 de daño.","Rare",4,"Spell","EX1_408","Neutral",,,,,"Warrior",,True,"Zoltan & Gabor",""Si solo puedes usar una habilidad usa Golpe mortal". <i>Código del guerrero</i> línea 6",,,,
"Classic","Grito de orden","La Salud de tus esbirros no puede reducirse a menos de 1 en este turno. Roba una carta.","Rare",2,"Spell","NEW1_036",,,,,,"Warrior",,True,"Wayne Reynolds",""Y gritar y gritar y gritar" —Consejo para los guerreros en etapa de entrenamiento",,,,
"Classic","Grito de orden","La Salud no puede reducirse a menos de 1 en este turno.",,,"Enchantment","NEW1_036e",,OneTurnEffect,,,,"Warrior",,,,,,,,
"Classic","Grito de orden","La Salud de tus esbirros no puede reducirse a menos de 1 en este turno.",,,"Enchantment","NEW1_036e2",,OneTurnEffect,,,,"Warrior",,,,,,,,
"Classic","Grommash Grito Infernal","<b>Carga</b>
<b>Enfurecer:</b> +6 de Ataque","Legendary",8,"Minion","EX1_414","Neutral",Charge|Enrage,9,,4,"Warrior",,True,"Glenn Rane","Grommash bebió la sangre mácula de Mannoroth ¡y condenó a los orcos a tener piel verde y ojos rojos! No fue su mejor momento...",True,,,
"Classic","Gruul","Al final de cada turno obtiene +1/+1.","Legendary",8,"Minion","NEW1_038",,,7,"",7,,,True,"Kev Walker","Él es Gruul "el Asesino de Dragones". Él solo quería abrazarlos... nunca tuvo la intención de...",True,,,
"Classic","Guardar secretos","Estadísticas aumentadas.",,,"Enchantment","EX1_080o",,,,,,,,,,,,,,
"Classic","Guardia apocalíptico","<b>Carga</b>. <b>Grito de batalla:</b> descarta dos cartas aleatorias.","Rare",5,"Minion","EX1_310","Neutral",Battlecry|Charge,7,,5,"Warlock",,True,"Lucas Graciano","Invocar a un guardia apocalíptico es riesgoso: <i>alguien</i> terminará muerto.",,"Demon",,
"Classic","Guardia vil","<b>Provocación</b>. <b>Grito de batalla:</b> destruye uno de tus Cristales de maná.","Rare",3,"Minion","EX1_301","Neutral",Battlecry|Taunt,5,,3,"Warlock",,True,"John Polidora","Sí peleará para ti. PERO CONTRA SU VOLUNTAD.",,"Demon",,
"Classic","Guardián de la arboleda","<b>Elige una opción:</b> inflige 2 de daño o <b>Silencia</b> a un esbirro.","Rare",4,"Minion","EX1_166","Neutral",,4,,2,"Druid",,True,"Gabor Szikszai","Estos tipos vienen y se ponen a cuidar tus arboledas sin siquiera preguntarte.",,,,
"Classic","Guardián de Lunargenta","<b>Escudo divino</b>","Common",4,"Minion","EX1_023","Horde",Divine Shield,3,,3,,,True,"Phroilan Gardner","La primera vez que intentaron proteger Lunargenta contra la plaga no les fue muy bien que digamos...",,,,
