SET,NAME,FACTION,TEXT,RARITY,COST,TYPE,ID,ATTACK,HEALTH,PLAYERCLASS,DURABILITY,MECHANICS,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,RACE,ELITE,HOWTOGET,HOWTOGETGOLD
Classic,Déraciné,,+5 Attaque.,,,Enchantment,EX1_178be,,,Druid,,,,,,,,,,
Classic,Déraciner,Neutral,+5 ATQ.,,,Spell,EX1_178b,,,Druid,,,,,,,,,,
Classic,Des expériences !,,L’Attaque et la Vie ont été échangées par l’alchimiste dément.,,,Enchantment,EX1_059e,,,,,,,,,,,,,
Classic,Détection des démons,Neutral,Place dans votre main 2 démons aléatoires de votre jeu.,Common,3,Spell,EX1_317,,,Warlock,,,,True,Raven Mimura,En général les démons sont assez faciles à détecter sans avoir besoin d’un sort pour ça.,,,,
Classic,Détournement,Neutral,<b>Secret :</b> quand un personnage attaque votre héros il attaque un autre personnage aléatoire à la place.,Rare,2,Spell,EX1_533,,,Hunter,,Secret,,True,Daren Bader,C’est surprenant qu’un simple « REGARDE PAR LÀ-BAS ! » fonctionne si bien.,,,,
Classic,Diable de poussière,Neutral,<b>Furie des vents</b><b>Surcharge :</b> (2),Common,1,Minion,EX1_243,3,1,Shaman,,Windfury,,True,Raymond Swanland,Comme un ouragan la tempête en moi a balayé le passé...,,,,
Classic,Diablosaure,Neutral,,Common,5,Minion,EX1_tk29,5,5,,,,,,,,Beast,,,
Classic,Diablotin,Neutral,,Rare,1,Minion,EX1_598,1,1,,,,,,,,Demon,,,
Classic,Diablotin de sang,Neutral,<b>Camouflage</b>. À la fin de votre tour donne +1 PV à un autre serviteur allié aléatoire.,Common,1,Minion,CS2_059,0,1,Warlock,,Stealth,,True,Bernie Kang,Ces petits diablotins adorent se cacher et jouer de mauvais tours à tous ceux qui passent à leur portée.,Demon,,,
Classic,Diablotin des flammes,Neutral,<b>Cri de guerre :</b> inflige 3 points de dégâts à votre héros.,Common,1,Minion,EX1_319,3,2,Warlock,,Battlecry,,True,Alex Horley Orlandelli,Les diablotins s’enflamment toujours pour un rien.,Demon,,,
Classic,Diablotin sans valeur,,<i>Vous n’avez plus de démons ! Heureusement il y a toujours des diablotins...</i>,Common,1,Minion,EX1_317t,1,1,Warlock,,,,,,,Demon,,,
Classic,Dissimulé,,Camouflé jusqu’à votre prochain tour.,,,Enchantment,EX1_128e,,,Rogue,,,,,,,,,,
Classic,Dissimuler,Neutral,Confère <b>Camouflage</b> à vos serviteurs jusqu’à votre prochain tour.,Common,1,Spell,EX1_128,,,Rogue,,,,True,Steve Hui,Il n’y a que leurs émotions que les voleurs ne parviennent pas à dissimuler. Impossible de les empêcher de raconter tous leurs malheurs !,,,,
Classic,Dissipation,Neutral,Réduit au <b>Silence</b> un serviteur.,,,Spell,EX1_166b,,,Druid,,Silence,,,,,,,,
Classic,Dissipation de masse,,Réduit au <b>Silence</b> tous les serviteurs adverses. Vous piochez une carte.,Rare,4,Spell,EX1_626,,,Priest,,Silence,,True,Sean O&sbquo;Daniels,Dissipe améliorations pouvoirs espoirs et rêves.,,,,
Classic,Double vue,Neutral,Vous piochez une carte. Elle coûte (3) cristaux de moins.,Epic,3,Spell,CS2_053,,,Shaman,,,,True,Lars Grant-West,« Un ami ça ne se perd pas de vue un ennemi encore moins. » - Devise de Drek’thar,,,,
Classic,Double vue,,Une de vos cartes coûte (3) cristaux de moins.,,,Enchantment,CS2_053e,,,Shaman,,,,,Lars Grant-West,,,,,
Classic,Dragon féerique,,Ne peut pas être la cible de sorts ou de pouvoirs héroïques.,Common,2,Minion,NEW1_023,3,2,,,,,True,Samwise,Adorable insensible à la magie et ne fait pas pipi sur la moquette. L’animal de compagnie parfait !,Dragon,,,
Classic,Dragonnet,Neutral,,,1,Minion,ds1_whelptoken,1,1,,,,,,,,Dragon,,,
Classic,Dragonnet,,,,1,Minion,EX1_116t,1,1,,,,,,,,Dragon,,,
Classic,Drake azur,Neutral,<b>Dégâts des sorts : +1</b>.<b>Cri de guerre :</b> vous piochez une carte.,Rare,5,Minion,EX1_284,4,4,,,Battlecry|Spellpower,,True,Ben Zhang,Au départ il voulait s’appeler drake béryl ou céruléen mais ça faisait un peu trop prétentieux.,Dragon,,,
Classic,Drake du Crépuscule,Neutral,<b>Cri de guerre :</b> gagne +1 PV pour chaque carte dans votre main.,Rare,4,Minion,EX1_043,4,1,,,Battlecry,,True,Jaemin Kim,Les drakes du Crépuscule se nourrissent d’énergie mystique. Et de crêpes au suc’.,Dragon,,,
Classic,Drake émeraude,,,,4,Minion,DREAM_03,7,6,Dream,,,,,,,Dragon,,,
Classic,Druide de la Griffe,Neutral,<b>Choix des armes :</b> <b>Charge</b> ou confère +2 PV et <b>Provocation</b>.,Common,5,Minion,EX1_165,4,4,Druid,,,,True,Luca Zontini,Félin ou ours ? Ours ou félin ?! Je n’arrive PAS à décider !,,,,
Classic,Druide de la Griffe,,<b>Charge</b>,Common,5,Minion,EX1_165t1,4,4,Druid,,Charge,,,,,Beast,,,
Classic,Druide de la Griffe,,<b>Provocation</b>,Common,5,Minion,EX1_165t2,4,6,Druid,,Taunt,,,,,Beast,,,
Classic,Du calme !,,L’Attaque est passée à 1.,,,Enchantment,EX1_382e,,,Paladin,,,,,,,,,,
Classic,Éclair,Neutral,Inflige $3 |4(pointpoints) de dégâts.<b>Surcharge :</b> (1),Common,1,Spell,EX1_238,,,Shaman,,,,True,Daarken,Foudre éclair et tonnerre !,,,,
Classic,Éclat lunaire,Neutral,Inflige 2 points de dégâts.,,,Spell,EX1_166a,,,Druid,,,,,,,,,,
Classic,Écureuil,Neutral,,Common,1,Minion,EX1_tk28,1,1,,,,,,,,Beast,,,
Classic,Écuyer,Alliance,,Common,1,Minion,CS2_152,2,2,,,,,,,,,,,
Classic,Écuyère d’Argent,Alliance,<b>Bouclier divin</b>,Common,1,Minion,EX1_008,1,1,,,Divine Shield,,True,Zoltan & Gabor,« Je jure solennellement de faire respecter la Lumière de purger le monde de ses ténèbres et de manger au moins 5 fruits et légumes par jour. » - Serment de l’Aube d’argent,,,,
Classic,Edwin VanCleef,Neutral,<b>Combo :</b> gagne +2/+2 pour chaque carte jouée auparavant pendant ce tour.,Legendary,3,Minion,EX1_613,2,2,Rogue,,Combo,,True,Efrem Palacios,Il a dirigé les maçons lors de la reconstruction de Hurlevent et lorsque les nobles ont refusé de payer il a fondé la Confrérie défias pour eh bien <i>redécorer</i> la ville.,,True,,
Classic,Égalité,,Les points de vie sont passés à 1.,,,Enchantment,EX1_619e,,,Paladin,,,,,,,,,,
Classic,Égalité,Neutral,Les points de vie de TOUS les serviteurs passent à 1.,Rare,2,Spell,EX1_619,,,Paladin,,,,True,Michal Ivan,Nous sommes tous spéciaux et uniques... même avec un seul point de vie.,,,,
Classic,Élémentaire de givre,Neutral,<b>Cri de guerre :</b> <b>gèle</b> un personnage.,Common,6,Minion,EX1_283,5,5,,,Battlecry|Freeze,,True,Dan Scott,Ou quand un élémentaire d’eau et un élémentaire de glace s’aiment d’amour !,,,,
Classic,Élémentaire de terre,Neutral,<b>Provocation</b><b>Surcharge :</b> (3),Epic,5,Minion,EX1_250,7,8,Shaman,,Taunt,,True,Dan Scott,Dur comme la pierre.,,,,
Classic,Élémentaire délié,Neutral,Chaque fois que vous jouez une carte avec <b>Surcharge</b> gagne +1/+1.,Common,3,Minion,EX1_258,2,4,Shaman,,,,True,Matt Gaser,Moi je dirais plutôt qu’il se délite !,,,,
Classic,En pleine forme,,Ce serviteur a +2 ATQ.,,,Enchantment,CS2_181e,,,,,,,,,,,,,
Classic,Enraciné,,+5 PV et <b>Provocation</b>.,,,Enchantment,EX1_178ae,,,Druid,,,,,,,,,,
Classic,Enraciner,Neutral,+5 PV et <b>Provocation</b>.,,,Spell,EX1_178a,,,Druid,,,,,,,,,,
Classic,Enseignante pourpre,,Chaque fois que vous lancez un sort invoque un apprenti pourpre 1/1.,Rare,4,Minion,NEW1_026,3,5,,,,,True,James Ryman,Si vous ne l’écoutez pas attentivement vous courez le risque d’être transformé en porc. Et envoyé au coin.,,,,
Classic,Enseignements du Kirin Tor,,<b>Dégâts des sorts : +1</b>,,,Enchantment,EX1_584e,,,,,,,,,,,,,
Classic,Entité miroir,Neutral,<b>Secret :</b> quand votre adversaire joue un serviteur en invoque une copie.,Common,3,Spell,EX1_294,,,Mage,,Secret,,True,Raven Mimura,« Vas-y d’abord. » - Krush’gor le Béhémoth à son sanglier.,,,,
Classic,Épée de justice,Neutral,Chaque fois que vous invoquez un serviteur lui donne +1/+1 et perd 1 Durabilité.,Epic,3,Weapon,EX1_366,1,,Paladin,5,,,True,Efrem Palacios,Au nom du baron de Mouton je te fais chevalier !,,,,
Classic,Équipé,,Attaque augmentée.,,,Enchantment,NEW1_037e,,,,,,,False,,,,,,
Classic,Esprit ancestral,Neutral,Confère à un serviteur « <b>Râle d’agonie :</b> réinvoque ce serviteur. »,Rare,2,Spell,CS2_038,,,Shaman,,,,True,Zoltan & Gabor,Pfff c’est seulement une égratignure.,,,,
Classic,Esprit ancestral,,<b>Râle d’agonie :</b> réinvoque ce serviteur.,,,Enchantment,CS2_038e,,,Shaman,,,,,,,,,,
Classic,Esprit du loup,Neutral,<b>Provocation</b>,Rare,2,Minion,EX1_tk11,2,3,Shaman,,Taunt,,,,,,,,
Classic,Esprit farouche,Neutral,Invoque deux esprits du loup 2/3 avec <b>Provocation</b>. <b>Surcharge :</b> (2),Rare,3,Spell,EX1_248,,,Shaman,,,,True,Clint Langley,On les appelle esprits de loup c’est comme des loups sauf que c’est pas pareil !,,,,
Classic,Éviscération,Neutral,Inflige $2 |4(pointpoints) de dégâts. <b>Combo :</b> inflige $4 |4(pointpoints) de dégâts à la place.,Common,2,Spell,EX1_124,,,Rogue,,Combo,,True,Ariel Olivetti,Des taches d’éviscération qui ne veulent pas partir ? Utilisez Disparition le meilleur contre les taches !,,,,
Classic,Explosion de lave,Neutral,Inflige $5 |4(pointpoints) de dégâts.<b>Surcharge :</b> (2),Rare,3,Spell,EX1_241,,,Shaman,,,,True,Dan Scott,C’est comme un océan de magma liquide dans votre bouche !,,,,
Classic,Explosion pyrotechnique,Neutral,Inflige $10 |4(pointpoints) de dégâts.,Epic,10,Spell,EX1_279,,,Mage,,,,True,Luca Zontini,Prenez le temps d’éclater d’un rire démoniaque après avoir pioché cette carte.,,,,
Classic,Fabricante d’armes,Neutral,<b>Cri de guerre :</b> vous équipe d’une arme 2/2.,Common,4,Minion,EX1_398,3,3,Warrior,,Battlecry,,True,Samwise,50% de réduction sur les armes de pugilat pour une durée limitée !,,,,
Classic,Fabricante d’armures,Neutral,Chaque fois qu’un serviteur allié subit des dégâts vous gagnez 1 point d’armure.,Rare,2,Minion,EX1_402,1,4,Warrior,,,,True,Greg Hildebrandt,Elle accepte les fonds de la guilde pour les réparations !,,,,
Classic,Faveur divine,Neutral,Vous piochez des cartes jusqu’à en avoir autant en main que votre adversaire.,Rare,3,Spell,EX1_349,,,Paladin,,,,True,Lucas Graciano,Ce n’est pas une simple faveur c’est une faveur divine comme aider un ami à déménager un jour de raid !,,,,
Classic,Faveur du demi-dieu,Neutral,+2/+2.,,,Enchantment,EX1_573ae,,,Druid,,,,,,,,,,
Classic,Faveur du demi-dieu,Neutral,Confère +2/+2 à vos autres serviteurs.,,,Spell,EX1_573a,,,Druid,,,,,,,,,,
Classic,Feu d’Alexstrasza,,Les PV passent à 15.,,,Enchantment,EX1_561e,,,,,,,,,,,,,
Classic,FEU D’ENFER !,Neutral,<b>Pouvoir héroïque</b>Invoque un infernal 6/6.,,2,Hero Power,EX1_tk33,,,Warlock,,,,,,,,,,
Classic,Feu démoniaque,Neutral,Ce démon a +2/+2.,Common,0,Enchantment,EX1_596e,,,Warlock,,,,,,,,,,
Classic,Feu démoniaque,Neutral,Inflige $2 |4(pointpoints) de dégâts à un serviteur. Si la cible est un de vos démons lui donne +2/+2 à la place.,Common,2,Spell,EX1_596,,,Warlock,,,,True,Ben Wootten,Le feu démoniaque est comme un feu normal sauf qu’IL NE S’ARRÊTE JAMAIS DE BRÛLER AU SECOURS !,,,,
Classic,Feu follet,Neutral,,Common,0,Minion,CS2_231,1,1,,,,,True,Malcolm Davis,Si on en rassemble un nombre suffisant on peut faire exploser un seigneur érédar. Mais comment c’est possible ?,,,,
Classic,Feu intérieur,,L’Attaque de ce serviteur est égale à ses PV.,,,Enchantment,CS1_129e,,,Priest,,,,,,,,,,
Classic,Feu intérieur,Neutral,Change l’Attaque d’un serviteur pour qu’elle soit égale à ses PV.,Common,1,Spell,CS1_129,,,Priest,,,,True,Steve Prescott,Améliorer vos serviteurs : bonne idée. Entamer la discussion dans les Tarides : mauvaise idée.,,,,
Classic,Finkle Einhorn,Neutral,,Legendary,2,Minion,EX1_finkle,3,3,,,,,,,,,True,,
Classic,Flamme d’Azzinoth,,,,1,Minion,EX1_614t,2,1,,,,,,,,,,,
Classic,Flammes sacrées,,Inflige $5 points de dégâts. Rend #5 PV à votre héros.,Rare,6,Spell,EX1_624,,,Priest,,,,True,Miguel Coimbra,Ce sort est souvent suivi d’une sacrée fumée !,,,,
Classic,Folie de l’ombre,,Les commandes de ce serviteur sont échangées pour ce tour.,,,Enchantment,EX1_334e,,,Priest,,,,,,,,,,
Classic,Folie de l’ombre,Neutral,Prend le contrôle d’un serviteur adverse avec 3 ATQ ou moins jusqu’à la fin du tour.,Rare,4,Spell,EX1_334,,,Priest,,,,True,Mark Gibbons,Vous pouvez vous justifier aussi longtemps que vous voulez c’est quand même inqualifiable.,,,,
Classic,Forban de la Voile sanglante,,<b>Cri de guerre :</b> ôte 1 Durabilité à l’arme de votre adversaire.,Rare,1,Minion,NEW1_025,1,2,,,Battlecry,,True,Randy Gallegos,Tous les pirates utilisent les mêmes quatre chiffres pour accéder aux distributeurs d’or automatiques. C’est pour ça que ça s’appelle le « code des pirates ».,Pirate,,,
Classic,Force de la meute,,Le loup alpha redoutable confère +1 ATQ à ce serviteur.,,,Enchantment,EX1_162o,,,,,,,,,,,,,
Classic,Force de la nature,Neutral,Invoque trois tréants 2/2 avec <b>Charge</b> qui meurent à la fin du tour.,Epic,6,Spell,EX1_571,,,Druid,,,,True,Trevor Jacobs,« Je crois que je vais faire un somme sous ces arbres. Hé qu’est-ce que... AAAAAHHH ! » - Folbulle le malheureux gnome,,,,
Classic,Forgeron malveillant,Horde,<b>Accès de rage :</b> votre arme a +2 ATQ.,Common,5,Minion,CS2_221,4,6,,,Enrage,,True,Justin Sweet,Elle vous forgera une épée mais vous allez devoir lui rapporter 5 lingots d’acier 3 granules de terre et le scalp de son dernier client.,,,,
Classic,Forme d’Ombre,,Transforme votre pouvoir héroïque qui inflige 2 points de dégâts. Si la forme d’Ombre est déjà adoptée : 3 points de dégâts.,Epic,3,Spell,EX1_625,,,Priest,,,,True,Alex Horley Orlandelli,Si un rayon de lumière éclaire un prêtre en forme d’Ombre est-ce qu’il a une ombre ?,,,,
Classic,Forme d’ours,Neutral,+2 PV et <b>Provocation</b>.,Common,,Spell,EX1_165b,,,Druid,,,,,,,,,,
Classic,Forme de félin,Neutral,<b>Charge</b>,Common,,Spell,EX1_165a,,,Druid,,,,,,,,,,
Classic,Fourche d’éclairs,Neutral,Inflige $2 |4(pointpoints) de dégâts à 2 serviteurs adverses aléatoires. <b>Surcharge :</b> (2),Common,1,Spell,EX1_251,,,Shaman,,,,True,Ralph Horsley,Et il existe la même pour les croissants !,,,,
Classic,Frappe mortelle,Neutral,Inflige $4 |4(pointpoints) de dégâts. Si votre héros a 12 PV ou moins inflige $6 |4(pointpoints) de dégâts à la place.,Rare,4,Spell,EX1_408,,,Warrior,,,,True,Zoltan & Gabor,« Si vous ne deviez utiliser qu’une compétence choisissez Frappe mortelle. » - Le code du guerrier ligne 6,,,,
Classic,Fureur sanguinaire,,,,3,Weapon,EX1_323w,3,,Warlock,8,,,,,,,,,
Classic,Fusée éclairante,Neutral,Tous les serviteurs perdent le <b>Camouflage</b>. Détruit tous les <b>Secrets</b> adverses. Vous piochez une carte.,Rare,2,Spell,EX1_544,,,Hunter,,,,True,Tyler Walpole,Non seulement elle révèle les adversaires mais en plus elle est très utile pendant les fêtes !,,,,
Classic,Gain de niveau !,,Attaque et Vie augmentées.,,,Enchantment,EX1_044e,,,,,,,,,,,,,
Classic,Gangregarde,Neutral,<b>Provocation</b>. <b>Cri de guerre :</b> détruit un de vos cristaux de mana.,Rare,3,Minion,EX1_301,3,5,Warlock,,Battlecry|Taunt,,True,John Polidora,Oui il va combattre pour vous. MAIS IL NE VA PAS AIMER ÇA.,Demon,,,
Classic,Garde de Lune-d’argent,Horde,<b>Bouclier divin</b>,Common,4,Minion,EX1_023,3,3,,,Divine Shield,,True,Phroilan Gardner,La première fois qu’il a protégé Lune-d’Argent contre le Fléau ça ne s’est pas très bien passé...,,,,
Classic,Garde des secrets,,Caractéristiques augmentées.,,,Enchantment,EX1_080o,,,,,,,,,,,,,
Classic,Garde funeste,Neutral,<b>Charge</b>. <b>Cri de guerre :</b> vous défausse de deux cartes aléatoires.,Rare,5,Minion,EX1_310,5,7,Warlock,,Battlecry|Charge,,True,Lucas Graciano,Vous seriez prêt à <i>sacrifier une vie</i> pour invoquer un garde funeste ?!,Demon,,,
Classic,Garde rapprochée,,Attaque augmentée.,,,Enchantment,EX1_001e,,,,,,,,,,,,,
Classic,Garde-paix de l’Aldor,Neutral,<b>Cri de guerre :</b> l’Attaque d’un serviteur adverse passe à 1.,Rare,3,Minion,EX1_382,3,3,Paladin,,Battlecry,,True,Dany Orizio,L’Aldor déteste deux choses : les Clairvoyants et les bals musettes.,,,,
Classic,Gardelumière,,Chaque fois qu’un personnage est soigné gagne +2 ATQ.,Rare,1,Minion,EX1_001,1,2,,,,,True,Erik Ko,Petite mais costaude !,,,,
Classic,Gardien du bosquet,Neutral,<b>Choix des armes :</b> inflige 2 points de dégâts ou réduit au <b>Silence</b> un serviteur.,Rare,4,Minion,EX1_166,2,4,Druid,,,,True,Gabor Szikszai,Ce gars arrive et se met à tailler vos buissons sans même vous demander la permission.,,,,
Classic,Gardien mogu’shan,Neutral,<b>Provocation</b>,Common,4,Minion,EX1_396,1,7,,,Taunt,,True,Cole Eastburn,Le roi-tonnerre par-ci le roi-tonnerre par là... Il n’a que ce nom à la bouche !,,,,
Classic,Gardienne des secrets,Alliance,Chaque fois qu’un <b>Secret</b> est joué gagne +1/+1.,Rare,1,Minion,EX1_080,1,2,,,,,True,Gonzalo Ordonez,C’est promis elle ne dira à personne le truc que vous avez fait hier avec cette personne.,,,,
Classic,Géant de lave,,Coûte (1) cristal de moins pour chaque point de dégâts subi par votre héros.,Epic,20,Minion,EX1_620,8,8,,,,,True,Glenn Rane,Il est sujet aux brûlures d’estomac. Pas étonnant quand on est PLEIN DE LAVE.,,,,
Classic,Géant des mers,Neutral,Coûte (1) cristal de moins pour chaque autre serviteur sur le champ de bataille.,Epic,10,Minion,EX1_586,8,8,,,,,True,Svetlin Velinov,Ho ho ho géant des mers !,,,,
Classic,Géant des montagnes,Neutral,Coûte (1) cristal de moins pour chaque autre carte dans votre main.,Epic,12,Minion,EX1_105,8,8,,,,,True,Samwise,Il n’est pas gros il a une ossature lourde !,,,,
Classic,Gnoll,,<b>Provocation</b>,,2,Minion,NEW1_040t,2,2,,,Taunt,,,,,,,,
Classic,Gnome lépreux,Neutral,<b>Râle d’agonie :</b> inflige 2 points de dégâts au héros adverse.,Common,1,Minion,EX1_029,2,1,,,Deathrattle,,True,Glenn Rane,Tout ce qu’il veut c’est se faire des amis mais ces rejets constants commencent à l’énerver.,,,,
Classic,Golem arcanique,Neutral,<b>Charge</b>. <b>Cri de guerre :</b> donne à votre adversaire un cristal de mana.,Rare,3,Minion,EX1_089,4,2,,,Battlecry|Charge,,True,Sedhayu Ardian,Avoir des golems arcaniques chez soi permet d’étaler son statut social et en plus c’est un excellent sujet de conversation.,,,,
Classic,Golem des moissons,Neutral,<b>Râle d’agonie :</b> invoque un golem endommagé 2/1.,Common,3,Minion,EX1_556,2,3,,,Deathrattle,,True,Brian Despain,« Seuil de surchauffe dépassé. Plantage système. Bourrage céréale en tuyère deux. Extinction. »,Mech,,,
Classic,Golem endommagé,Neutral,,Common,1,Minion,skele21,2,1,,,,,,,,Mech,,,
Classic,Gorgé de mana,,Attaque augmentée.,,,Enchantment,NEW1_012o,,,Mage,,,,,,,,,,
Classic,Goule mangeuse de chair,Neutral,Chaque fois qu’un serviteur meurt gagne +1 ATQ.,Common,3,Minion,tt_004,2,3,,,,,True,Alex Horley Orlandelli,Pas très sympa de l’appeler « mangeuse de chair ». Ce n’est pas de sa faute s’il n’y a que ça à manger.,,,,
Classic,Grâce d’Élune,,Vie augmentée.,,,Enchantment,EX1_004e,,,,,,,,,,,,,
Classic,Grande crinière des savanes,,<b>Râle d’agonie :</b> invoque deux hyènes 2/2.,Rare,6,Minion,EX1_534,6,5,Hunter,,Deathrattle,,True,Milivoj Ceran,Dans la jungle terrible jungle le lion est mort ce soir.,Beast,,,
Classic,Grommash Hurlenfer,Neutral,<b>Charge</b>.<b>Accès de rage :</b> +6 ATQ,Legendary,8,Minion,EX1_414,4,9,Warrior,,Charge|Enrage,,True,Glenn Rane,Grommash a bu le sang contaminé de Mannoroth condamnant les orcs à avoir la peau verte et les yeux rouges ! Ce n’était peut-être pas sa meilleure décision...,,True,,
Classic,Gruul,,À la fin de chaque tour gagne +1/+1.,Legendary,8,Minion,NEW1_038,7,7,,,,,True,Kev Walker,Son nom est Gruul « le tueur de dragons ». Il voulait juste les câliner... Il ne pensait pas que...,,True,,
Classic,Guerrier tauren,Neutral,<b>Provocation</b>.<b>Accès de rage :</b> +3 ATQ,Common,3,Minion,EX1_390,2,3,,,Enrage|Taunt,,True,Paul Warzecha,Guerrier tauren : champion d’arène tueur de hyènes chevaucheur de phalènes.,,,,
